date,gold_price
2019-07-30,1435.8
2019-07-31,1431.8
2019-08-01,1426.5
2019-08-02,1451.6
2019-08-05,1470.6
2019-08-06,1478.3
2019-08-07,1513.2
2019-08-08,1503.1
2019-08-09,1502.0
2019-08-12,1510.9
2019-08-13,1507.9
2019-08-14,1521.6
2019-08-15,1525.1
2019-08-16,1517.5
2019-08-19,1505.5
2019-08-20,1509.7
2019-08-21,1509.6
2019-08-22,1502.3
2019-08-23,1531.4
2019-08-26,1530.9
2019-08-27,1545.6
2019-08-28,1542.8
2019-08-29,1533.7
2019-08-30,1526.2
2019-09-02,1555.9
2019-09-03,1552.8
2019-09-04,1557.2
2019-09-05,1522.5
2019-09-06,1512.4
2019-09-09,1508.1
2019-09-10,1496.4
2019-09-11,1500.5
2019-09-12,1504.8
2019-09-13,1496.8
2019-09-16,1508.7
2019-09-17,1510.8
2019-09-18,1513.0
2019-09-19,1503.4
2019-09-20,1512.0
2019-09-23,1527.8
2019-09-24,1536.6
2019-09-25,1508.9
2019-09-26,1511.7
2019-09-27,1506.4
2019-09-30,1472.9
2019-10-01,1489.0
2019-10-02,1507.9
2019-10-03,1513.8
2019-10-04,1512.9
2019-10-07,1504.4
2019-10-08,1503.9
2019-10-09,1512.8
2019-10-10,1500.9
2019-10-11,1488.7
2019-10-14,1497.6
2019-10-15,1483.5
2019-10-16,1494.0
2019-10-17,1498.3
2019-10-18,1494.1
2019-10-21,1488.1
2019-10-22,1487.5
2019-10-23,1495.7
2019-10-24,1504.7
2019-10-25,1505.3
2019-10-28,1495.8
2019-10-29,1490.7
2019-10-30,1500.2
2019-10-31,1518.3
2019-11-01,1514.9
2019-11-04,1514.7
2019-11-05,1487.6
2019-11-06,1496.8
2019-11-07,1469.9
2019-11-08,1466.4
2019-11-11,1460.6
2019-11-12,1457.2
2019-11-13,1466.8
2019-11-14,1476.9
2019-11-15,1472.0
2019-11-18,1475.4
2019-11-19,1477.8
2019-11-20,1477.5
2019-11-21,1467.1
2019-11-22,1467.3
2019-11-25,1460.5
2019-11-26,1464.4
2019-11-27,1460.8
2019-11-28,1472.7
2019-11-29,1472.7
2019-12-02,1469.2
2019-12-03,1484.4
2019-12-04,1480.2
2019-12-05,1483.1
2019-12-06,1465.1
2019-12-09,1464.9
2019-12-10,1468.1
2019-12-11,1475.0
2019-12-12,1472.3
2019-12-13,1481.2
2019-12-16,1480.5
2019-12-17,1480.6
2019-12-18,1478.7
2019-12-19,1484.4
2019-12-20,1480.9
2019-12-23,1488.7
2019-12-24,1504.8
2019-12-26,1514.4
2019-12-27,1518.1
2019-12-30,1521.6
2019-12-31,1526.5
2020-01-02,1531.4
2020-01-03,1555.5
2020-01-06,1572.0
2020-01-07,1577.6
2020-01-08,1563.8
2020-01-09,1557.8
2020-01-10,1563.6
2020-01-13,1553.7
2020-01-14,1548.0
2020-01-15,1557.2
2020-01-16,1553.7
2020-01-17,1563.6
2020-01-20,1557.9
2020-01-21,1560.8
2020-01-22,1560.0
2020-01-23,1568.8
2020-01-24,1575.2
2020-01-27,1580.6
2020-01-28,1572.8
2020-01-29,1573.5
2020-01-30,1589.2
2020-01-31,1587.9
2020-02-03,1582.4
2020-02-04,1555.5
2020-02-05,1562.8
2020-02-06,1570.0
2020-02-07,1573.4
2020-02-10,1579.5
2020-02-11,1570.1
2020-02-12,1571.6
2020-02-13,1578.8
2020-02-14,1586.4
2020-02-17,1603.6
2020-02-18,1603.6
2020-02-19,1611.8
2020-02-20,1620.5
2020-02-21,1648.8
2020-02-24,1676.6
2020-02-25,1650.0
2020-02-26,1643.1
2020-02-27,1645.3
2020-02-28,1569.3
2020-03-02,1597.1
2020-03-03,1646.6
2020-03-04,1645.2
2020-03-05,1670.0
2020-03-06,1674.3
2020-03-09,1677.4
2020-03-10,1662.0
2020-03-11,1644.1
2020-03-12,1592.1
2020-03-13,1518.2
2020-03-16,1487.6
2020-03-17,1527.2
2020-03-18,1479.4
2020-03-19,1481.3
2020-03-20,1486.5
2020-03-23,1570.2
2020-03-24,1664.0
2020-03-25,1636.6
2020-03-26,1656.0
2020-03-27,1641.3
2020-03-30,1643.2
2020-03-31,1596.6
2020-04-01,1591.4
2020-04-02,1637.7
2020-04-03,1645.7
2020-04-06,1693.9
2020-04-07,1683.7
2020-04-08,1684.3
2020-04-09,1752.8
2020-04-13,1761.4
2020-04-14,1768.9
2020-04-15,1740.2
2020-04-16,1731.7
2020-04-17,1698.8
2020-04-20,1711.2
2020-04-21,1687.8
2020-04-22,1738.3
2020-04-23,1745.4
2020-04-24,1735.6
2020-04-27,1723.8
2020-04-28,1722.2
2020-04-29,1716.3
2020-04-30,1697.1
2020-05-01,1704.4
2020-05-04,1717.2
2020-05-05,1715.0
2020-05-06,1692.7
2020-05-07,1730.0
2020-05-08,1719.3
2020-05-11,1704.6
2020-05-12,1713.4
2020-05-13,1721.6
2020-05-14,1746.1
2020-05-15,1761.5
2020-05-18,1739.6
2020-05-19,1751.6
2020-05-20,1758.7
2020-05-21,1729.2
2020-05-22,1744.3
2020-05-25,1705.6
2020-05-26,1717.3
2020-05-27,1719.1
2020-05-28,1728.3
2020-05-29,1751.7
2020-06-01,1750.3
2020-06-02,1734.0
2020-06-03,1704.8
2020-06-04,1727.4
2020-06-05,1683.0
2020-06-08,1705.1
2020-06-09,1721.9
2020-06-10,1720.7
2020-06-11,1739.8
2020-06-12,1737.3
2020-06-15,1727.2
2020-06-16,1736.5
2020-06-17,1735.6
2020-06-18,1731.1
2020-06-19,1753.0
2020-06-22,1766.4
2020-06-23,1782.0
2020-06-24,1775.1
2020-06-25,1770.6
2020-06-26,1780.3
2020-06-29,1785.9
2020-06-30,1805.2
2020-07-01,1785.9
2020-07-02,1795.8
2020-07-03,1793.5
2020-07-06,1799.0
2020-07-07,1815.8
2020-07-08,1826.5
2020-07-09,1810.7
2020-07-10,1808.6
2020-07-13,1820.8
2020-07-14,1819.8
2020-07-15,1820.5
2020-07-16,1806.3
2020-07-17,1816.0
2020-07-20,1822.2
2020-07-21,1848.7
2020-07-22,1869.9
2020-07-23,1894.8
2020-07-24,1902.5
2020-07-27,1936.2
2020-07-28,1949.9
2020-07-29,1959.4
2020-07-30,1955.2
2020-07-31,1973.9
2020-08-03,1974.7
2020-08-04,2008.5
2020-08-05,2037.1
2020-08-06,2058.4
2020-08-07,2018.0
2020-08-10,2030.3
2020-08-11,1938.9
2020-08-12,1940.5
2020-08-13,1961.9
2020-08-14,1942.3
2020-08-17,1989.9
2020-08-18,2004.8
2020-08-19,1963.5
2020-08-20,1938.3
2020-08-21,1938.3
2020-08-24,1931.5
2020-08-25,1915.6
2020-08-26,1944.1
2020-08-27,1925.0
2020-08-28,1970.8
2020-08-31,1974.5
2020-09-01,1974.8
2020-09-02,1940.8
2020-09-03,1933.8
2020-09-04,1930.6
2020-09-07,1943.2
2020-09-08,1939.5
2020-09-09,1950.4
2020-09-10,1959.7
2020-09-11,1943.3
2020-09-14,1958.8
2020-09-15,1961.9
2020-09-16,1966.2
2020-09-17,1945.4
2020-09-18,1957.5
2020-09-21,1906.2
2020-09-22,1903.4
2020-09-23,1864.5
2020-09-24,1873.0
2020-09-25,1862.2
2020-09-28,1877.6
2020-09-29,1903.2
2020-09-30,1895.5
2020-10-01,1916.3
2020-10-02,1907.6
2020-10-05,1920.1
2020-10-06,1908.8
2020-10-07,1890.8
2020-10-08,1895.1
2020-10-09,1926.2
2020-10-12,1928.9
2020-10-13,1894.6
2020-10-14,1907.3
2020-10-15,1908.9
2020-10-16,1906.4
2020-10-19,1911.7
2020-10-20,1915.4
2020-10-21,1929.5
2020-10-22,1904.6
2020-10-23,1905.2
2020-10-26,1905.7
2020-10-27,1911.9
2020-10-28,1879.2
2020-10-29,1871.6
2020-10-30,1883.5
2020-11-02,1895.7
2020-11-03,1914.0
2020-11-04,1899.7
2020-11-05,1950.2
2020-11-06,1955.3
2020-11-09,1860.1
2020-11-10,1881.2
2020-11-11,1866.2
2020-11-12,1877.8
2020-11-13,1890.7
2020-11-16,1891.5
2020-11-17,1888.8
2020-11-18,1877.1
2020-11-19,1864.8
2020-11-20,1875.7
2020-11-23,1841.5
2020-11-24,1808.1
2020-11-25,1808.8
2020-11-26,1788.1
2020-11-27,1788.1
2020-11-30,1780.9
2020-12-01,1818.9
2020-12-02,1830.2
2020-12-03,1841.1
2020-12-04,1840.0
2020-12-07,1866.0
2020-12-08,1874.9
2020-12-09,1838.5
2020-12-10,1837.4
2020-12-11,1843.6
2020-12-14,1832.1
2020-12-15,1855.3
2020-12-16,1859.1
2020-12-17,1890.4
2020-12-18,1888.9
2020-12-21,1882.8
2020-12-22,1870.3
2020-12-23,1878.1
2020-12-24,1883.2
2020-12-28,1880.4
2020-12-29,1882.9
2020-12-30,1895.6
2020-12-31,1897.3
2021-01-04,1949.0
2021-01-05,1956.7
2021-01-06,1910.4
2021-01-07,1915.6
2021-01-08,1837.3
2021-01-11,1852.7
2021-01-12,1846.1
2021-01-13,1856.8
2021-01-14,1853.3
2021-01-15,1831.7
2021-01-18,1840.2
2021-01-19,1842.0
2021-01-20,1868.5
2021-01-21,1867.5
2021-01-22,1857.9
2021-01-25,1856.9
2021-01-26,1852.8
2021-01-27,1846.8
2021-01-28,1841.2
2021-01-29,1850.3
2021-02-01,1863.9
2021-02-02,1833.4
2021-02-03,1835.1
2021-02-04,1791.2
2021-02-05,1813.0
2021-02-08,1834.2
2021-02-09,1837.5
2021-02-10,1842.7
2021-02-11,1826.8
2021-02-12,1823.2
2021-02-15,1799.0
2021-02-16,1799.0
2021-02-17,1772.8
2021-02-18,1775.0
2021-02-19,1777.4
2021-02-22,1808.4
2021-02-23,1805.9
2021-02-24,1797.9
2021-02-25,1776.9
2021-02-26,1730.1
2021-03-01,1724.4
2021-03-02,1735.1
2021-03-03,1717.3
2021-03-04,1702.4
2021-03-05,1700.3
2021-03-08,1679.6
2021-03-09,1718.5
2021-03-10,1723.3
2021-03-11,1723.9
2021-03-12,1721.2
2021-03-15,1730.6
2021-03-16,1732.2
2021-03-17,1728.4
2021-03-18,1733.7
2021-03-19,1742.9
2021-03-22,1739.4
2021-03-23,1726.4
2021-03-24,1734.4
2021-03-25,1726.3
2021-03-26,1733.6
2021-03-29,1713.6
2021-03-30,1686.0
2021-03-31,1715.6
2021-04-01,1728.4
2021-04-05,1728.8
2021-04-06,1743.0
2021-04-07,1741.6
2021-04-08,1758.2
2021-04-09,1744.8
2021-04-12,1732.7
2021-04-13,1747.6
2021-04-14,1736.3
2021-04-15,1766.8
2021-04-16,1780.2
2021-04-19,1770.6
2021-04-20,1778.4
2021-04-21,1793.1
2021-04-22,1782.0
2021-04-23,1777.8
2021-04-26,1780.1
2021-04-27,1778.8
2021-04-28,1773.9
2021-04-29,1769.4
2021-04-30,1768.6
2021-05-03,1792.6
2021-05-04,1777.0
2021-05-05,1785.3
2021-05-06,1816.7
2021-05-07,1832.4
2021-05-10,1838.6
2021-05-11,1837.0
2021-05-12,1823.7
2021-05-13,1825.0
2021-05-14,1839.1
2021-05-17,1868.5
2021-05-18,1869.0
2021-05-19,1882.3
2021-05-20,1882.8
2021-05-21,1877.6
2021-05-24,1885.5
2021-05-25,1899.0
2021-05-26,1902.3
2021-05-27,1898.5
2021-05-28,1905.3
2021-05-31,1905.0
2021-06-01,1905.0
2021-06-02,1909.9
2021-06-03,1873.3
2021-06-04,1892.0
2021-06-07,1898.8
2021-06-08,1894.4
2021-06-09,1895.5
2021-06-10,1896.4
2021-06-11,1879.6
2021-06-14,1865.9
2021-06-15,1856.4
2021-06-16,1861.4
2021-06-17,1774.8
2021-06-18,1769.0
2021-06-21,1782.9
2021-06-22,1777.4
2021-06-23,1783.4
2021-06-24,1776.7
2021-06-25,1777.8
2021-06-28,1780.7
2021-06-29,1764.5
2021-06-30,1772.4
2021-07-01,1777.6
2021-07-02,1784.1
2021-07-05,1794.2
2021-07-06,1795.0
2021-07-07,1803.0
2021-07-08,1801.1
2021-07-09,1811.5
2021-07-12,1806.8
2021-07-13,1810.8
2021-07-14,1825.9
2021-07-15,1829.9
2021-07-16,1815.9
2021-07-19,1810.2
2021-07-20,1812.3
2021-07-21,1804.4
2021-07-22,1806.5
2021-07-23,1802.9
2021-07-26,1800.4
2021-07-27,1800.9
2021-07-28,1800.8
2021-07-29,1833.2
2021-07-30,1814.5
2021-08-02,1819.8
2021-08-03,1811.7
2021-08-04,1812.2
2021-08-05,1806.6
2021-08-06,1761.1
2021-08-09,1724.4
2021-08-10,1729.7
2021-08-11,1751.2
2021-08-12,1749.8
2021-08-13,1776.0
2021-08-16,1787.6
2021-08-17,1785.7
2021-08-18,1782.3
2021-08-19,1780.9
2021-08-20,1781.8
2021-08-23,1804.0
2021-08-24,1806.3
2021-08-25,1788.8
2021-08-26,1793.0
2021-08-27,1817.2
2021-08-30,1810.0
2021-08-31,1816.9
2021-09-01,1814.9
2021-09-02,1810.4
2021-09-03,1832.6
2021-09-06,1798.5
2021-09-07,1797.4
2021-09-08,1792.4
2021-09-09,1798.9
2021-09-10,1791.0
2021-09-13,1793.3
2021-09-14,1806.1
2021-09-15,1793.7
2021-09-16,1755.7
2021-09-17,1750.5
2021-09-20,1762.9
2021-09-21,1777.3
2021-09-22,1777.9
2021-09-23,1748.9
2021-09-24,1750.9
2021-09-27,1751.4
2021-09-28,1737.0
2021-09-29,1722.9
2021-09-30,1757.0
2021-10-01,1758.4
2021-10-04,1767.6
2021-10-05,1760.9
2021-10-06,1761.8
2021-10-07,1759.2
2021-10-08,1757.4
2021-10-11,1755.7
2021-10-12,1759.3
2021-10-13,1794.7
2021-10-14,1797.9
2021-10-15,1768.3
2021-10-18,1765.7
2021-10-19,1770.5
2021-10-20,1784.9
2021-10-21,1781.9
2021-10-22,1796.3
2021-10-25,1806.8
2021-10-26,1793.4
2021-10-27,1798.8
2021-10-28,1803.6
2021-10-29,1784.9
2021-11-01,1796.9
2021-11-02,1790.6
2021-11-03,1765.1
2021-11-04,1794.7
2021-11-05,1818.0
2021-11-08,1829.2
2021-11-09,1832.0
2021-11-10,1849.5
2021-11-11,1865.2
2021-11-12,1869.7
2021-11-15,1868.0
2021-11-16,1855.4
2021-11-17,1871.5
2021-11-18,1862.7
2021-11-19,1852.9
2021-11-22,1807.7
2021-11-23,1785.1
2021-11-24,1785.6
2021-11-25,1785.5
2021-11-26,1786.9
2021-11-29,1785.2
2021-11-30,1776.5
2021-12-01,1784.3
2021-12-02,1762.7
2021-12-03,1783.9
2021-12-06,1779.5
2021-12-07,1784.7
2021-12-08,1785.5
2021-12-09,1776.7
2021-12-10,1784.8
2021-12-13,1788.3
2021-12-14,1772.3
2021-12-15,1764.5
2021-12-16,1798.2
2021-12-17,1804.9
2021-12-20,1794.6
2021-12-21,1788.7
2021-12-22,1802.2
2021-12-23,1811.7
2021-12-27,1808.8
2021-12-28,1810.9
2021-12-29,1805.8
2021-12-30,1815.3
2021-12-31,1829.7
2022-01-03,1801.1
2022-01-04,1815.8
2022-01-05,1826.6
2022-01-06,1791.0
2022-01-07,1799.3
2022-01-10,1800.7
2022-01-11,1820.4
2022-01-12,1829.1
2022-01-13,1823.3
2022-01-14,1818.3
2022-01-17,1812.4
2022-01-18,1814.1
2022-01-19,1844.7
2022-01-20,1844.3
2022-01-21,1833.5
2022-01-24,1843.4
2022-01-25,1854.1
2022-01-26,1831.0
2022-01-27,1794.2
2022-01-28,1786.6
2022-01-31,1796.4
2022-02-01,1801.5
2022-02-02,1810.3
2022-02-03,1804.1
2022-02-04,1807.8
2022-02-07,1821.8
2022-02-08,1827.9
2022-02-09,1836.6
2022-02-10,1837.4
2022-02-11,1842.1
2022-02-14,1869.4
2022-02-15,1856.2
2022-02-16,1871.5
2022-02-17,1902.0
2022-02-18,1899.8
2022-02-21,1907.4
2022-02-22,1907.4
2022-02-23,1910.4
2022-02-24,1926.3
2022-02-25,1889.2
2022-02-28,1902.2
2022-03-01,1945.3
2022-03-02,1924.6
2022-03-03,1938.1
2022-03-04,1968.9
2022-03-07,1998.7
2022-03-08,2046.3
2022-03-09,1990.7
2022-03-10,2002.9
2022-03-11,1987.6
2022-03-14,1963.4
2022-03-15,1932.6
2022-03-16,1911.9
2022-03-17,1946.0
2022-03-18,1931.7
2022-03-21,1932.5
2022-03-22,1924.4
2022-03-23,1940.2
2022-03-24,1964.9
2022-03-25,1956.9
2022-03-28,1942.3
2022-03-29,1915.2
2022-03-30,1939.0
2022-03-31,1954.0
2022-04-01,1923.7
2022-04-04,1934.0
2022-04-05,1927.5
2022-04-06,1923.1
2022-04-07,1937.8
2022-04-08,1945.6
2022-04-11,1948.2
2022-04-12,1976.1
2022-04-13,1984.7
2022-04-14,1974.9
2022-04-18,1986.4
2022-04-19,1959.0
2022-04-20,1955.6
2022-04-21,1948.2
2022-04-22,1934.3
2022-04-25,1896.0
2022-04-26,1904.1
2022-04-27,1888.7
2022-04-28,1894.8
2022-04-29,1915.1
2022-05-02,1867.0
2022-05-03,1873.9
2022-05-04,1872.1
2022-05-05,1879.0
2022-05-06,1886.2
2022-05-09,1862.0
2022-05-10,1844.4
2022-05-11,1857.1
2022-05-12,1827.9
2022-05-13,1811.3
2022-05-16,1816.8
2022-05-17,1821.9
2022-05-18,1819.0
2022-05-19,1844.0
2022-05-20,1844.7
2022-05-23,1850.6
2022-05-24,1868.4
2022-05-25,1849.2
2022-05-26,1850.6
2022-05-27,1857.3
2022-05-30,1848.4
2022-05-31,1848.4
2022-06-01,1848.7
2022-06-02,1871.4
2022-06-03,1850.2
2022-06-06,1843.7
2022-06-07,1852.1
2022-06-08,1856.5
2022-06-09,1852.8
2022-06-10,1875.5
2022-06-13,1831.8
2022-06-14,1813.5
2022-06-15,1819.6
2022-06-16,1849.9
2022-06-17,1840.6
2022-06-20,1838.8
2022-06-21,1838.8
2022-06-22,1838.4
2022-06-23,1829.8
2022-06-24,1830.3
2022-06-27,1824.8
2022-06-28,1821.2
2022-06-29,1822.0
2022-06-30,1812.0
2022-07-01,1805.9
2022-07-04,1763.9
2022-07-05,1768.9
2022-07-06,1741.3
2022-07-07,1744.1
2022-07-08,1746.7
2022-07-11,1735.9
2022-07-12,1728.9
2022-07-13,1739.5
2022-07-14,1709.9
2022-07-15,1707.5
2022-07-18,1713.8
2022-07-19,1714.1
2022-07-20,1703.9
2022-07-21,1717.3
2022-07-22,1731.4
2022-07-25,1723.2
2022-07-26,1721.9
2022-07-27,1723.3
2022-07-28,1759.0
2022-07-29,1771.5
2022-08-01,1777.6
2022-08-02,1779.7
2022-08-03,1766.1
2022-08-04,1796.2
2022-08-05,1780.5
2022-08-08,1794.3
2022-08-09,1801.5
2022-08-10,1803.3
2022-08-11,1796.8
2022-08-12,1805.2
2022-08-15,1787.9
2022-08-16,1779.4
2022-08-17,1766.5
2022-08-18,1761.1
2022-08-19,1753.0
2022-08-22,1738.6
2022-08-23,1751.5
2022-08-24,1752.0
2022-08-25,1761.8
2022-08-26,1740.6
2022-08-29,1740.5
2022-08-30,1731.6
2022-08-31,1721.4
2022-09-01,1704.4
2022-09-02,1717.7
2022-09-05,1712.9
2022-09-06,1707.9
2022-09-07,1722.8
2022-09-08,1715.3
2022-09-09,1723.6
2022-09-12,1735.6
2022-09-13,1712.0
2022-09-14,1703.2
2022-09-15,1671.4
2022-09-16,1677.9
2022-09-19,1672.6
2022-09-20,1665.7
2022-09-21,1670.5
2022-09-22,1676.1
2022-09-23,1650.0
2022-09-26,1628.2
2022-09-27,1631.1
2022-09-28,1665.1
2022-09-29,1668.6
2022-09-30,1672.0
2022-10-03,1702.0
2022-10-04,1730.5
2022-10-05,1720.8
2022-10-06,1720.8
2022-10-07,1709.3
2022-10-10,1675.2
2022-10-11,1686.0
2022-10-12,1677.5
2022-10-13,1677.0
2022-10-14,1648.9
2022-10-17,1664.0
2022-10-18,1655.8
2022-10-19,1634.2
2022-10-20,1636.8
2022-10-21,1656.3
2022-10-24,1654.1
2022-10-25,1658.0
2022-10-26,1669.2
2022-10-27,1665.6
2022-10-28,1650.0
2022-10-31,1647.4
2022-11-01,1656.9
2022-11-02,1656.9
2022-11-03,1637.8
2022-11-04,1683.6
2022-11-07,1687.6
2022-11-08,1723.1
2022-11-09,1721.0
2022-11-10,1761.0
2022-11-11,1776.6
2022-11-14,1784.0
2022-11-15,1784.2
2022-11-16,1783.5
2022-11-17,1770.6
2022-11-18,1762.0
2022-11-21,1747.3
2022-11-22,1747.6
2022-11-23,1753.3
2022-11-24,1754.0
2022-11-25,1761.8
2022-11-28,1748.1
2022-11-29,1763.7
2022-11-30,1759.9
2022-12-01,1815.2
2022-12-02,1809.6
2022-12-05,1781.3
2022-12-06,1782.4
2022-12-07,1798.0
2022-12-08,1801.5
2022-12-09,1810.7
2022-12-12,1792.3
2022-12-13,1825.5
2022-12-14,1818.7
2022-12-15,1787.8
2022-12-16,1800.2
2022-12-19,1797.7
2022-12-20,1825.4
2022-12-21,1825.4
2022-12-22,1795.3
2022-12-23,1804.2
2022-12-27,1823.1
2022-12-28,1815.8
2022-12-29,1833.0
2022-12-30,1833.7
2023-01-03,1853.5
2023-01-04,1866.5
2023-01-05,1848.2
2023-01-06,1876.9
2023-01-09,1885.3
2023-01-10,1884.3
2023-01-11,1886.4
2023-01-12,1906.2
2023-01-13,1929.1
2023-01-16,1909.9
2023-01-17,1917.6
2023-01-18,1914.6
2023-01-19,1931.4
2023-01-20,1935.8
2023-01-23,1936.2
2023-01-24,1943.1
2023-01-25,1950.3
2023-01-26,1937.6
2023-01-27,1936.6
2023-01-30,1939.2
2023-01-31,1945.3
2023-02-01,1942.8
2023-02-02,1930.8
2023-02-03,1876.6
2023-02-06,1879.5
2023-02-07,1884.8
2023-02-08,1890.7
2023-02-09,1878.5
2023-02-10,1874.5
2023-02-13,1863.5
2023-02-14,1865.4
2023-02-15,1845.3
2023-02-16,1851.8
2023-02-17,1850.2
2023-02-20,1842.5
2023-02-21,1842.5
2023-02-22,1841.5
2023-02-23,1826.8
2023-02-24,1817.1
2023-02-27,1832.8
2023-02-28,1844.6
2023-03-01,1853.2
2023-03-02,1848.4
2023-03-03,1862.5
2023-03-06,1862.5
2023-03-07,1827.8
2023-03-08,1826.5
2023-03-09,1842.5
2023-03-10,1875.1
2023-03-13,1924.2
2023-03-14,1918.6
2023-03-15,1939.2
2023-03-16,1930.8
2023-03-17,1981.3
2023-03-20,1991.0
2023-03-21,1949.5
2023-03-22,1957.8
2023-03-23,2004.1
2023-03-24,1992.4
2023-03-27,1962.2
2023-03-28,1981.4
2023-03-29,1975.2
2023-03-30,1997.7
2023-03-31,1986.2
2023-04-03,2000.4
2023-04-04,2038.2
2023-04-05,2035.6
2023-04-06,2026.4
2023-04-10,2003.8
2023-04-11,2019.0
2023-04-12,2024.9
2023-04-13,2055.3
2023-04-14,2015.8
2023-04-17,2007.0
2023-04-18,2019.7
2023-04-19,2007.3
2023-04-20,2019.1
2023-04-21,1990.5
2023-04-24,1999.8
2023-04-25,2004.5
2023-04-26,1996.0
2023-04-27,2008.1
2023-04-28,2008.6
2023-05-01,2002.0
2023-05-02,2033.2
2023-05-03,2046.9
2023-05-04,2065.6
2023-05-05,2034.7
2023-05-08,2043.2
2023-05-09,2052.9
2023-05-10,2047.0
2023-05-11,2030.4
2023-05-12,2029.7
2023-05-15,2032.6
2023-05-16,2002.8
2023-05-17,1994.6
2023-05-18,1969.4
2023-05-19,1991.2
2023-05-22,1986.7
2023-05-23,1984.0
2023-05-24,1974.1
2023-05-25,1953.2
2023-05-26,1954.0
2023-05-29,1977.1
2023-05-30,1977.1
2023-05-31,1982.1
2023-06-01,1995.5
2023-06-02,1969.6
2023-06-05,1974.3
2023-06-06,1981.5
2023-06-07,1958.4
2023-06-08,1978.6
2023-06-09,1977.2
2023-06-12,1969.7
2023-06-13,1958.6
2023-06-14,1968.9
2023-06-15,1970.7
2023-06-16,1971.2
2023-06-19,1947.7
2023-06-20,1947.7
2023-06-21,1944.9
2023-06-22,1923.7
2023-06-23,1929.6
2023-06-26,1933.8
2023-06-27,1923.8
2023-06-28,1922.2
2023-06-29,1926.6
2023-06-30,1938.3
2023-07-03,1938.7
2023-07-04,1927.1
2023-07-05,1936.4
2023-07-06,1924.8
2023-07-07,1941.9
2023-07-10,1940.4
2023-07-11,1946.7
2023-07-12,1971.4
2023-07-13,1973.4
2023-07-14,1974.0
2023-07-17,1966.0
2023-07-18,1990.3
2023-07-19,1990.3
2023-07-20,1980.5
2023-07-21,1976.2
2023-07-24,1971.9
2023-07-25,1973.4
2023-07-26,1979.9
2023-07-27,1955.5
2023-07-28,1980.0
2023-07-31,1989.3
2023-08-01,1959.2
2023-08-02,1955.5
2023-08-03,1949.4
2023-08-04,1956.6
2023-08-07,1950.5
2023-08-08,1940.5
2023-08-09,1931.5
2023-08-10,1930.0
2023-08-11,1927.7
2023-08-14,1925.2
2023-08-15,1916.5
2023-08-16,1909.8
2023-08-17,1896.7
2023-08-18,1898.1
2023-08-21,1905.1
2023-08-22,1908.1
2023-08-23,1929.9
2023-08-24,1928.5
2023-08-25,1921.3
2023-08-28,1927.9
2023-08-29,1946.1
2023-08-30,1963.7
2023-08-31,1956.6
2023-09-01,1957.8
2023-09-04,1952.6
2023-09-05,1943.5
2023-09-06,1935.0
2023-09-07,1933.3
2023-09-08,1933.7
2023-09-11,1938.2
2023-09-12,1926.1
2023-09-13,1923.5
2023-09-14,1923.7
2023-09-15,1937.0
2023-09-18,1944.3
2023-09-19,1944.5
2023-09-20,1958.0
2023-09-21,1930.4
2023-09-22,1936.3
2023-09-25,1927.4
2023-09-26,1910.7
2023-09-27,1881.7
2023-09-28,1878.6
2023-09-29,1866.1
2023-10-02,1847.2
2023-10-03,1841.5
2023-10-04,1834.8
2023-10-05,1831.8
2023-10-06,1845.2
2023-10-09,1864.3
2023-10-10,1875.3
2023-10-11,1887.3
2023-10-12,1883.0
2023-10-13,1941.5
2023-10-16,1934.3
2023-10-17,1935.7
2023-10-18,1968.3
2023-10-19,1980.5
2023-10-20,1994.4
2023-10-23,1987.8
2023-10-24,1986.1
2023-10-25,1994.9
2023-10-26,1997.4
2023-10-27,1998.5
2023-10-30,2015.0
2023-10-31,2004.6
2023-11-01,1997.8
2023-11-02,2003.9
2023-11-03,2009.7
2023-11-06,1999.3
2023-11-07,1984.1
2023-11-08,1968.3
2023-11-09,1980.3
2023-11-10,1948.0
2023-11-13,1960.6
2023-11-14,1977.0
2023-11-15,1974.7
2023-11-16,1997.7
2023-11-17,1995.1
2023-11-20,1990.7
2023-11-21,2012.0
2023-11-22,2003.4
2023-11-23,2003.0
2023-11-24,2013.7
2023-11-27,2023.1
2023-11-28,2050.5
2023-11-29,2067.1
2023-11-30,2057.2
2023-12-01,2089.7
2023-12-04,2042.2
2023-12-05,2036.3
2023-12-06,2047.9
2023-12-07,2046.4
2023-12-08,2014.5
2023-12-11,1993.7
2023-12-12,1993.2
2023-12-13,1997.3
2023-12-14,2044.9
2023-12-15,2035.7
2023-12-18,2040.5
2023-12-19,2052.1
2023-12-20,2047.7
2023-12-21,2051.3
2023-12-22,2069.1
2023-12-26,2069.8
2023-12-27,2093.1
2023-12-28,2093.1
2023-12-29,2081.4
2024-01-02,2083.0
2024-01-03,2052.5
2024-01-04,2059.6
2024-01-05,2059.7
2024-01-08,2043.2
2024-01-09,2042.7
2024-01-10,2037.5
2024-01-11,2028.9
2024-01-12,2061.1
2024-01-15,2030.2
2024-01-16,2039.7
2024-01-17,2015.9
2024-01-18,2031.1
2024-01-19,2038.5
2024-01-22,2031.5
2024-01-23,2035.2
2024-01-24,2025.4
2024-01-25,2027.1
2024-01-26,2026.6
2024-01-29,2034.9
2024-01-30,2050.9
2024-01-31,2067.4
2024-02-01,2071.1
2024-02-02,2053.7
