date,sentiment_score,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price,gold_price_after_1_day
2018-08-10,-0.296,96.36,67.63,2.873,1.91,2.09,1214.2,1194.2
2018-08-17,0.148,96.1,65.91,2.864,1.92,2.08,1179.8,1190.2
2018-08-23,-0.0258,95.67,67.83,2.828,1.92,2.09,1189.3,1208.6
2018-08-29,0.2263,94.6,69.51,2.886,1.92,2.12,1206.5,1202.5
2018-09-05,0.0,95.18,68.72,2.904,1.92,2.09,1198.8,1201.7
2018-09-07,0.0258,95.36,67.75,2.939,1.92,2.1,1197.8,1197.2
2018-09-10,0.7506,95.15,67.54,2.935,1.92,2.1,1197.2,1199.5
2018-09-17,-0.5719,94.5,68.91,2.994,1.92,2.1,1203.4,1200.7
2018-09-19,-0.4215,94.54,71.12,3.066,1.92,2.15,1206.1,1208.9
2018-09-21,0.0,94.22,70.78,3.066,1.92,2.15,1198.6,1201.7
2018-09-24,-0.2732,94.19,72.08,3.089,1.93,2.16,1201.7,1202.5
2018-09-26,0.0,94.19,71.57,3.048,1.93,2.14,1196.9,1187.4
2018-09-28,0.4404,95.13,73.25,3.065,2.18,2.14,1196.2,1191.7
2018-10-05,0.5267,95.62,74.34,3.233,2.18,2.16,1205.6,1188.6
2018-10-11,-0.3818,95.02,70.97,3.146,2.18,2.12,1227.6,1222.0
2018-10-15,0.0,95.06,71.78,3.156,2.18,2.13,1230.3,1231.0
2018-10-17,0.5859,95.58,69.75,3.207,2.19,2.13,1227.4,1230.1
2018-10-19,0.2732,95.71,69.12,3.196,2.19,2.11,1228.7,1224.6
2018-10-23,-0.296,95.96,66.43,3.171,2.2,2.09,1236.8,1231.1
2018-10-26,0.0,96.36,67.59,3.077,2.2,2.06,1235.8,1227.6
2018-11-06,-0.34,96.32,62.21,3.231,2.2,2.07,1230.5,1233.1
2018-11-07,0.1027,96.0,61.67,3.237,2.2,2.07,1233.1,1229.3
2018-11-13,0.0,97.3,55.69,3.141,2.2,2.02,1205.1,1213.8
2018-11-14,0.4939,96.8,56.25,3.127,2.2,2.0,1213.8,1218.6
2018-11-16,0.7351,96.47,56.46,3.065,2.2,2.02,1226.4,1228.6
2018-12-03,0.0,97.04,52.95,2.966,2.19,1.96,1239.6,1246.6
2018-12-21,0.0,96.96,45.59,2.788,2.4,1.77,1258.1,1271.8
2018-12-31,0.1779,96.17,45.41,2.686,2.4,1.71,1284.5,1285.1
2019-01-02,0.34,96.82,46.54,2.633,2.4,1.7,1287.3,1298.4
2019-01-03,-0.743,96.31,47.09,2.552,2.4,1.68,1298.4,1289.2
2019-01-14,0.0,95.61,50.51,2.706,2.4,1.81,1294.7,1291.4
2019-01-25,0.0,95.79,53.69,2.759,2.4,1.79,1300.7,1305.9
2019-02-11,0.0,97.06,52.41,2.654,2.4,1.82,1311.9,1314.0
2019-02-19,-0.7003,96.52,56.09,2.636,2.4,1.87,1344.8,1347.9
2019-02-25,0.2933,96.41,55.48,2.668,2.4,1.92,1329.5,1328.5
2019-03-04,0.0,96.68,56.59,2.724,2.4,1.94,1290.5,1287.8
2019-03-07,-0.5423,97.67,56.66,2.641,2.4,1.9,1289.4,1302.7
2019-03-11,0.0,97.22,56.79,2.641,2.4,1.91,1294.3,1301.2
2019-03-20,-0.1531,95.76,59.83,2.524,2.41,1.96,1304.7,1310.6
2019-04-01,0.0,97.23,61.59,2.503,2.41,1.9,1294.2,1295.4
2019-04-04,0.0,97.31,62.1,2.513,2.41,1.9,1294.3,1295.6
2019-04-05,-0.4015,97.39,63.08,2.499,2.41,1.9,1295.6,1301.9
2019-04-08,-0.2023,97.05,64.4,2.52,2.41,1.91,1301.9,1308.3
2019-04-09,-0.1027,97.01,63.98,2.502,2.41,1.91,1308.3,1313.9
2019-04-11,0.4019,97.18,63.58,2.499,2.41,1.94,1293.3,1295.2
2019-04-22,0.10115,97.29,65.7,2.587,2.44,1.95,1277.6,1273.2
2019-04-29,-0.2023,97.86,63.5,2.527,2.45,1.96,1284.5,1288.6
2019-04-30,-0.652,97.48,63.91,2.504,2.45,1.95,1288.6,1287.2
2019-05-01,0.0,97.69,63.6,2.502,2.45,1.93,1287.2,1275.0
2019-05-02,0.0,97.83,61.81,2.545,2.41,1.89,1275.0,1284.3
2019-05-03,0.3818,97.52,61.94,2.53,2.4,1.91,1284.3,1286.9
2019-05-06,0.0,97.52,62.25,2.5,2.4,1.91,1286.9,1288.6
2019-05-15,-0.2732,97.57,62.02,2.377,2.4,1.83,1300.5,1289.4
2019-05-20,-0.25,97.93,63.1,2.419,2.39,1.81,1280.3,1276.2
2019-05-28,0.0,97.95,59.14,2.267,2.39,1.73,1280.1,1283.7
2019-05-29,-0.34,98.14,58.81,2.262,2.39,1.75,1283.7,1292.4
2019-06-03,-0.5287,97.14,53.25,2.075,2.38,1.73,1327.9,1328.7
2019-06-10,-0.23835,96.76,53.26,2.15,2.37,1.73,1329.3,1331.2
2019-06-11,0.0,96.69,53.27,2.145,2.37,1.72,1331.2,1336.8
2019-06-12,0.0,97.0,51.14,2.122,2.37,1.71,1336.8,1343.7
2019-06-13,-0.16945,97.01,52.28,2.093,2.37,1.68,1343.7,1344.5
2019-06-14,-0.7543,97.57,52.51,2.084,2.36,1.63,1344.5,1342.9
2019-06-17,-0.4019,97.56,51.93,2.091,2.38,1.61,1342.9,1350.7
2019-06-18,-0.7717,97.64,53.9,2.058,2.37,1.64,1350.7,1348.8
2019-06-21,-0.4697,96.22,57.43,2.059,2.38,1.73,1400.1,1418.2
2019-06-26,0.0,96.21,59.38,2.05,2.38,1.7,1415.4,1414.9
2019-06-28,-0.2732,96.13,58.47,2.007,2.4,1.69,1416.7,1392.4
2019-07-11,-0.4215,97.05,60.2,2.143,2.4,1.77,1410.0,1415.9
2019-07-12,-0.5994,96.81,60.21,2.124,2.38,1.77,1415.9,1417.3
2019-07-15,0.0,96.93,59.58,2.09,2.4,1.77,1417.3,1415.0
2019-07-16,0.0,97.39,57.62,2.106,2.41,1.8,1415.0,1427.2
2019-07-23,-0.38915,97.7,56.77,2.078,2.4,1.81,1425.5,1427.4
2019-07-24,-0.0068,97.73,55.88,2.05,2.4,1.79,1427.4,1418.0
2019-07-25,-0.0258,97.82,56.02,2.083,2.4,1.8,1418.0,1423.5
2019-08-07,-0.8271,97.54,51.09,1.721,2.12,1.62,1513.2,1503.1
2019-08-09,0.3071,97.49,54.5,1.745,2.12,1.66,1502.0,1510.9
2019-08-12,-0.2023,97.38,54.93,1.64,2.12,1.61,1510.9,1507.9
2019-08-13,0.0,97.81,57.1,1.702,2.12,1.63,1507.9,1521.6
2019-08-19,0.5106,98.35,56.21,1.608,2.13,1.56,1505.5,1509.7
2019-08-23,-0.4215,97.64,54.17,1.533,2.12,1.54,1531.4,1530.9
2019-08-26,-0.5994,98.08,53.64,1.538,2.12,1.54,1530.9,1545.6
2019-09-16,-0.37494,98.61,62.9,1.843,2.25,1.67,1508.7,1510.8
2019-09-17,0.0249999999999999,98.26,59.34,1.81,2.3,1.66,1510.8,1513.0
2019-09-20,-0.2398,98.51,58.09,1.722,1.9,1.61,1512.0,1527.8
2019-09-25,0.0,99.04,56.49,1.737,1.9,1.6,1508.9,1511.7
2019-09-26,0.3804,99.13,56.41,1.697,1.85,1.57,1511.7,1506.4
2019-09-27,0.0,99.11,55.91,1.687,1.83,1.53,1506.4,1472.9
2019-09-30,0.00945,99.38,54.07,1.668,1.9,1.53,1472.9,1489.0
2019-10-01,0.0,99.13,53.62,1.635,1.88,1.52,1489.0,1507.9
2019-10-09,0.0,99.12,52.59,1.587,1.82,1.49,1512.8,1500.9
2019-10-10,0.0,98.7,53.55,1.67,1.82,1.52,1500.9,1488.7
2019-10-11,0.4588,98.3,54.7,1.734,1.82,1.56,1488.7,1497.6
2019-10-23,-0.2732,97.49,55.97,1.768,1.85,1.61,1495.7,1504.7
2019-11-01,-0.4588,97.24,56.2,1.714,1.57,1.59,1514.9,1514.7
2019-11-06,0.0,97.95,56.35,1.83,1.55,1.66,1496.8,1469.9
2019-11-12,0.0,98.31,56.8,1.928,1.55,1.7,1457.2,1466.8
2019-11-13,0.0,98.37,57.12,1.891,1.55,1.66,1466.8,1476.9
2019-11-15,0.4215,98.0,57.72,1.836,1.55,1.63,1472.0,1475.4
2019-11-22,-0.0986666666666666,98.27,57.77,1.771,1.55,1.62,1467.3,1460.5
2019-11-25,-0.34,98.32,58.01,1.752,1.55,1.62,1460.5,1464.4
2019-11-29,-0.6249,98.27,55.17,1.774,1.56,1.61,1472.7,1469.2
2019-12-11,-0.2182,97.08,58.76,1.793,1.55,1.69,1475.0,1472.3
2019-12-20,0.5499,97.69,60.44,1.919,1.55,1.77,1480.9,1488.7
2019-12-24,-0.3318,97.65,61.11,1.903,1.55,1.75,1504.8,1505.15
2019-12-27,0.14845,96.92,61.72,1.877,1.55,1.73,1518.1,1521.6
2020-01-03,-0.20095,96.84,63.05,1.793,1.55,1.77,1555.5,1572.0
2020-01-06,-0.3425,96.67,63.27,1.809,1.55,1.75,1572.0,1577.6
2020-01-07,0.0572999999999999,97.0,62.7,1.811,1.55,1.74,1577.6,1563.8
2020-01-08,0.0,97.3,59.61,1.874,1.55,1.75,1563.8,1557.8
2020-01-09,-0.5581999999999999,97.45,59.56,1.855,1.55,1.74,1557.8,1563.6
2020-01-10,0.15445,97.36,59.04,1.82,1.54,1.76,1563.6,1553.7
2020-01-23,-0.4588,97.69,55.59,1.731,1.55,1.7,1568.8,1575.2
2020-01-24,0.0,97.85,54.19,1.686,1.55,1.68,1575.2,1580.6
2020-01-30,0.07535,97.87,52.14,1.591,1.6,1.64,1589.2,1587.9
2020-02-06,-0.5256,98.5,50.95,1.644,1.59,1.67,1570.0,1573.4
2020-02-14,0.0,99.12,52.05,1.588,1.58,1.66,1586.4,1603.6
2020-02-18,0.34,99.44,52.05,1.559,1.59,1.65,1603.6,1611.8
2020-02-21,0.0,99.26,53.38,1.473,1.58,1.61,1648.8,1676.6
2020-02-28,0.16455,98.13,44.76,1.163,1.58,1.41,1569.3,1597.1
2020-03-03,-0.148,97.15,47.18,0.999,1.59,1.45,1646.6,1645.2
2020-03-04,0.0,97.34,46.78,1.055,1.09,1.46,1645.2,1670.0
2020-03-09,0.10205,94.89,31.13,0.559,1.09,0.99,1677.4,1662.0
2020-03-11,0.4019,96.51,32.98,0.877,1.09,0.96,1644.1,1592.1
2020-03-17,0.0,99.57,26.95,1.069,0.25,0.63,1527.2,1479.4
2020-03-18,0.0,101.16,20.37,1.183,0.25,0.63,1479.4,1481.3
2020-03-19,0.0,102.75,25.22,1.158,0.2,0.5,1481.3,1486.5
2020-03-27,-0.1531,98.36,21.51,0.676,0.1,0.94,1641.3,1643.2
2020-04-03,0.0,100.58,28.34,0.599,0.05,1.08,1645.7,1693.9
2020-04-13,-0.4404,99.35,22.41,0.77,0.05,1.26,1761.4,1768.9
2020-04-14,-0.6597,98.89,20.11,0.75,0.05,1.29,1768.9,1740.2
2020-04-30,-0.0772,99.02,18.84,0.646,0.05,1.07,1697.1,1704.4
2020-05-01,0.2732,99.08,19.78,0.618,0.05,1.06,1704.4,1717.2
2020-05-12,-0.1591,99.93,25.78,0.667,0.05,1.09,1713.4,1721.6
2020-05-18,0.743,99.67,31.82,0.726,0.05,1.17,1739.6,1751.6
2020-05-19,-0.3612,99.37,32.5,0.692,0.05,1.15,1751.6,1758.7
2020-05-21,-0.1531,99.37,33.92,0.68,0.05,1.14,1729.2,1744.3
2020-05-22,0.5267,99.86,33.25,0.657,0.05,1.12,1744.3,1705.6
2020-05-27,-0.7717,99.06,32.81,0.695,0.05,1.14,1719.1,1728.3
2020-06-01,-0.7783,97.83,35.44,0.667,0.05,1.18,1750.3,1734.0
2020-06-18,0.0,97.42,38.84,0.707,0.09,1.28,1731.1,1753.0
2020-07-22,-0.6249,94.99,41.9,0.6,0.09,1.48,1869.9,1894.8
2020-07-27,0.0,93.67,41.6,0.615,0.1,1.52,1936.2,1949.9
2020-09-11,-0.5994,93.33,37.33,0.669,0.09,1.65,1943.3,1958.8
2020-09-22,-0.4215,93.99,39.6,0.671,0.09,1.62,1903.4,1864.5
2020-09-23,-0.4215,94.39,39.93,0.677,0.09,1.6,1864.5,1873.0
2020-09-25,0.0,94.64,40.25,0.656,0.09,1.58,1862.2,1877.6
2020-10-15,0.1027,93.86,40.96,0.739,0.09,1.69,1908.9,1906.4
2020-10-23,0.0,92.77,39.85,0.841,0.09,1.75,1905.2,1905.7
2020-11-04,-0.3182,93.41,39.15,0.771,0.09,1.64,1899.7,1950.2
2020-11-25,-0.2732,91.99,45.71,0.882,0.08,1.75,1808.8,1788.1
2020-12-02,-0.3182,91.12,45.28,0.938,0.09,1.85,1830.2,1841.1
2020-12-04,-0.1531,90.7,46.26,0.973,0.09,1.89,1840.0,1866.0
2020-12-08,0.0,90.96,45.6,0.921,0.09,1.89,1874.9,1838.5
2020-12-23,-0.2732,90.41,48.12,0.945,0.09,1.97,1878.1,1883.2
2020-12-24,0.0,90.32,48.23,0.926,0.09,1.97,1883.2,1890.25
2020-12-30,0.4767,89.68,48.4,0.926,0.09,1.96,1895.6,1897.3
2020-12-31,0.5875,89.94,48.52,0.916,0.09,1.99,1897.3,1864.5
2021-01-14,0.6705,90.24,53.57,1.129,0.09,2.09,1853.3,1831.7
2021-01-22,0.0,90.24,52.27,1.086,0.08,2.09,1857.9,1856.9
2021-01-25,0.0,90.39,52.77,1.033,0.08,2.08,1856.9,1852.8
2021-02-09,0.3818,90.44,58.36,1.16,0.08,2.22,1837.5,1842.7
2021-02-11,0.0,90.42,58.24,1.165,0.08,2.2,1826.8,1823.2
2021-02-18,-0.34,90.59,60.52,1.297,0.07,2.16,1775.0,1777.4
2021-03-04,0.0,91.63,63.83,1.557,0.07,2.2,1702.4,1700.3
2021-03-08,0.0,92.31,65.05,1.603,0.07,2.21,1679.6,1718.5
2021-03-11,0.34,91.42,66.02,1.535,0.07,2.28,1723.9,1721.2
2021-03-15,0.7506,91.83,65.39,1.607,0.07,2.27,1730.6,1732.2
2021-03-18,0.0,91.86,60.0,1.706,0.07,2.27,1733.7,1742.9
2021-04-06,-0.3818,92.33,59.33,1.658,0.07,2.32,1743.0,1741.6
2021-04-07,-0.296,92.46,59.77,1.679,0.07,2.34,1741.6,1758.2
2021-04-14,0.6369,91.69,63.15,1.634,0.07,2.33,1736.3,1766.8
2021-04-15,0.5719,91.69,63.46,1.574,0.07,2.33,1766.8,1780.2
2021-04-16,-0.1531,91.56,63.13,1.59,0.07,2.36,1780.2,1770.6
2021-04-19,0.1779,91.07,63.38,1.61,0.07,2.34,1770.6,1778.4
2021-04-20,0.5106,91.24,62.44,1.566,0.07,2.32,1778.4,1793.1
2021-05-05,0.0,91.31,65.63,1.571,0.06,2.47,1785.3,1816.7
2021-05-12,-0.539,90.71,66.08,1.693,0.06,2.54,1823.7,1825.0
2021-05-18,0.1779,89.75,65.49,1.64,0.06,2.52,1869.0,1882.3
2021-05-24,0.6124,89.84,66.05,1.603,0.06,2.44,1885.5,1899.0
2021-05-26,-0.357,90.04,66.21,1.581,0.06,2.4,1902.3,1898.5
2021-06-01,-0.0772,89.83,67.72,1.606,0.06,2.46,1905.0,1909.9
2021-06-04,0.3612,90.14,69.62,1.557,0.06,2.4,1892.0,1898.8
2021-06-21,0.3612,91.9,73.66,1.497,0.1,2.25,1782.9,1777.4
2021-06-23,0.0,91.8,73.08,1.485,0.1,2.34,1783.4,1776.7
2021-07-13,0.4588,92.75,75.25,1.418,0.1,2.36,1810.8,1825.9
2021-07-29,-0.0644,91.86,73.62,1.266,0.1,2.43,1833.2,1814.5
2021-08-03,-0.296,92.08,70.56,1.174,0.1,2.38,1811.7,1812.2
2021-08-10,0.0,93.06,68.29,1.354,0.1,2.4,1729.7,1751.2
2021-08-18,0.0,93.14,65.46,1.26,0.09,2.32,1782.3,1780.9
2021-09-01,0.0,92.45,68.59,1.299,0.08,2.34,1814.9,1810.4
2021-09-14,-0.296,92.62,70.46,1.284,0.08,2.33,1806.1,1793.7
2021-09-23,0.0,93.03,73.3,1.435,0.08,2.31,1748.9,1750.9
2021-10-05,-0.0417,93.97,78.93,1.528,0.08,2.45,1760.9,1761.8
2021-10-12,-0.2732,94.52,80.64,1.572,0.08,2.49,1759.3,1794.7
2021-10-29,0.5859,94.12,83.57,1.561,0.07,2.51,1784.9,1796.9
2021-11-15,0.0,95.41,80.88,1.618,0.08,2.76,1868.0,1855.4
2021-12-07,0.267,96.37,72.05,1.482,0.08,2.47,1784.7,1785.5
2021-12-08,-0.8847,95.89,72.36,1.528,0.08,2.52,1785.5,1776.7
2021-12-14,-0.4019,96.57,70.73,1.441,0.08,2.37,1772.3,1764.5
2021-12-16,0.0,96.04,72.38,1.424,0.08,2.42,1798.2,1804.9
2021-12-22,0.3818,96.08,72.76,1.453,0.08,2.47,1802.2,1811.7
2022-01-03,-0.5106,96.21,76.08,1.637,0.08,2.6,1801.1,1815.8
2022-01-05,0.6369,96.17,77.85,1.7,0.08,2.53,1826.6,1791.0
2022-01-19,-0.4404,95.51,86.96,1.854,0.08,2.4,1844.7,1844.3
2022-01-24,-0.3818,95.92,83.31,1.776,0.08,2.38,1843.4,1854.1
2022-01-25,-0.21075,95.95,85.6,1.776,0.08,2.41,1854.1,1831.0
2022-02-03,0.0,95.38,90.27,1.836,0.08,2.38,1804.1,1807.8
2022-02-04,-0.38075,95.49,92.31,1.916,0.08,2.41,1807.8,1821.8
2022-02-08,0.34,95.64,89.36,1.965,0.08,2.42,1827.9,1836.6
2022-02-10,0.1909,95.55,89.88,2.043,0.08,2.45,1837.4,1842.1
2022-02-11,-0.2732,96.08,93.1,1.918,0.08,2.43,1842.1,1869.4
2022-02-14,0.128,96.37,95.46,1.986,0.08,2.48,1869.4,1856.2
2022-02-15,0.4268,95.99,92.07,2.043,0.08,2.48,1856.2,1871.5
2022-02-16,-0.1531,95.7,93.66,2.04,0.08,2.46,1871.5,1902.0
2022-02-18,-0.4588,96.04,91.07,1.927,0.08,2.41,1899.8,1907.4
2022-02-22,-0.5994,96.03,92.35,1.944,0.08,2.45,1907.4,1910.4
2022-02-24,-0.07395,97.14,92.81,1.97,0.08,2.55,1926.3,1889.2
2022-02-25,-0.27046,96.61,91.59,1.97,0.08,2.54,1889.2,1902.2
2022-02-28,0.2198,96.71,95.72,1.822,0.08,2.62,1902.2,1945.3
2022-03-01,-0.3887666666666666,97.41,103.41,1.716,0.08,2.62,1945.3,1924.6
2022-03-02,0.0,97.39,110.6,1.878,0.08,2.71,1924.6,1938.1
2022-03-03,-0.281525,97.79,107.67,1.84,0.08,2.69,1938.1,1968.9
2022-03-04,0.2023,98.65,115.68,1.737,0.08,2.67,1968.9,1998.7
2022-03-07,-0.4588,99.29,119.4,1.777,0.08,2.77,1998.7,2046.3
2022-03-08,-0.416,99.06,123.7,1.84,0.08,2.9,2046.3,1990.7
2022-03-09,0.3314,97.97,108.7,1.951,0.08,2.84,1990.7,2002.9
2022-03-14,-0.2997,99.0,103.01,2.142,0.08,2.93,1963.4,1932.6
2022-03-18,-0.3873,98.23,104.7,2.153,0.33,2.86,1931.7,1932.5
2022-03-28,-0.3182,99.09,105.96,2.466,0.33,2.95,1942.3,1915.2
2022-04-04,0.2273,99.0,103.28,2.393,0.33,2.8,1934.0,1927.5
2022-04-05,-0.1050571428571428,99.47,101.96,2.554,0.33,2.84,1927.5,1923.1
2022-04-06,-0.29785,99.6,96.23,2.598,0.33,2.83,1923.1,1937.8
2022-04-07,-0.0462599999999999,99.75,96.03,2.665,0.33,2.82,1937.8,1945.6
2022-04-08,-0.1242666666666666,99.8,98.26,2.704,0.33,2.87,1945.6,1948.2
2022-04-11,0.0594666666666666,99.93,94.29,2.774,0.33,2.91,1948.2,1976.1
2022-04-12,0.0881499999999999,100.29,100.6,2.727,0.33,2.86,1976.1,1984.7
2022-04-13,0.0861399999999999,99.88,104.25,2.703,0.33,2.8,1984.7,1974.9
2022-04-14,0.029925,100.32,106.95,2.828,0.33,2.89,1974.9,1966.95
2022-04-18,-0.1167,100.78,108.21,2.857,0.33,2.92,1986.4,1959.0
2022-04-19,-0.2259333333333333,100.96,102.56,2.94,0.33,2.93,1959.0,1955.6
2022-04-20,-0.099675,100.39,102.75,2.834,0.33,2.92,1955.6,1948.2
2022-04-21,0.28334,100.58,103.79,2.908,0.33,3.02,1948.2,1934.3
2022-04-22,-0.1076555555555555,101.22,102.07,2.905,0.33,2.98,1934.3,1896.0
2022-04-25,-0.0647333333333333,101.75,98.54,2.818,0.33,2.91,1896.0,1904.1
2022-04-26,-0.032075,102.3,101.7,2.728,0.33,2.85,1904.1,1888.7
2022-04-27,-0.2564499999999999,102.95,102.02,2.826,0.33,2.88,1888.7,1894.8
2022-04-28,0.05706,103.62,105.36,2.832,0.33,2.97,1894.8,1915.1
2022-04-29,-0.22362,102.96,104.69,2.938,0.33,2.88,1915.1,1867.0
2022-05-02,-0.1807714285714285,103.74,105.17,2.977,0.33,2.81,1867.0,1873.9
2022-05-03,0.1881333333333333,103.46,102.41,2.979,0.33,2.83,1873.9,1872.1
2022-05-04,0.3213749999999999,102.59,107.81,2.946,0.33,2.86,1872.1,1879.0
2022-05-05,-0.1117857142857142,103.75,108.26,3.035,0.83,2.87,1879.0,1886.2
2022-05-06,-0.54025,103.66,109.77,3.142,0.83,2.86,1886.2,1862.0
2022-05-09,-0.2161999999999999,103.65,103.09,3.034,0.83,2.75,1862.0,1844.4
2022-05-10,-0.2417666666666666,103.92,99.76,2.989,0.83,2.65,1844.4,1857.1
2022-05-11,0.0064799999999999,103.85,105.71,2.925,0.83,2.7,1857.1,1827.9
2022-05-12,-0.2180125,104.85,106.13,2.855,0.83,2.59,1827.9,1811.3
2022-05-13,-0.1421,104.56,110.49,2.928,0.83,2.69,1811.3,1816.8
2022-05-16,0.059,104.19,114.2,2.886,0.83,2.68,1816.8,1821.9
2022-05-17,0.1545666666666666,103.36,112.4,2.995,0.83,2.71,1821.9,1819.0
2022-05-18,-0.06138,103.81,109.59,2.884,0.83,2.72,1819.0,1844.0
2022-05-19,-0.04865,102.72,112.21,2.837,0.83,2.59,1844.0,1844.7
2022-05-20,-0.2466,103.15,113.23,2.788,0.83,2.55,1844.7,1850.6
2022-05-23,0.5471666666666667,102.08,110.29,2.861,0.83,2.6,1850.6,1868.4
2022-05-24,0.17302,101.86,109.77,2.754,0.83,2.55,1868.4,1849.2
2022-05-25,-0.2090571428571428,102.06,110.33,2.751,0.83,2.56,1849.2,1850.6
2022-05-26,0.1947,101.83,114.09,2.742,0.83,2.62,1850.6,1857.3
2022-05-27,0.1808199999999999,101.67,115.07,2.743,0.83,2.63,1857.3,1848.4
2022-05-31,0.0204375,101.75,114.67,2.849,0.83,2.64,1848.4,1848.7
2022-06-01,0.3316333333333333,102.5,115.26,2.911,0.83,2.65,1848.7,1871.4
2022-06-02,0.2123,101.82,116.87,2.913,0.83,2.66,1871.4,1850.2
2022-06-03,-0.2170333333333333,102.14,118.87,2.941,0.83,2.74,1850.2,1843.7
2022-06-06,-0.0472499999999999,102.44,118.5,3.04,0.83,2.76,1843.7,1852.1
2022-06-07,0.1471166666666666,102.32,119.41,2.979,0.83,2.73,1852.1,1856.5
2022-06-08,0.43394,102.54,122.11,3.027,0.83,2.75,1856.5,1852.8
2022-06-09,0.1582,103.22,121.51,3.046,0.83,2.75,1852.8,1875.5
2022-06-10,-0.0302428571428571,104.15,120.67,3.165,0.83,2.76,1875.5,1831.8
2022-06-13,-0.35774,105.08,120.93,3.362,0.83,2.74,1831.8,1813.5
2022-06-14,-0.14758,105.52,118.93,3.479,0.83,2.6,1813.5,1819.6
2022-06-15,0.2801333333333333,105.16,115.31,3.292,0.83,2.7,1819.6,1849.9
2022-06-16,-0.19554,103.63,117.59,3.195,1.58,2.62,1849.9,1840.6
2022-06-17,-0.3071,104.7,109.56,3.231,1.58,2.58,1840.6,1838.8
2022-06-21,-0.2211833333333333,104.43,110.65,3.279,1.58,2.61,1838.8,1838.4
2022-06-22,-0.19412,104.2,106.19,3.16,1.58,2.54,1838.4,1829.8
2022-06-24,-0.3548,104.18,107.62,3.138,1.58,2.56,1830.3,1824.8
2022-06-27,-0.3479111111111111,103.94,109.57,3.202,1.58,2.55,1824.8,1821.2
2022-06-28,-0.369425,104.51,111.76,3.177,1.58,2.48,1821.2,1822.0
2022-06-29,-0.054325,105.11,109.78,3.087,1.58,2.36,1822.0,1812.0
2022-06-30,-0.379525,104.68,105.76,3.017,1.58,2.33,1812.0,1805.9
2022-07-01,-0.1198166666666666,105.14,108.43,2.889,1.58,2.34,1805.9,1763.9
2022-07-05,-0.0992571428571428,106.54,99.5,2.818,1.58,2.3,1768.9,1741.3
2022-07-06,0.1313333333333333,107.1,98.53,2.934,1.58,2.29,1741.3,1744.1
2022-07-07,0.0011,107.13,102.73,3.0,1.58,2.33,1744.1,1746.7
2022-07-08,0.4222333333333333,107.01,104.79,3.08,1.58,2.37,1746.7,1735.9
2022-07-11,-0.0008833333333333,108.02,104.09,2.993,1.58,2.32,1735.9,1728.9
2022-07-12,-0.451325,108.07,95.84,2.971,1.58,2.32,1728.9,1739.5
2022-07-13,-0.186,107.96,96.3,2.935,1.58,2.31,1739.5,1709.9
2022-07-14,-0.23555,108.54,95.78,2.958,1.58,2.34,1709.9,1707.5
2022-07-15,0.3984666666666667,108.06,97.59,2.928,1.58,2.36,1707.5,1713.8
2022-07-18,0.11455,107.37,102.6,2.989,1.58,2.37,1713.8,1714.1
2022-07-19,-0.1506499999999999,106.68,104.22,3.028,1.58,2.39,1714.1,1703.9
2022-07-20,0.1542166666666667,107.08,102.26,3.03,1.58,2.38,1703.9,1717.3
2022-07-21,0.0836666666666666,106.91,96.35,2.882,1.58,2.33,1717.3,1731.4
2022-07-22,0.26426,106.73,94.7,2.754,1.58,2.34,1731.4,1723.2
2022-07-25,0.0326599999999999,106.48,96.7,2.807,1.58,2.36,1723.2,1721.9
2022-07-26,-0.2170714285714285,107.19,94.98,2.803,1.58,2.36,1721.9,1723.3
2022-07-27,-0.0871333333333333,106.45,97.26,2.785,1.58,2.42,1723.3,1759.0
2022-07-28,0.2262,106.35,96.42,2.671,2.33,2.48,1759.0,1771.5
2022-07-29,0.28914,105.9,98.62,2.658,2.32,2.53,1771.5,1777.6
2022-08-01,0.6486,105.45,93.89,2.588,2.33,2.51,1777.6,1779.7
2022-08-02,-0.207625,106.24,94.42,2.748,2.33,2.48,1779.7,1766.1
2022-08-03,0.1693428571428571,106.51,90.66,2.706,2.33,2.5,1766.1,1796.2
2022-08-04,-0.0185624999999999,105.69,88.54,2.694,2.33,2.46,1796.2,1780.5
2022-08-05,0.112775,106.62,89.01,2.827,2.33,2.46,1780.5,1794.3
2022-08-08,0.09122,106.43,90.76,2.75,2.33,2.48,1794.3,1801.5
2022-08-09,0.0258,106.37,90.5,2.779,2.33,2.47,1801.5,1803.3
2022-08-10,0.1658375,105.2,91.93,2.785,2.33,2.43,1803.3,1796.8
2022-08-11,-0.0685625,105.09,94.34,2.889,2.33,2.47,1796.8,1805.2
2022-08-12,0.1153,105.63,92.09,2.842,2.33,2.47,1805.2,1787.9
2022-08-15,0.0018,106.55,89.41,2.793,2.33,2.44,1787.9,1779.4
2022-08-16,-0.0219199999999999,106.5,86.53,2.808,2.33,2.44,1779.4,1766.5
2022-08-17,-0.2845999999999999,106.57,88.11,2.902,2.33,2.46,1766.5,1761.1
2022-08-18,0.0084333333333333,107.48,90.5,2.886,2.33,2.52,1761.1,1753.0
2022-08-19,0.0877,108.17,90.77,2.976,2.33,2.55,1753.0,1738.6
2022-08-22,0.0894666666666666,109.05,90.23,3.024,2.33,2.57,1738.6,1751.5
