"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","o-labels","o-normalise-visually-hidden","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","A self-congratulatory inflation narrative at Jackson Hole","https://www.ft.com/content/dc5fc30d-8ca8-47ee-958f-2ee59252ea80","Premium","content","‘Humility and a questioning spirit’, as called for by Fed chair, would be a very good idea","https://www.ft.com/content/dc5fc30d-8ca8-47ee-958f-2ee59252ea80","August 29, 2024","https://www.ft.com/content/dc5fc30d-8ca8-47ee-958f-2ee59252ea80","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F467750bf-cd3d-49a5-a2cf-b7c7fcac4105.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation falls to 2.2% in August","https://www.ft.com/content/06f2fa8a-2ec7-40ac-8f5b-baf4c6786964","","","Markets expect further ECB rate cuts following dip in price pressures","https://www.ft.com/content/06f2fa8a-2ec7-40ac-8f5b-baf4c6786964","August 30, 2024","https://www.ft.com/content/06f2fa8a-2ec7-40ac-8f5b-baf4c6786964","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F36017823-33b3-4528-a4de-22d3ae6cf170.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Investors’ expectations for European inflation fall to lowest since 2022","https://www.ft.com/content/284d893b-d4fb-4628-a526-5feb2768c14e","","","Closely watched gauges of long-term Eurozone and UK price pressures sink as growth worries mount","https://www.ft.com/content/284d893b-d4fb-4628-a526-5feb2768c14e","August 23, 2024","https://www.ft.com/content/284d893b-d4fb-4628-a526-5feb2768c14e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F263b2e93-f957-4f3b-a15d-6e60247c8a03.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK mortgage holders and renters hit hardest by inflation","https://www.ft.com/content/5c383479-7c83-4db7-b75d-4f14c7f1c6a0","","","ONS data underscores uneven social impact of surge in living costs","https://www.ft.com/content/5c383479-7c83-4db7-b75d-4f14c7f1c6a0","August 28, 2024","https://www.ft.com/content/5c383479-7c83-4db7-b75d-4f14c7f1c6a0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F18e8110e-b648-43d7-9dde-5f90fbcf5adc.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Falls in German and Spanish inflation boost chances of fresh ECB cuts","https://www.ft.com/content/fa7fecf2-58dc-461e-a7e2-fc157e112473","","","Easing of price pressures in two major Eurozone economies lifts hope for lower interest rates from next month","https://www.ft.com/content/fa7fecf2-58dc-461e-a7e2-fc157e112473","August 29, 2024","https://www.ft.com/content/fa7fecf2-58dc-461e-a7e2-fc157e112473","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F586b04b1-1cb4-4cd2-8e3a-2c9ea11355cc.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Federal Reserve’s preferred inflation measure held steady at 2.5% in July","https://www.ft.com/content/d349bd2e-c3a9-4d9d-b803-e51af9053b1a","","","Data comes after chair Jay Powell said the ‘time has come’ to begin cutting rates","https://www.ft.com/content/d349bd2e-c3a9-4d9d-b803-e51af9053b1a","August 30, 2024","https://www.ft.com/content/d349bd2e-c3a9-4d9d-b803-e51af9053b1a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7c896b72-d6ec-4189-8f1a-c5a88e45210f.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","US inflation falls to 2.9% in July","https://www.ft.com/content/bd0f8f51-84bb-453d-a8c1-2473b2c8caa9","","","First drop below 3% since 2021 comes as Federal Reserve considers cutting interest rates in September","https://www.ft.com/content/bd0f8f51-84bb-453d-a8c1-2473b2c8caa9","August 14, 2024","https://www.ft.com/content/bd0f8f51-84bb-453d-a8c1-2473b2c8caa9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F62043d43-98d1-40d3-b0e8-9606c7aef0b7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Will the Federal Reserve’s preferred inflation measure edge higher?","https://www.ft.com/content/c7deecf7-7c7d-409f-8c89-abfe1b9fa51a","","","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/c7deecf7-7c7d-409f-8c89-abfe1b9fa51a","August 25, 2024","https://www.ft.com/content/c7deecf7-7c7d-409f-8c89-abfe1b9fa51a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdfff2119-b4d3-4bde-be49-71f7558d617d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Is UK services inflation finally on the right path?","https://www.ft.com/content/87bbfb14-386c-4dfc-b0b0-69e89e70f2a2","","","Sharp fall in gauge of the pressures on domestic prices boosts the case for more interest rate cuts this year, economists say","https://www.ft.com/content/87bbfb14-386c-4dfc-b0b0-69e89e70f2a2","August 14, 2024","https://www.ft.com/content/87bbfb14-386c-4dfc-b0b0-69e89e70f2a2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F716f32fd-3297-4002-97e7-4c72bb466d2c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Lessons from the hard-fought battle against inflation","https://www.ft.com/content/578b0f71-a911-4555-a8f9-b7648ebed7bc","","","At Jackson Hole, rate-setters should reflect on how to manage the cutting cycle","https://www.ft.com/content/578b0f71-a911-4555-a8f9-b7648ebed7bc","August 21, 2024","https://www.ft.com/content/578b0f71-a911-4555-a8f9-b7648ebed7bc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff9f21e5d-1ee0-4d99-986e-c704c966c860.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK wage growth still a concern for inflation, warns Bank of England ratesetter","https://www.ft.com/content/7557a195-c1d4-451d-9c6a-b7847c8007ad","","","Catherine Mann says pay pressure in the economy could take years to dissipate","https://www.ft.com/content/7557a195-c1d4-451d-9c6a-b7847c8007ad","August 12, 2024","https://www.ft.com/content/7557a195-c1d4-451d-9c6a-b7847c8007ad","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1d4e684c-300f-4b65-ac32-cc164f68bbfb.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation edges up to 2.6% in July","https://www.ft.com/content/97418888-cea9-44ce-bfee-1761ccc38e4d","","","European Central Bank’s vote in September now ‘very close call’, after price pressures tick up","https://www.ft.com/content/97418888-cea9-44ce-bfee-1761ccc38e4d","July 31, 2024","https://www.ft.com/content/97418888-cea9-44ce-bfee-1761ccc38e4d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3fa7a170-7f5f-4a60-96ea-a9156e41b049.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation rises less than expected to 2.2% in July","https://www.ft.com/content/28a7e7f9-6f9f-48ad-9e17-640a14ce70b9","","","Sharp fall in underlying price pressures will be welcomed by Bank of England rate-setters","https://www.ft.com/content/28a7e7f9-6f9f-48ad-9e17-640a14ce70b9","August 14, 2024","https://www.ft.com/content/28a7e7f9-6f9f-48ad-9e17-640a14ce70b9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F767ebe83-0b4e-46d3-8303-5b67ae3ade0d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Is US inflation still falling?","https://www.ft.com/content/2512eef7-804c-4609-b1a1-f619c51be5c7","","","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/2512eef7-804c-4609-b1a1-f619c51be5c7","July 7, 2024","https://www.ft.com/content/2512eef7-804c-4609-b1a1-f619c51be5c7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F70ba0c16-a565-4a2f-8431-85495a427b63.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","’Tis the season to be happy (about US inflation)","https://www.ft.com/content/680a4d35-7877-461c-ab5e-489e903812ce","Premium","content","Latest figures put Fed on a glide path towards monetary easing","https://www.ft.com/content/680a4d35-7877-461c-ab5e-489e903812ce","July 16, 2024","https://www.ft.com/content/680a4d35-7877-461c-ab5e-489e903812ce","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8e9266ee-2e5d-4639-a148-490272f8345d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","What caused the great inflation?","https://www.ft.com/content/a27f6469-e97c-4629-84fe-15b78e890e20","Premium","content","An international comparison unmasks the culprits and has a sting in the tail","https://www.ft.com/content/a27f6469-e97c-4629-84fe-15b78e890e20","February 20, 2024","https://www.ft.com/content/a27f6469-e97c-4629-84fe-15b78e890e20","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fedd817c9-4221-4567-947e-305cdef9c8be.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","US inflation falls to 3% in June","https://www.ft.com/content/696eb6b8-9002-4d07-816a-9642cd1634d4","","","Treasury yields drop and traders increase bets on two interest rate cuts this year after bigger-than-expected fall","https://www.ft.com/content/696eb6b8-9002-4d07-816a-9642cd1634d4","July 11, 2024","https://www.ft.com/content/696eb6b8-9002-4d07-816a-9642cd1634d4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fce054611-f2c3-476a-a600-8ca84c32ea80.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Inflation ain’t behaving","https://www.ft.com/content/cd48d8a1-59b0-47be-a2b4-50ec4e80cd29","Premium","content","The US, Eurozone, UK and Japan each have reasons to be unhappy","https://www.ft.com/content/cd48d8a1-59b0-47be-a2b4-50ec4e80cd29","June 4, 2024","https://www.ft.com/content/cd48d8a1-59b0-47be-a2b4-50ec4e80cd29","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F016fb368-33e6-4edd-ba8d-20f964337d03.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Economists are paying more attention to our inflation fears","https://www.ft.com/content/67b1d106-14d1-4426-b8a0-befc91b739d0","","","The views of ordinary people shouldn’t be dismissed","https://www.ft.com/content/67b1d106-14d1-4426-b8a0-befc91b739d0","July 12, 2024","https://www.ft.com/content/67b1d106-14d1-4426-b8a0-befc91b739d0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F216b528e-51fe-4c19-b4c7-b59068e8ec69.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation slows to 2.5%","https://www.ft.com/content/aa04e28e-4744-46b6-adf3-02ca3c71ccac","","","Lower rises in energy and fresh food costs are offset by persistently high services prices","https://www.ft.com/content/aa04e28e-4744-46b6-adf3-02ca3c71ccac","July 2, 2024","https://www.ft.com/content/aa04e28e-4744-46b6-adf3-02ca3c71ccac","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0a922080-ec93-415e-a935-69520e8e49e4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Is a recession worse than inflation?","https://www.ft.com/content/38f35dcc-16c9-41bf-8447-2afecd187de2","","","Economists have been asking people what they think","https://www.ft.com/content/38f35dcc-16c9-41bf-8447-2afecd187de2","June 14, 2024","https://www.ft.com/content/38f35dcc-16c9-41bf-8447-2afecd187de2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7c4b1269-7798-48f1-bcb8-e9f9635459f6.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Questions in the wake of the global inflation hit","https://www.ft.com/content/8659205d-c556-4654-956e-4773cccdfbc6","Premium","content","There is still too much we do not know about what happened and why","https://www.ft.com/content/8659205d-c556-4654-956e-4773cccdfbc6","July 4, 2024","https://www.ft.com/content/8659205d-c556-4654-956e-4773cccdfbc6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1d74a735-565d-4d8a-9132-797021b9b7d8.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Central banks are no longer batting on a sticky wicket","https://www.ft.com/content/74f94bce-c933-4100-b764-ceed01d44add","","","As the economic picture becomes clearer, the institutions need to start playing catch-up in their pace of policy loosening","https://www.ft.com/content/74f94bce-c933-4100-b764-ceed01d44add","August 23, 2024","https://www.ft.com/content/74f94bce-c933-4100-b764-ceed01d44add","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F302f7e3e-465c-4d5f-8477-7c093b8545ce.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","ECB surveys signal September cut as signs of easing inflation mount","https://www.ft.com/content/3aa5ac77-0a35-403c-93eb-e8ce72c5b793","","","Rate-setters’ confidence that they will hit 2% goal indicates rate reduction at next policy vote is increasingly likely","https://www.ft.com/content/3aa5ac77-0a35-403c-93eb-e8ce72c5b793","July 19, 2024","https://www.ft.com/content/3aa5ac77-0a35-403c-93eb-e8ce72c5b793","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F17cbf3c3-436e-4b84-abfc-218a1f3b1456.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Why the Fed must change how it targets inflation","https://www.ft.com/content/c9cba47f-5902-4c2e-93de-b1bd113a91db","","","When a measure becomes a target . . .","https://www.ft.com/content/c9cba47f-5902-4c2e-93de-b1bd113a91db","June 28, 2024","https://www.ft.com/content/c9cba47f-5902-4c2e-93de-b1bd113a91db","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe0e23ca3-b5db-4a0b-b74c-c403891d0ceb.png?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Pound hits one-year high against dollar after UK inflation holds steady","https://www.ft.com/content/8e67c1b8-156e-499b-961a-ca6b97dfb955","","","Traders slash bets on August rate cut after consumer price figure remains at 2% target","https://www.ft.com/content/8e67c1b8-156e-499b-961a-ca6b97dfb955","July 17, 2024","https://www.ft.com/content/8e67c1b8-156e-499b-961a-ca6b97dfb955","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F953c1366-e8b7-47c6-b289-4b870d8a762e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Will US inflation continue to ease?","https://www.ft.com/content/a9733026-9f33-4e02-8c92-33f87980aeb0","","","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/a9733026-9f33-4e02-8c92-33f87980aeb0","June 23, 2024","https://www.ft.com/content/a9733026-9f33-4e02-8c92-33f87980aeb0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa9f0685f-6010-4bb0-be6d-a1f02a110bba.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Bank of England chief economist points to ‘persistence’ of underlying inflation","https://www.ft.com/content/acc14f8a-7767-4a0d-9680-0b149ad41b49","","","Huw Pill’s comments cause traders to scale back expectations of UK interest rate cuts","https://www.ft.com/content/acc14f8a-7767-4a0d-9680-0b149ad41b49","July 10, 2024","https://www.ft.com/content/acc14f8a-7767-4a0d-9680-0b149ad41b49","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F05a2c067-91a6-46da-b56a-9a62e50b4ab2.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Federal Reserve officials wanted ‘greater confidence’ that US inflation was cooling","https://www.ft.com/content/c06cc458-d866-4776-b676-703e3a2c43cb","","","Minutes of June meeting showed some officials were concerned about effect of high rates on job market","https://www.ft.com/content/c06cc458-d866-4776-b676-703e3a2c43cb","July 3, 2024","https://www.ft.com/content/c06cc458-d866-4776-b676-703e3a2c43cb","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fd8f3b296-2d0d-43f7-996c-fc807f9b9b12.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","US Federal Reserve chair Jay Powell hails ‘considerable progress’ in tackling inflation","https://www.ft.com/content/07905699-f937-4400-9d8c-fdb2e83890d1","","","Central bank underscores that next US interest rate move is likely to be a cut","https://www.ft.com/content/07905699-f937-4400-9d8c-fdb2e83890d1","July 9, 2024","https://www.ft.com/content/07905699-f937-4400-9d8c-fdb2e83890d1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F5279b1b7-3831-40f5-8ab0-3ddf46a95a55.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Fear of inflation returns","https://www.ft.com/content/93603c65-1507-4889-819b-4d5cdb0e9261","Premium","content","Plus, readers reply on private credit’s excess returns","https://www.ft.com/content/93603c65-1507-4889-819b-4d5cdb0e9261","April 10, 2024","https://www.ft.com/content/93603c65-1507-4889-819b-4d5cdb0e9261","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8977533a-3f7c-4fa9-b538-1011e1c8d1c4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Federal Reserve’s preferred inflation metric edges down to 2.6%","https://www.ft.com/content/300324e2-ad23-4677-908e-dafd95f23868","","","Markets continue to bet on prospect of interest rate cuts from US central bank by end of 2024","https://www.ft.com/content/300324e2-ad23-4677-908e-dafd95f23868","June 28, 2024","https://www.ft.com/content/300324e2-ad23-4677-908e-dafd95f23868","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8080c408-e2e5-40f2-8b12-c125e3bff353.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Inflation’s rental risks","https://www.ft.com/content/811f3bf2-29bf-49f4-8be0-8c3f2d67dc02","Premium","content","The US and UK need to see a moderation in the price of home leases","https://www.ft.com/content/811f3bf2-29bf-49f4-8be0-8c3f2d67dc02","May 14, 2024","https://www.ft.com/content/811f3bf2-29bf-49f4-8be0-8c3f2d67dc02","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4a36fa4f-bcbe-4029-a8ea-0bd0854467c5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","Inflation and interest rates tracker: see how your country compares","https://www.ft.com/content/088d3368-bb8b-4ff3-9df7-a7680d4d81b2","","","Inflationary pressures are beginning to wane but not all central banks have taken action yet. See how this affects you","https://www.ft.com/content/088d3368-bb8b-4ff3-9df7-a7680d4d81b2","August 20, 2024","https://www.ft.com/content/088d3368-bb8b-4ff3-9df7-a7680d4d81b2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7fc1abee-68bb-4242-b943-dd5ec6f4c0d9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK shop prices fall for first time in almost three years","https://www.ft.com/content/a2a9902f-d712-4f6a-b1a5-1dab043290d4","","","Retail deflation returns after stores discount summer stock following weak sales","https://www.ft.com/content/a2a9902f-d712-4f6a-b1a5-1dab043290d4","August 26, 2024","https://www.ft.com/content/a2a9902f-d712-4f6a-b1a5-1dab043290d4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F416a0ff0-08e9-4b7d-806e-87fc847b5fb4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation hits Bank of England’s 2% target in May","https://www.ft.com/content/87e15930-b81d-4ce5-9e73-33e2b05548cb","","","Rishi Sunak hails ‘very good news’ but markets dial back bets on rate cuts owing to services price pressures","https://www.ft.com/content/87e15930-b81d-4ce5-9e73-33e2b05548cb","June 19, 2024","https://www.ft.com/content/87e15930-b81d-4ce5-9e73-33e2b05548cb","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F781314e6-05bb-4536-ae64-c34a68284e2e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Bank of England","https://www.ft.com/stream/0ee3486f-0669-4774-b8f6-0c67e3b6b18f","Bank of England’s Andrew Bailey says inflation risk is diminishing","https://www.ft.com/content/3542f152-a8a1-45c2-b94c-0197c7b247fc","","","Central bank governor suggests UK economy could be in for a ‘soft landing’","https://www.ft.com/content/3542f152-a8a1-45c2-b94c-0197c7b247fc","August 23, 2024","https://www.ft.com/content/3542f152-a8a1-45c2-b94c-0197c7b247fc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Feb4ad6b3-783d-4601-957b-7fd4552bd8ce.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","How ‘pub meal’ inflation has hit hopes of UK rate cut","https://www.ft.com/content/028b6d1f-0222-41bd-b9cc-db4b81ae7cef","","","Price rises for services remain stubbornly high despite the headline rate dropping","https://www.ft.com/content/028b6d1f-0222-41bd-b9cc-db4b81ae7cef","June 19, 2024","https://www.ft.com/content/028b6d1f-0222-41bd-b9cc-db4b81ae7cef","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdd657c7c-4e0b-4cf4-b2ef-bb06d1c1b09f.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US presidential election 2024","https://www.ft.com/stream/b796f94e-abb8-43c4-8017-673f4d32a267","Decoding Harris and Trump on inflation","https://www.ft.com/content/203ba87b-4a62-44f2-b654-a594d4252244","Premium","content","The question is whether we judge their words seriously or literally","https://www.ft.com/content/203ba87b-4a62-44f2-b654-a594d4252244","August 13, 2024","https://www.ft.com/content/203ba87b-4a62-44f2-b654-a594d4252244","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fde84c489-df49-4b52-ac2b-234a2d71e3e3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone economy","https://www.ft.com/stream/248d873c-6689-4764-bede-cab061889217","ECB chief economist cautions that inflation target is ‘not yet secure’","https://www.ft.com/content/f484f9b1-8c5b-4e98-8c92-dee05c456c5c","","","Philip Lane wary of amount of relief central bank will be able to provide borrowers","https://www.ft.com/content/f484f9b1-8c5b-4e98-8c92-dee05c456c5c","August 24, 2024","https://www.ft.com/content/f484f9b1-8c5b-4e98-8c92-dee05c456c5c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc6eccd10-84dc-4bd5-b3e4-1e6aa3565a7c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","How fast is UK inflation falling?","https://www.ft.com/content/b86a69f8-1232-4cba-b60a-85d8ba43604d","","","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/b86a69f8-1232-4cba-b60a-85d8ba43604d","May 19, 2024","https://www.ft.com/content/b86a69f8-1232-4cba-b60a-85d8ba43604d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8cfd06ed-a657-4e68-ba83-314271f7f148.jpg?source=next&fit=scale-down&dpr=2&width=240"
