"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","o-labels","o-normalise-visually-hidden","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Inflation keeps surprising on the downside","https://www.ft.com/content/86abbf16-da70-4e2e-8754-f78cdc95edd9","","","The heat is off","https://www.ft.com/content/86abbf16-da70-4e2e-8754-f78cdc95edd9","December 1, 2023","https://www.ft.com/content/86abbf16-da70-4e2e-8754-f78cdc95edd9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1572290e-76c2-4ee7-82ba-820446262fd4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK food inflation falls in December as shops roll out seasonal offers","https://www.ft.com/content/152452d2-48ef-4e16-b004-344212881fa9","","","Annual price growth drops to 6.7% spurred by Christmas promotions but non-food rate rises, data shows","https://www.ft.com/content/152452d2-48ef-4e16-b004-344212881fa9","January 2, 2024","https://www.ft.com/content/152452d2-48ef-4e16-b004-344212881fa9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F642ab500-4ecb-492a-b64b-73c7478cae32.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Fed confident about cutting interest rates despite jobs surge","https://www.ft.com/content/9f02f204-124b-4137-a543-0c47c72fa936","","","Officials believe inflation will continue to fall even as the US labour market shows surprising resilience","https://www.ft.com/content/9f02f204-124b-4137-a543-0c47c72fa936","February 11, 2024","https://www.ft.com/content/9f02f204-124b-4137-a543-0c47c72fa936","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6ddf1b92-acd1-4ed2-8c7c-51484954f869.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK wage expectations fell below 5% in February","https://www.ft.com/content/6f921ef4-fee6-473b-bfe6-0e27790ac5f3","","","Closely watched BoE survey boosts hopes of interest rate cuts later this year","https://www.ft.com/content/6f921ef4-fee6-473b-bfe6-0e27790ac5f3","March 7, 2024","https://www.ft.com/content/6f921ef4-fee6-473b-bfe6-0e27790ac5f3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F676e044e-d2b2-4c8c-afa1-2db0107be7f9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Core UK inflation has begun to fall in past 2 months, ONS research finds","https://www.ft.com/content/6b0b8233-df20-457e-ac3e-9294e46d2e2c","","","More sophisticated analysis than standard approach says underlying rate dropped to 6.8% in July","https://www.ft.com/content/6b0b8233-df20-457e-ac3e-9294e46d2e2c","August 21, 2023","https://www.ft.com/content/6b0b8233-df20-457e-ac3e-9294e46d2e2c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4d191c58-6d7f-4591-8703-5a90a0261b25.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Transatlantic inflation gap set to hit highest level in decades","https://www.ft.com/content/e1289d64-e939-406a-932c-a8c2780f9bec","","","UK figures poised to show rate of price increases is almost three times as high as in the US","https://www.ft.com/content/e1289d64-e939-406a-932c-a8c2780f9bec","July 17, 2023","https://www.ft.com/content/e1289d64-e939-406a-932c-a8c2780f9bec","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2ede6ed7-57dd-48f0-ada7-033e9919c7ce.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone economy","https://www.ft.com/stream/248d873c-6689-4764-bede-cab061889217","EU cuts growth and inflation forecasts for 2024","https://www.ft.com/content/62d43c87-234e-439c-9a97-925deb968c3e","","","Eurozone GDP and output figures revised down while inflation expected to halve from last year’s highs","https://www.ft.com/content/62d43c87-234e-439c-9a97-925deb968c3e","February 15, 2024","https://www.ft.com/content/62d43c87-234e-439c-9a97-925deb968c3e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F5944e4d0-dacc-4918-8da4-64acea404ade.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation highest for mortgaged households","https://www.ft.com/content/3d1b54dc-c0bf-4dd7-9c11-054eba3160c1","","","Data from Office for National Statistics lays bare uneven impact of cost of living crisis","https://www.ft.com/content/3d1b54dc-c0bf-4dd7-9c11-054eba3160c1","December 4, 2023","https://www.ft.com/content/3d1b54dc-c0bf-4dd7-9c11-054eba3160c1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0a11fde4-4556-4852-8231-61d6aea69bd3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Slowing inflation piles pressure on central banks to pivot","https://www.ft.com/content/5bf9e795-59a5-470c-ad4b-f8c1dc3b1bee","","","As clamour grows for interest rate cuts, investors fear acting too slowly could harm already weak economies","https://www.ft.com/content/5bf9e795-59a5-470c-ad4b-f8c1dc3b1bee","December 3, 2023","https://www.ft.com/content/5bf9e795-59a5-470c-ad4b-f8c1dc3b1bee","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3df9e9bb-655f-4582-a1d8-d2c8500d9dbe.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","The inflation battle enters the hard last mile","https://www.ft.com/content/865681af-041c-4b7e-b14d-0f0f193e28ad","","","Central banks still face hurdles in returning price growth to 2 per cent sustainably","https://www.ft.com/content/865681af-041c-4b7e-b14d-0f0f193e28ad","December 3, 2023","https://www.ft.com/content/865681af-041c-4b7e-b14d-0f0f193e28ad","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9be8349e-d9e5-4195-a40b-4092f073c52b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Stubborn inflation prompts Bank of England to diverge from the Fed","https://www.ft.com/content/80f4957d-7444-4aae-a2ce-e77a2adc4526","","","Andrew Bailey went to lengths on Thursday to downplay any tentative signs of good news in the UK economy","https://www.ft.com/content/80f4957d-7444-4aae-a2ce-e77a2adc4526","December 14, 2023","https://www.ft.com/content/80f4957d-7444-4aae-a2ce-e77a2adc4526","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F80c254b9-00e5-4822-ba99-abaaff919e7f.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Inflation across OECD countries drops to lowest rate in two years","https://www.ft.com/content/3b11a541-d79e-4448-9d25-7541fb17741e","","","Data shows headline price growth declined in 28 out of 38 member countries between September and October","https://www.ft.com/content/3b11a541-d79e-4448-9d25-7541fb17741e","December 5, 2023","https://www.ft.com/content/3b11a541-d79e-4448-9d25-7541fb17741e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffd7ddc33-1be0-4340-9237-ac74464f1447.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation falls more than expected to 2.4%","https://www.ft.com/content/b7ef0e04-d86c-4545-a729-f5a82b28c375","","","Tensions rise between investors pricing in interest rate cuts and central banks warning of persistent price pressures","https://www.ft.com/content/b7ef0e04-d86c-4545-a729-f5a82b28c375","November 30, 2023","https://www.ft.com/content/b7ef0e04-d86c-4545-a729-f5a82b28c375","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff47c607f-bda4-42b3-ac75-8d899933ad9a.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Bank of England takes heat for hawkish stance as UK inflation cools","https://www.ft.com/content/f2f4e235-e94e-47f0-9822-3da5e3f053e9","","","Investors are betting central bank will start cutting interest rates far sooner than its tough rhetoric suggests","https://www.ft.com/content/f2f4e235-e94e-47f0-9822-3da5e3f053e9","December 20, 2023","https://www.ft.com/content/f2f4e235-e94e-47f0-9822-3da5e3f053e9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9f15c41f-65af-4719-8cb0-f71ed078acab.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK public’s inflation expectations fall to two-year low","https://www.ft.com/content/e9c7f423-e261-41c6-b286-c05708b979ba","","","Bank of England survey supports view that central bank will not need to raise interest rates at its meeting next week","https://www.ft.com/content/e9c7f423-e261-41c6-b286-c05708b979ba","December 8, 2023","https://www.ft.com/content/e9c7f423-e261-41c6-b286-c05708b979ba","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F16bb79d1-c4d3-434c-b49d-4c615d58f3ef.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Falling US inflation boosts stocks and hopes of soft landing for the economy","https://www.ft.com/content/43b254ce-9133-4455-81f1-f765f361d4c0","","","S&P 500 inches towards record as Joe Biden hails ‘milestone’ in fight to quell price pressures","https://www.ft.com/content/43b254ce-9133-4455-81f1-f765f361d4c0","December 22, 2023","https://www.ft.com/content/43b254ce-9133-4455-81f1-f765f361d4c0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffc70ddf2-4479-47ee-8662-9b4740fde23c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US Treasury bonds","https://www.ft.com/stream/2f9f69ff-9874-4529-adf9-3b9641b51c9b","TIPSplaining a lousy inflation hedge","https://www.ft.com/content/f9cf6d1a-0313-4c1f-aeb2-df1f64bd5d3e","","","Them’s the breaks","https://www.ft.com/content/f9cf6d1a-0313-4c1f-aeb2-df1f64bd5d3e","January 31, 2024","https://www.ft.com/content/f9cf6d1a-0313-4c1f-aeb2-df1f64bd5d3e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F148ebb98-083a-4a11-928a-45ed611434ae.png?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Rise in US core inflation highlights stubborn price pressures","https://www.ft.com/content/51111dac-7084-4a02-9c6f-334bb86f2d3f","","","Metric inched higher in November even though headline rate edged down to 3.1%","https://www.ft.com/content/51111dac-7084-4a02-9c6f-334bb86f2d3f","December 12, 2023","https://www.ft.com/content/51111dac-7084-4a02-9c6f-334bb86f2d3f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F87650bb1-a27d-4657-983f-af4777a20a2e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","IMF urges central banks to remain firm on inflation","https://www.ft.com/content/acff8ce0-61f3-4ddd-9dde-61a933ee70c6","","","Keeping borrowing costs elevated for longer than expected would not be ‘unreasonable’, says chief economist","https://www.ft.com/content/acff8ce0-61f3-4ddd-9dde-61a933ee70c6","October 10, 2023","https://www.ft.com/content/acff8ce0-61f3-4ddd-9dde-61a933ee70c6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdc1d38cf-0667-44bf-9724-8388641aaeb0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Now is a time of tough choices — including on the 2% inflation target","https://www.ft.com/content/2e2c5a23-af05-4124-ac6b-73e34651a5de","","","That goal should be subject to public scrutiny and judged against the demands of the moment","https://www.ft.com/content/2e2c5a23-af05-4124-ac6b-73e34651a5de","June 29, 2023","https://www.ft.com/content/2e2c5a23-af05-4124-ac6b-73e34651a5de","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe514f4e5-7f5a-48ec-9cd3-ff07f1b3f3d2.jpg?source=next&fit=scale-down&dpr=2&width=240"
"European Central Bank","https://www.ft.com/stream/60da3242-e372-44d6-8b46-b497ef106d88","Lower borrowing costs risk ‘flare-up’ of inflation, warns ECB policymaker","https://www.ft.com/content/bdf3bb86-8a80-4bd5-b562-0c3c47f85f50","","","Isabel Schnabel says ‘last mile remains a concern’ in battle to bring inflation down to 2%","https://www.ft.com/content/bdf3bb86-8a80-4bd5-b562-0c3c47f85f50","February 7, 2024","https://www.ft.com/content/bdf3bb86-8a80-4bd5-b562-0c3c47f85f50","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F01cd2df2-e5d8-43bc-b1d0-f743671e6bd6.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","The Fed is needlessly delaying rate cuts","https://www.ft.com/content/51415fa1-b0c5-4bca-9c05-9fe79d05ccb9","","","By dragging its feet, the central bank risks harming both financial markets and the economy","https://www.ft.com/content/51415fa1-b0c5-4bca-9c05-9fe79d05ccb9","February 14, 2024","https://www.ft.com/content/51415fa1-b0c5-4bca-9c05-9fe79d05ccb9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1bf78cce-1d6c-4b9b-ae24-d34f24287fcb.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Revision to UK rent statistics points to slightly higher inflation","https://www.ft.com/content/96b56adc-c442-4fbe-a282-7a6f98d0868a","","","ONS’s new methodology comes as rate-setters seek to tame price rises","https://www.ft.com/content/96b56adc-c442-4fbe-a282-7a6f98d0868a","December 1, 2023","https://www.ft.com/content/96b56adc-c442-4fbe-a282-7a6f98d0868a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fbd967058-cbdd-4ed3-89af-b5b7acef261d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","A warning shot over the last mile in the inflation battle","https://www.ft.com/content/497499b1-0e9f-4215-a536-ecd483ad42b9","","","US data highlights the challenges facing the Fed in attaining its 2% inflation target","https://www.ft.com/content/497499b1-0e9f-4215-a536-ecd483ad42b9","January 16, 2024","https://www.ft.com/content/497499b1-0e9f-4215-a536-ecd483ad42b9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F02528db7-344a-49a3-9aee-d800d07da9dd.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation slows sharply to 4.6%","https://www.ft.com/content/3d4dfc94-eba8-42e9-a569-03d8ff9f7c52","","","Bigger than expected fall allows Rishi Sunak to say he has met pledge to halve rate of price rises","https://www.ft.com/content/3d4dfc94-eba8-42e9-a569-03d8ff9f7c52","November 15, 2023","https://www.ft.com/content/3d4dfc94-eba8-42e9-a569-03d8ff9f7c52","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4514d2d2-1c05-44dd-9cff-c12da5a3dde0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK shop price inflation slows to lowest rate in over a year","https://www.ft.com/content/8610cdbb-fa94-4f11-b1f4-d2263743bde4","","","Fierce competition ahead of Christmas leads to dip in non-food prices, says British Retail Consortium","https://www.ft.com/content/8610cdbb-fa94-4f11-b1f4-d2263743bde4","November 28, 2023","https://www.ft.com/content/8610cdbb-fa94-4f11-b1f4-d2263743bde4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb6e7f225-fc58-428a-9110-16b759d5ce04.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Falling German and Spanish inflation raises hopes of ECB rate cuts","https://www.ft.com/content/c8fb5e0a-bf12-4abc-906b-760a85fe0e3d","","","Price growth in large eurozone economies lower than expected","https://www.ft.com/content/c8fb5e0a-bf12-4abc-906b-760a85fe0e3d","November 29, 2023","https://www.ft.com/content/c8fb5e0a-bf12-4abc-906b-760a85fe0e3d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2ea9e73c-7e06-47a1-8a44-48943d284c91.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Bank of England must hold firm in battle against inflation, says top official","https://www.ft.com/content/c972ac84-7872-4917-abd4-d6831380210f","","","Bank of England chief economist Huw Pill tells Financial Times the central bank can not afford to ease off tight monetary policy","https://www.ft.com/content/c972ac84-7872-4917-abd4-d6831380210f","November 24, 2023","https://www.ft.com/content/c972ac84-7872-4917-abd4-d6831380210f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3567ad84-2668-4b4b-a91c-fa1db6461556.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Inflation eats away at wealth","https://www.ft.com/content/4d5a9b51-c6c6-4a8a-8f4e-6628befa5229","","","The real value of fortunes has been eroding during the past two years at its fastest rate in more than four decades","https://www.ft.com/content/4d5a9b51-c6c6-4a8a-8f4e-6628befa5229","October 27, 2023","https://www.ft.com/content/4d5a9b51-c6c6-4a8a-8f4e-6628befa5229","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc75ee3f6-a935-4f15-92a1-e8e1769f35eb.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","IMF warns central banks against fuelling market hopes of rapid rate cuts","https://www.ft.com/content/356c25de-f691-4c47-ada5-0ee996ad7776","","","Investor expectations of looser monetary policy could fuel another flare-up of inflation, says Gita Gopinath","https://www.ft.com/content/356c25de-f691-4c47-ada5-0ee996ad7776","January 18, 2024","https://www.ft.com/content/356c25de-f691-4c47-ada5-0ee996ad7776","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F72de5451-a818-4387-a297-a91614a3177b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Bank of England set to hold rates despite improving inflation backdrop","https://www.ft.com/content/babd2267-1c89-4378-a9fe-78d8beebfadb","","","Central bank likely to acknowledge rapid progress in reducing inflation but is still predicted to hold rates at 5.25%","https://www.ft.com/content/babd2267-1c89-4378-a9fe-78d8beebfadb","January 29, 2024","https://www.ft.com/content/babd2267-1c89-4378-a9fe-78d8beebfadb","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F72c10f1b-ff2c-4631-84b1-66a200ea8a40.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Bank of England governor warns markets not to expect inflation to fall quickly","https://www.ft.com/content/11c437e8-745f-4267-898a-98c6c14057bd","","","Andrew Bailey says investors are underestimating the ‘potential persistence’ of price growth","https://www.ft.com/content/11c437e8-745f-4267-898a-98c6c14057bd","November 21, 2023","https://www.ft.com/content/11c437e8-745f-4267-898a-98c6c14057bd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F08446317-1c86-418d-a00e-9a0f41636c29.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","The Fed’s battle against inflation is almost complete","https://www.ft.com/content/b821d365-2f3e-458a-ab0f-60f71feafb1c","","","Disinflation is evident, however you look at the price statistics","https://www.ft.com/content/b821d365-2f3e-458a-ab0f-60f71feafb1c","January 30, 2024","https://www.ft.com/content/b821d365-2f3e-458a-ab0f-60f71feafb1c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0940015b-c220-450f-b463-b0aa209b67d4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Monetary policy","https://www.ft.com/stream/f8ebb553-3af3-40a9-9fa9-fbb396f4cbd8","The risk of premature central bank celebrations on inflation","https://www.ft.com/content/509fee87-3c4b-46c1-9765-c0e0a5e2b0da","","","Fed should look through any temporary weakness in price growth arising as supply chain distortions unwind","https://www.ft.com/content/509fee87-3c4b-46c1-9765-c0e0a5e2b0da","January 17, 2024","https://www.ft.com/content/509fee87-3c4b-46c1-9765-c0e0a5e2b0da","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F82648e93-b9a2-4058-9f09-a95cec6bf562.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","ECB resists spring interest rate cut as price expectations ease","https://www.ft.com/content/f9558917-8233-4230-b42d-bbbfe840d5b8","","","Eurozone consumer inflation expectations decline to lowest level since Russia’s invasion of Ukraine","https://www.ft.com/content/f9558917-8233-4230-b42d-bbbfe840d5b8","January 16, 2024","https://www.ft.com/content/f9558917-8233-4230-b42d-bbbfe840d5b8","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb205dcdc-bc70-4cb0-a42d-fd034a4478d8.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","US stocks and bonds jump after inflation falls to 3.2%","https://www.ft.com/content/7928101a-262f-475c-ac32-ac962f8925fb","","","Annual rise in consumer price index slows more than economists had forecast","https://www.ft.com/content/7928101a-262f-475c-ac32-ac962f8925fb","November 14, 2023","https://www.ft.com/content/7928101a-262f-475c-ac32-ac962f8925fb","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F5429d2eb-1ebd-4eda-916a-d7db2ebdafa6.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Choose your inflation carefully","https://www.ft.com/content/defacf22-21ef-421e-8e57-4419b380c75d","Premium","content","And more on the USA premium","https://www.ft.com/content/defacf22-21ef-421e-8e57-4419b380c75d","January 17, 2024","https://www.ft.com/content/defacf22-21ef-421e-8e57-4419b380c75d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Feff0c18c-39c0-4b9d-ac1e-01057db0c39a.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation falls more than expected to 2.9%","https://www.ft.com/content/03ac15ba-76f7-4e31-b835-f9c6e5e9402e","","","Lowest rate for more than 2 years bolsters expectations that ECB will not raise rates further","https://www.ft.com/content/03ac15ba-76f7-4e31-b835-f9c6e5e9402e","October 31, 2023","https://www.ft.com/content/03ac15ba-76f7-4e31-b835-f9c6e5e9402e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc02c17f3-f525-429e-8bf5-0fad26ba235d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK households still under pressure despite lowest inflation in 2 years","https://www.ft.com/content/99e37b2b-e69c-4275-9045-69486a351d48","","","Slower price growth is welcomed by analysts but they warn it is unlikely to equate to a feelgood factor for consumers","https://www.ft.com/content/99e37b2b-e69c-4275-9045-69486a351d48","November 15, 2023","https://www.ft.com/content/99e37b2b-e69c-4275-9045-69486a351d48","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8bc70904-0657-4494-b621-b174eb0493e8.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Getting inflation wrong","https://www.ft.com/content/cb428ab0-0c05-442d-9cbb-2e95e229d3c7","","","Inflation just plunged to an almost normal 3%. Is it time to be happy?","https://www.ft.com/content/cb428ab0-0c05-442d-9cbb-2e95e229d3c7","July 18, 2023","https://www.ft.com/content/cb428ab0-0c05-442d-9cbb-2e95e229d3c7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fnext-video-editor-images.s3.ap-northeast-1.amazonaws.com%2Fc4c85eeb-3687-4f75-9d99-25425d3f738f?source=next&fit=scale-down&dpr=2&width=240"
