"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"US Dollar","https://www.ft.com/stream/9ebb1f73-1eed-4031-9c5e-bc56800abba7","Why the strength of the dollar matters","https://www.ft.com/content/daf5c774-fb7f-4ef3-a4ba-c92e3b373066","The financial tide is going out as a rising US currency has recessionary effects elsewhere","https://www.ft.com/content/daf5c774-fb7f-4ef3-a4ba-c92e3b373066","September 27, 2022","https://www.ft.com/content/daf5c774-fb7f-4ef3-a4ba-c92e3b373066","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc7f2dc06-d8c4-41b7-9438-105a7af2a455.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Tunisia","https://www.ft.com/stream/bfa702fa-7753-41bb-8d61-69ec0c0bf658","‘Afraid for the freedoms’: Opposition warns over Tunisia’s new constitution","https://www.ft.com/content/62087d7b-7a5b-4954-a0cf-4018f529bf93","Charter drawn up by populist leader Kais Saied would greatly increase presidential powers","https://www.ft.com/content/62087d7b-7a5b-4954-a0cf-4018f529bf93","July 5, 2022","https://www.ft.com/content/62087d7b-7a5b-4954-a0cf-4018f529bf93","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2e73731e-3bd6-48b4-a66a-ff34865b5948.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Where are the Churchills and Roosevelts for today?","https://www.ft.com/content/2ec8a608-81fc-4fbb-aefe-aa4ecdfb9c76","From Martin Spector, London N2, UK","https://www.ft.com/content/2ec8a608-81fc-4fbb-aefe-aa4ecdfb9c76","June 20, 2022","https://www.ft.com/content/2ec8a608-81fc-4fbb-aefe-aa4ecdfb9c76","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3e948110-4916-4196-8b50-1ad4569fc2ec.jpg?source=next&fit=scale-down&dpr=2&width=240"
"African economy","https://www.ft.com/stream/d645fe71-259a-4192-83b0-d687b4a474fb","Africa needs $25bn a year of investment to boost energy provision, says IEA chief","https://www.ft.com/content/6ee697a5-fe5c-473c-9b0c-9b68dd200288","Focus on renewables and natural gas would charge up continent’s economic development, says Fatih Birol","https://www.ft.com/content/6ee697a5-fe5c-473c-9b0c-9b68dd200288","June 20, 2022","https://www.ft.com/content/6ee697a5-fe5c-473c-9b0c-9b68dd200288","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F24844c2d-556a-4c67-98d3-764e39ac613b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Moldova","https://www.ft.com/stream/b5aeb437-10ce-3253-a804-6a78b93df8b0","Helping Moldova is in Europe’s interest","https://www.ft.com/content/adb8a976-5b33-4fce-afe4-438c17cbb6b8","Brussels should grant the country EU candidate status to counter Russian attempts to exploit economic hardship","https://www.ft.com/content/adb8a976-5b33-4fce-afe4-438c17cbb6b8","June 9, 2022","https://www.ft.com/content/adb8a976-5b33-4fce-afe4-438c17cbb6b8","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa09b7f99-6fd5-4964-a793-cde181c00b44.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Economics books","https://www.ft.com/stream/98d5f584-2e29-4e57-a274-0fd84ecd542b","Growth is still the answer to the world’s economic problems","https://www.ft.com/content/e1242c8e-e918-4eb5-9bf1-33d32c098b65","Two economists argue that capitalism can be revitalised by promoting ‘further investment’ in what they call ‘intangible capital’","https://www.ft.com/content/e1242c8e-e918-4eb5-9bf1-33d32c098b65","April 11, 2022","https://www.ft.com/content/e1242c8e-e918-4eb5-9bf1-33d32c098b65","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4b0507f5-342c-4ad7-9e1c-ea2826832aaa.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","Multilateral development banks’ balance sheets strained by global crises","https://www.ft.com/content/13583398-6878-4fbb-bae0-4f0ded662460","Multilateral institutions and donors differ on challenges posed by conflict in Ukraine, food inflation and climate change","https://www.ft.com/content/13583398-6878-4fbb-bae0-4f0ded662460","May 2, 2022","https://www.ft.com/content/13583398-6878-4fbb-bae0-4f0ded662460","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3880455b-56a4-49ad-b9e5-736f4bfbbaf0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"German economy","https://www.ft.com/stream/3152dab4-adeb-472e-b307-b0a2187f0701","Germany needs its very own Marshall Plan","https://www.ft.com/content/a80d0bee-5840-44ef-8c29-a9f7ce342762","An energy overhaul and long-overdue investment in infrastructure should replace the worn-out theme of austerity","https://www.ft.com/content/a80d0bee-5840-44ef-8c29-a9f7ce342762","August 25, 2022","https://www.ft.com/content/a80d0bee-5840-44ef-8c29-a9f7ce342762","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3e1f921b-ba74-471a-9ec3-fc8f110ac086.png?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Jackson Hole is a chance to prepare for a financial shock","https://www.ft.com/content/23ab3756-b637-4277-b7ea-fbf7cdbdfa5e","From Paul Hodges, Chairman, New Normal Consulting, Staefa, Switzerland","https://www.ft.com/content/23ab3756-b637-4277-b7ea-fbf7cdbdfa5e","August 26, 2022","https://www.ft.com/content/23ab3756-b637-4277-b7ea-fbf7cdbdfa5e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1e53a1ad-0cd3-45d4-b516-a593d1e6126f.png?source=next&fit=scale-down&dpr=2&width=240"
"Shadow banking","https://www.ft.com/stream/a4082b09-7cc4-488a-9f2e-6504959f3b11","How shadow banks threaten the global economy","https://www.ft.com/content/d22ec352-a4a4-4f4c-832a-cb05af5110f1","This realm beyond regulators is where the next crisis will arise","https://www.ft.com/content/d22ec352-a4a4-4f4c-832a-cb05af5110f1","May 23, 2022","https://www.ft.com/content/d22ec352-a4a4-4f4c-832a-cb05af5110f1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9d6527e9-4146-4d61-9a85-9def083031af.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Baby bust: How the pandemic affected population growth","https://www.ft.com/content/849302b9-9a56-41f8-a25e-4a804e52c79b","Baby bust: economic stimulus helps births rebound from pandemic","https://www.ft.com/content/32436917-00b8-447d-8d6c-41f4be72b03f","In the first in a series, the FT looks at how Covid worsened the trend of shrinking populations — but only briefly","https://www.ft.com/content/32436917-00b8-447d-8d6c-41f4be72b03f","April 18, 2022","https://www.ft.com/content/32436917-00b8-447d-8d6c-41f4be72b03f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fbb3370d0-8f0f-4791-a69a-23492b922ad5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Sri Lanka","https://www.ft.com/stream/dd9a1b55-e171-3d0a-a9f8-4c6e471b1e80","How hubris and Covid transformed Sri Lanka from ‘donor darling’ to default","https://www.ft.com/content/14cf5157-b798-44b6-a2dd-6c5a2ff011a0","The country has opened talks with the IMF over a $4bn bailout with observers waiting to see how China, one of the main creditors, will react","https://www.ft.com/content/14cf5157-b798-44b6-a2dd-6c5a2ff011a0","May 25, 2022","https://www.ft.com/content/14cf5157-b798-44b6-a2dd-6c5a2ff011a0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0bbb79f9-2811-4511-b551-f47e12a1d2c5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Number of UK businesses in ‘critical financial distress’ jumps 37%","https://www.ft.com/content/3c1451ad-b1ae-465f-ad58-701974c23697","The number of UK businesses in “critical financial distress” has risen by more than a third over the past year, according to a new report, with bars a...","https://www.ft.com/content/3c1451ad-b1ae-465f-ad58-701974c23697","","",""
"South African economy","https://www.ft.com/stream/d0b359f1-2ac0-4341-a599-455c09fa7cf1","Flash floods in ‘gateway’ port Durban  add to South Africa’s economic woes","https://www.ft.com/content/4d2de447-3c75-45e0-8b1f-b1c43ae1b8ce","Worst deluges in decades highlight crumbling infrastructure and exacerbate delays at flagship terminal","https://www.ft.com/content/4d2de447-3c75-45e0-8b1f-b1c43ae1b8ce","May 10, 2022","https://www.ft.com/content/4d2de447-3c75-45e0-8b1f-b1c43ae1b8ce","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F32a08376-7e64-4fbc-b043-8520a7d89c5e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Indian economy","https://www.ft.com/stream/6923e411-201b-4c35-8258-733936829b53","India’s export shock exacerbates a global food crisis","https://www.ft.com/content/d4e11493-6735-4e7f-b3da-55505452c355","Wheat prices are soaring after government plans to feed the world fell apart under domestic pressure","https://www.ft.com/content/d4e11493-6735-4e7f-b3da-55505452c355","May 18, 2022","https://www.ft.com/content/d4e11493-6735-4e7f-b3da-55505452c355","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4e7e354c-27d4-4b4f-bb11-b3cd998a50a7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Lebanon","https://www.ft.com/stream/b3a911d2-c977-45e9-8bdf-77325f36975e","UN lambasts Lebanon’s central bank for ‘human rights violations’","https://www.ft.com/content/2a07db26-08ae-4638-ae4c-d9fb4ef52f53","Banque du Liban criticised in report for alleged role in ‘man-made crisis’ that pushed population into poverty","https://www.ft.com/content/2a07db26-08ae-4638-ae4c-d9fb4ef52f53","May 11, 2022","https://www.ft.com/content/2a07db26-08ae-4638-ae4c-d9fb4ef52f53","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fed3f378c-7d3d-4197-b171-558d70e509a1.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Russian politics","https://www.ft.com/stream/37361dd6-0de5-45a8-b8b9-29184b1b4bc4","How Putin aged into a classic oil state autocrat","https://www.ft.com/content/ff617dd8-e713-48ef-bd07-efb5fb725d50","From an economic perspective, the Russian leader is a universal type","https://www.ft.com/content/ff617dd8-e713-48ef-bd07-efb5fb725d50","April 11, 2022","https://www.ft.com/content/ff617dd8-e713-48ef-bd07-efb5fb725d50","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe461e2fe-64fd-4463-8d3e-26752ca526c5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Sovereign debt","https://www.ft.com/stream/06177bd5-f2d4-41da-8314-19475b8b2243","The world isn’t prepared for a wave of sovereign debt defaults","https://www.ft.com/content/c4d17d8e-66f6-48fb-9a64-c8ebdfd46dcb","Many emerging markets will need painful bond writedowns from China and private creditors","https://www.ft.com/content/c4d17d8e-66f6-48fb-9a64-c8ebdfd46dcb","July 20, 2022","https://www.ft.com/content/c4d17d8e-66f6-48fb-9a64-c8ebdfd46dcb","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F50975c4c-1538-4fb1-b6a3-7c6a092ab44c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Pakistan","https://www.ft.com/stream/73e19e72-0019-41a2-82e2-68d686c874cc","Pakistan cabinet sworn in as Sharif’s coalition fights calls for early polls","https://www.ft.com/content/91927ae7-0d65-498a-82f7-5ae21b200a4e","Analysts expect new government will be forced to call election before mandated mid-2023","https://www.ft.com/content/91927ae7-0d65-498a-82f7-5ae21b200a4e","April 19, 2022","https://www.ft.com/content/91927ae7-0d65-498a-82f7-5ae21b200a4e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa0998684-bdb3-492c-9e56-e2b3565be049.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","Global regulator calls for ‘vigilance’ amid confluence of risks","https://www.ft.com/content/0cc1e2d9-57e5-4f77-bbae-a9e40c342d46","Klaas Knot flags dangers from high debt levels and volatile commodity markets ahead of Bali gathering","https://www.ft.com/content/0cc1e2d9-57e5-4f77-bbae-a9e40c342d46","July 13, 2022","https://www.ft.com/content/0cc1e2d9-57e5-4f77-bbae-a9e40c342d46","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9408f226-92e9-41c2-ad5d-b5c088b9affa.jpg?source=next&fit=scale-down&dpr=2&width=240"
"European Stability Mechanism","https://www.ft.com/stream/c9843f59-9c0e-4fc3-b5f6-9609ac0e2cfb","Potential candidates emerge for leadership of eurozone bailout fund","https://www.ft.com/content/bd4d9a52-1e3a-4a81-bc19-1026a7d11ac2","Italy, Luxembourg and the Netherlands consider candidates to replace Klaus Regling","https://www.ft.com/content/bd4d9a52-1e3a-4a81-bc19-1026a7d11ac2","April 29, 2022","https://www.ft.com/content/bd4d9a52-1e3a-4a81-bc19-1026a7d11ac2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8bebf580-ed53-4616-bd1f-efa8c7c33a5c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Credit Suisse Group AG","https://www.ft.com/stream/04164be8-1bd6-47cb-8b1c-951601246f58","Credit Suisse overhauls top executive team","https://www.ft.com/content/ef2dbc9d-e65b-49fa-91bb-0a4b2cf69bfa","Exits of finance chief, Asia head, and legal counsel come as Swiss lender slumps to first-quarter loss","https://www.ft.com/content/ef2dbc9d-e65b-49fa-91bb-0a4b2cf69bfa","April 27, 2022","https://www.ft.com/content/ef2dbc9d-e65b-49fa-91bb-0a4b2cf69bfa","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F73bb7268-e2ce-43db-8272-f60307fc6a3e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Turkey must restore democracy to halt its economy’s decline","https://www.ft.com/content/e38910c7-14c9-419a-b6d4-e8628df89f58","From Engin Kara, Professor of Economics, Cardiff University, Cardiff, UK","https://www.ft.com/content/e38910c7-14c9-419a-b6d4-e8628df89f58","December 2, 2021","https://www.ft.com/content/e38910c7-14c9-419a-b6d4-e8628df89f58","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc88e3032-5bb3-44df-bdd5-ed8c71f96e2c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Spring Statement","https://www.ft.com/stream/af20c9b0-5968-4376-8da8-12bc6e054098","Tax cut a sign of Sunak’s grim political and economic situation","https://www.ft.com/content/55d8f6c4-5bce-4a1f-81e8-440ec17607e4","Postdated announcement was rare piece of positive news in Spring Statement dripping in red ink","https://www.ft.com/content/55d8f6c4-5bce-4a1f-81e8-440ec17607e4","March 23, 2022","https://www.ft.com/content/55d8f6c4-5bce-4a1f-81e8-440ec17607e4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F85aa59a6-4a8c-49da-a572-7b3bd0f66604.jpg?source=next&fit=scale-down&dpr=2&width=240"
"German economy","https://www.ft.com/stream/3152dab4-adeb-472e-b307-b0a2187f0701","Germany warns of ‘historic challenge’ as trade slides into deficit","https://www.ft.com/content/6f325773-bf8a-4e28-9fc1-6bc986ee90fa","Soaring energy prices and trading disruption push balance €1bn into the red for May","https://www.ft.com/content/6f325773-bf8a-4e28-9fc1-6bc986ee90fa","July 4, 2022","https://www.ft.com/content/6f325773-bf8a-4e28-9fc1-6bc986ee90fa","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F551dddbf-f02d-4637-a37e-a9c60b6f5025.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus economic impact","https://www.ft.com/stream/f1a6c14e-1fb0-4f7f-83a0-552276dc6cfb","World leaders step up pressure on Russia","https://www.ft.com/content/25d3ad6e-9496-4130-9e02-8736e40d86b7","Nato beefs up defences, G7 tightens sanctions, and Brits choose to stay at home","https://www.ft.com/content/25d3ad6e-9496-4130-9e02-8736e40d86b7","June 27, 2022","https://www.ft.com/content/25d3ad6e-9496-4130-9e02-8736e40d86b7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F11797743-54cd-4497-8ba4-0eafe181b2e2.png?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus economic impact","https://www.ft.com/stream/f1a6c14e-1fb0-4f7f-83a0-552276dc6cfb","Debate intensifies over proposals for Russian oil ban","https://www.ft.com/content/274ef590-6af9-4276-9c4c-c38b7ac840ad","Global food supplies at risk, India’s uneven recovery, the new US flight map","https://www.ft.com/content/274ef590-6af9-4276-9c4c-c38b7ac840ad","March 7, 2022","https://www.ft.com/content/274ef590-6af9-4276-9c4c-c38b7ac840ad","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F631d3940-0493-4c81-b6dd-817977688b16.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone economy","https://www.ft.com/stream/248d873c-6689-4764-bede-cab061889217","What crisis? Inflation and EU funds help Italy’s debt to ‘fall like a rock’","https://www.ft.com/content/f63b8aa4-9dd4-4287-b834-124e828a44e9","Past week has revived memories of more turbulent times, but there are big differences between then and now","https://www.ft.com/content/f63b8aa4-9dd4-4287-b834-124e828a44e9","June 16, 2022","https://www.ft.com/content/f63b8aa4-9dd4-4287-b834-124e828a44e9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F92d030e8-5471-4dcf-877e-4e8835bf24ef.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Globalisation","https://www.ft.com/stream/5288a804-da01-47c5-9668-58075648531b","Five fateful shifts that will shape the future world economy","https://www.ft.com/content/47a61b74-1933-41fa-b32d-6e4006ba831c","Opportunities will arise as the era of hyperglobalisation and cheap finance fades into the past","https://www.ft.com/content/47a61b74-1933-41fa-b32d-6e4006ba831c","June 15, 2022","https://www.ft.com/content/47a61b74-1933-41fa-b32d-6e4006ba831c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff4950029-2643-4758-81ac-8869b57924a3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus economic impact","https://www.ft.com/stream/f1a6c14e-1fb0-4f7f-83a0-552276dc6cfb","Is that light at the end of the tunnel?","https://www.ft.com/content/17b50f97-153e-4275-a437-01bf02e634e9","England considers early end to restrictions, global supply chains set to improve . . .  plus, four-day working weeks","https://www.ft.com/content/17b50f97-153e-4275-a437-01bf02e634e9","February 9, 2022","https://www.ft.com/content/17b50f97-153e-4275-a437-01bf02e634e9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9cd34d1a-4162-45fe-a4ca-9e0c24227b91.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Masters in Finance","https://www.ft.com/stream/4b26bf3e-6d81-4220-b658-d36524397f85","How company finance chiefs can prepare for the worst","https://www.ft.com/content/4255c0f0-c00f-4cf3-b145-16c55e390239","Past crises offer lessons on navigating chaotic times, a professor’s research shows","https://www.ft.com/content/4255c0f0-c00f-4cf3-b145-16c55e390239","June 12, 2022","https://www.ft.com/content/4255c0f0-c00f-4cf3-b145-16c55e390239","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F5d5537a0-b450-45e6-a690-5878be35ac9c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Turkey","https://www.ft.com/stream/ece6f9d9-1926-425f-aaf9-f054aef9eefe","Unexpected Turkish electoral reforms could hit Erdogan’s opponents","https://www.ft.com/content/2613206f-e33f-452b-803a-eed3edc8ce2d","Planned changes to method of allocating parliamentary MPs within electoral districts may bolster president’s position, say analysts","https://www.ft.com/content/2613206f-e33f-452b-803a-eed3edc8ce2d","March 14, 2022","https://www.ft.com/content/2613206f-e33f-452b-803a-eed3edc8ce2d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9435e1f7-9b6d-456a-8d55-7465a09e0c25.jpg?source=next&fit=scale-down&dpr=2&width=240"
"World Bank","https://www.ft.com/stream/edb49bcf-5c10-4550-bb9b-db2790f5644f","World Bank warns of debt crisis risk as outlook worsens","https://www.ft.com/content/6f379a95-21e0-4d25-ba09-c91b1432c584","Washington-based institution slashes growth projections and cautions over 1980s-style defaults","https://www.ft.com/content/6f379a95-21e0-4d25-ba09-c91b1432c584","June 7, 2022","https://www.ft.com/content/6f379a95-21e0-4d25-ba09-c91b1432c584","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F10b82523-b6d4-40f6-9f5b-ea91a04048d7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Grumpy investors see bright side in growth risks","https://www.ft.com/content/4618c55c-cd34-4f12-a1a9-2123c508f503","Slower pace of GDP expansion could mean a slower pace of monetary tightening by central banks","https://www.ft.com/content/4618c55c-cd34-4f12-a1a9-2123c508f503","June 3, 2022","https://www.ft.com/content/4618c55c-cd34-4f12-a1a9-2123c508f503","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff829faa5-418c-4cd1-8f40-bd89f9feccd8.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus economic impact","https://www.ft.com/stream/f1a6c14e-1fb0-4f7f-83a0-552276dc6cfb","IMF downgrades forecasts and warns of challenges to recovery","https://www.ft.com/content/5f72e72a-15cc-4070-bade-53e56cb4311c","Vaccines as economic policy, Biden administration failing on Omicron, critical chip shortages at US companies","https://www.ft.com/content/5f72e72a-15cc-4070-bade-53e56cb4311c","January 26, 2022","https://www.ft.com/content/5f72e72a-15cc-4070-bade-53e56cb4311c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F35d2e43a-b1f8-407a-b70f-f6ef6d6cd3eb.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Emerging market investing","https://www.ft.com/stream/9fcbd277-102b-4669-b9ee-502c81922ab3","Further reading","https://www.ft.com/content/04370ae9-5fdd-4828-b17d-6b9465df665c","Luna 2.0; Taylor Lorenz; Inside RBS; financial conditions.","https://www.ft.com/content/04370ae9-5fdd-4828-b17d-6b9465df665c","May 30, 2022","https://www.ft.com/content/04370ae9-5fdd-4828-b17d-6b9465df665c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F11810a8a-8fcc-46a6-bda5-6d17aa0f834e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","IMF chief warns global economy faces ‘biggest test since second world war’","https://www.ft.com/content/1216689a-bd18-4254-bc7c-8a9c5d25cbc3","Kristalina Georgieva says Ukraine conflict is ‘devastating lives, dragging down growth and pushing up inflation’","https://www.ft.com/content/1216689a-bd18-4254-bc7c-8a9c5d25cbc3","May 23, 2022","https://www.ft.com/content/1216689a-bd18-4254-bc7c-8a9c5d25cbc3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0978a6eb-25d7-431a-b460-6c954398444b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus economic impact","https://www.ft.com/stream/f1a6c14e-1fb0-4f7f-83a0-552276dc6cfb","Pandemic forces rethink over traditional working patterns","https://www.ft.com/content/d6f3c5a1-b606-422e-8f53-252896ef9893","While employees flex their muscles, eurozone inflation hits record 5.1 per cent and WTO chief warns on supply chains","https://www.ft.com/content/d6f3c5a1-b606-422e-8f53-252896ef9893","February 2, 2022","https://www.ft.com/content/d6f3c5a1-b606-422e-8f53-252896ef9893","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc62d1754-961e-4178-b35d-8e9bc7a8eccd.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","ECB says banks will remain resilient even in severe recession scenario","https://www.ft.com/content/b191a198-4f75-4895-8ac7-626830031286","The eurozone banking system will remain “resilient” despite disruption in energy and commodity markets caused by Russia’s invasion of Ukraine, the Eur...","https://www.ft.com/content/b191a198-4f75-4895-8ac7-626830031286","","",""
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Where does conflict leave EU’s Schuman principles?","https://www.ft.com/content/59840921-02f9-4280-81d9-01781c12f3f1","From Julian Charlton, Dublin, Ireland","https://www.ft.com/content/59840921-02f9-4280-81d9-01781c12f3f1","March 3, 2022","https://www.ft.com/content/59840921-02f9-4280-81d9-01781c12f3f1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F56a658f5-ab62-43af-9809-331b13120ec1.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Russian billionaire Oleg Deripaska calls for peace in Ukraine","https://www.ft.com/content/98ed3b96-e793-4684-b5a8-b3b64df1c682","Russian billionaire Oleg Deripaska has called for the end of Russia’s actions in Ukraine and for peace, while also condemning western sanctions that h...","https://www.ft.com/content/98ed3b96-e793-4684-b5a8-b3b64df1c682","","",""
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: US public may balk at bill for Build Back Better","https://www.ft.com/content/f1fd28c3-5ec1-4161-8893-74bbd8e6a394","From Willem Thorbecke, Senior Fellow, Research Institute of Economy, Trade and Industry, Tokyo, Japan","https://www.ft.com/content/f1fd28c3-5ec1-4161-8893-74bbd8e6a394","February 21, 2022","",""
