"sc-2e6baa30-0 href","sc-4e537b1-1","sc-814e9212-0 src","sc-4fedabc7-3","sc-ae29827d-0","sc-4e537b1-2"
"https://www.bbc.com/news/articles/cy79w93l712o","30 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/8738/live/c34228d0-4d9a-11ef-949b-c13639565e66.jpg.webp","India teen is rare survivor of brain-eating amoeba","Afnan Jasim, 14, is thought to be just the ninth person in the world to survive the brain infection.","Asia"
"https://www.bbc.com/news/articles/c9wv423lz8yo","29 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2347/live/9e7a30f0-4d82-11ef-8f0f-0577398c3339.jpg.webp","Politics to roar back at Westminster in blame game over funding","Expect a pretty noisy argument when the new chancellor addresses the House of Commons, the BBC's Chris Mason writes.","Politics"
"https://www.bbc.com/news/articles/clly56ppjp3o","30 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/16e4/live/b4e09b80-4e00-11ef-8f0f-0577398c3339.png.webp","'Holiday club carnage' and fuel payments scrapped","Tuesday's papers focus on the attack in Southport and Labour cutting the winter fuel allowance for 10 million people.","The Papers"
"https://www.bbc.com/news/articles/cz5r2mk18k1o","29 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/3fa1/live/39f3c770-49c4-11ef-8717-1911c42aa067.jpg.webp","'Not every Norwegian feels guilty but many do'","Norway's oil wealth has made it one of the world's richest countries, but some feel bad about it.","Business"
"https://www.bbc.com/news/articles/c2q0l0q96y5o","23 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2a2d/live/c9d2ba10-4832-11ef-93c3-ffc52948adf5.jpg.webp","City centre revamp hit by rising costs and delays","Fargate is still being dug up three years after Sheffield City Council secured government funding.","South Yorkshire"
"https://www.bbc.com/news/articles/ckkg5ygrdpro","29 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/43cc/live/04f85900-4b31-11ef-8751-65f76fca0fc4.jpg.webp","Work to renovate city park rises by further £4.8m","The regeneration of Hull's Queens Gardens will now cost £21m, up from a £12m estimate in 2021.","Hull & East Yorkshire"
"https://www.bbc.com/news/articles/cpv3kz9q167o","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/06c8/live/1910ebe0-3f8e-11ef-8e12-a9e3a3805d59.jpg.webp","US inflation cools to slowest pace in a year","Prices in the US rose 3% over the 12 months to June, lifting hopes that the inflation problem is subsiding.","US & Canada"
"https://www.bbc.com/news/articles/cydv2v3170eo","26 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2db5/live/eb2c1570-4b26-11ef-8f0f-0577398c3339.jpg.webp","Reeves set to reveal public finance shortfall of billions","The chancellor will unveil a public spending hole on Monday, which speculation suggests could hit £20bn.","Business"
"https://www.bbc.com/news/articles/c3grzvzpwjno","22 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2e47/live/90116e00-4811-11ef-b472-7bbc8ac9f334.jpg.webp","Can Stormont afford public sector pay rises?","Pay recommendations for public sector workers in England may have an impact on Stormont's finances.","Northern Ireland"
"https://www.bbc.com/news/articles/c724g07qwdwo","29 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/5edd/live/8c94e7a0-4d86-11ef-956d-af6db92c5e38.jpg.webp","Reeves set to axe projects to plug budget shortfall","Chancellor to say previous government covered up shortfalls, but the Tories say she is paving way for tax rises.","Business"
"https://www.bbc.com/news/articles/cz7e2jjx594o","25 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/77b2/live/d0849f10-4a56-11ef-81b1-e9d694834d0d.jpg.webp","Inside Out 2 becomes biggest animated film ever","The film sequel has taken $1.46bn at the global box office so far, overtaking 2019's Frozen II.","Culture"
"https://www.bbc.com/news/articles/cpv3g17v6p2o","2 Aug 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/a7df/live/e6084c60-4f56-11ef-aebc-6de4d31bf5cd.jpg.webp","The charity that helps hoarders clear their homes","Community Bees works with people struggling with isolation and organises house clearances.","North Yorkshire"
"https://www.bbc.com/news/articles/c886e7zxde9o","24 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/52ce/live/b03e7990-48f0-11ef-9e1c-3b4a473456a6.jpg.webp","Country park upgrade scaled back as costs rise","The plans for Rother Valley Country Park are to be revised for several reasons,  the council says.","South Yorkshire"
"https://www.bbc.com/news/articles/c87r2enn88lo","28 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/9abf/live/03e24cf0-4b64-11ef-aebc-6de4d31bf5cd.jpg.webp","Tale of two nations: Meeting families with very different lives under two-child benefit cap","As MPs voted on ending the cap, three-child families in England and Scotland are leading different lives.",""
"https://www.bbc.com/news/articles/cglk87d817zo","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/4ccc/live/02d59e20-45a1-11ef-b74c-bb483a802c97.jpg.webp","Crime, immigration and tax cuts - Trump's speech fact-checked","The former president's speech contained plenty of claims which BBC Verify has been checking.","US & Canada"
"https://www.bbc.com/news/videos/c3gwl8w70v5o","21 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/6e6d/live/7f4a42f0-4725-11ef-96a8-e710c6bfc866.jpg.webp","There is 'a cost to not settling' public sector pay - Reeves","Independent pay review bodies recommended a 5.5% pay rise for teachers and some NHS workers.",""
"https://www.bbc.com/news/articles/c9r329y9pqxo","27 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/e2a8/live/38c08660-4b6b-11ef-9dde-8160ee3d931b.jpg.webp","Are the UK's finances really worse than Labour expected?","Rachel Reeves is set to reveal a public finances shortfall of billions on pounds after a snap audit.",""
"https://www.bbc.com/news/articles/c4ng05555y4o","20 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/dbf2/live/4efa0640-4693-11ef-9e1c-3b4a473456a6.jpg.webp","NHS and teacher pay rises may cost extra £3bn - IFS","A report by the Times says the government has been recommended a 5.5% pay rise in schools and the NHS.","Politics"
"https://www.bbc.com/news/articles/crgm1e78gevo","24 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/1842/live/7d5e8320-48d3-11ef-8465-0320941b9104.jpg.webp","Council considers 'drastic action' to fix finances","Somerset Council needs to take measures to bridge a financial gap of £80m.","Somerset"
"https://www.bbc.com/news/articles/c51ydz24lj2o","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/042f/live/1d591670-452c-11ef-821c-b32b07675ca0.jpg.webp","Surprise mobile mid-contract price rises banned","Regulator Ofcom says the new rules will come into force in January with price rises made clear before sale.","Business"
"https://www.bbc.com/news/articles/c0358jdrv0qo","18 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/0ce2/live/63e11aa0-44de-11ef-8a9d-a90b4c5b107c.jpg.webp","'My filled soda has gone up from £3.50 to £5'","With inflation figures released on Tuesday, BBC News NI visited a local café and burger van to assess the impact on spending.","Northern Ireland"
"https://www.bbc.com/news/articles/c72vjlgl4j8o","22 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/d6af/live/dda2b4a0-47e7-11ef-b74c-bb483a802c97.jpg.webp","Labour must deliver or risk populist rise - ministers","Rachel Reeves, David Lammy and Wes Streeting say Labour must restore faith in mainstream politics.","Politics"
"https://www.bbc.com/news/articles/cgerp08nw2no","24 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/d71d/live/38d49cd0-49b9-11ef-8b8c-4f00f9763198.jpg.webp","Councils in push for government funds to avoid bin strikes","Council leaders have agreed to seek a meeting with the government to ask for money to fund an improved pay deal.","Scotland"
"https://www.bbc.com/news/articles/c4ng05mpddjo","22 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/c21d/live/25fe1b30-4848-11ef-96a8-e710c6bfc866.jpg.webp","Inside Labour's first fortnight in power","Laura Kuenssberg follows the story of Labour's first days in office with three key ministers.","Politics"
"https://www.bbc.com/news/articles/cw5ykyzdzezo","18 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/892b/live/75be6090-44cd-11ef-b274-e75710d2ac6b.jpg.webp","Pay grows at slowest rate for almost two years","The jobs market is showing signs of cooling but wage increases are still outpacing rising prices.","Business"
"https://www.bbc.com/news/articles/c80e9k4wegno","17 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/dc00/live/61b120e0-4452-11ef-b74c-bb483a802c97.jpg.webp","Pound hits highest level against dollar for a year","Pound highest against dollar in a year as investors bet on UK rates staying higher for longer.","Business"
"https://www.bbc.com/news/articles/crg4p4ndkr0o","26 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/fe0f/live/3c3a7270-4b8d-11ef-8f0f-0577398c3339.png.webp","Three ways Trump is trying to end the Harris honeymoon","Kamala Harris is riding a wave of momentum, but Republicans sense vulnerabilities they can exploit.","US & Canada"
"https://www.bbc.com/news/articles/cx02e8d8282o","24 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/3ba4/live/44252090-4906-11ef-8b75-d7877c28e64f.jpg.webp","Decision on devolution deal for Norfolk delayed","There is cross-party support from county council members on pushing back a vote on planned changes.","Norfolk"
"https://www.bbc.com/news/articles/c4ng572nnvwo","21 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/f786/live/9e530b20-4746-11ef-9e1c-3b4a473456a6.png.webp","Chancellor resists calls to lift two-child benefit cap","The chancellor says she will not make an ""unfunded"" pledge to scrap the Conservative-era policy.","Politics"
"https://www.bbc.com/news/articles/cg3ez7npj0do","23 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/eba3/live/64871330-45d1-11ef-8edc-1379bb5ee3d6.jpg.webp","Report critical of over-budget concert hall revamp","The eventual £132m cost of refurbishing the Bristol Beacon was almost triple its original estimate.","Bristol"
"https://www.bbc.com/news/articles/c849q7dvdz2o","21 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/87da/live/dd18fc80-45c9-11ef-9e1c-3b4a473456a6.jpg.webp","Swimming pool to reopen after long campaign","The leisure centre in Rossendale was closed last year, prompting months of protests.","Lancashire"
"https://www.bbc.com/news/articles/cgrl8k388zro","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2312/live/cba459b0-45a9-11ef-af77-8713e5143fed.jpg.webp","Police force facing £17m budget gap by 2027","The force is calling for more money from central government to address 'structural underfunding'.","Lincolnshire"
"https://www.bbc.com/news/articles/czrjpp494m2o","16 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/4319/live/2f342680-437b-11ef-b99a-59ce5748eb16.jpg.webp","Interest rates could stay higher for longer, warns IMF","Inflation is proving persistent in some countries, the fund says, making it trickier for rates to be cut.","Business"
"https://www.bbc.com/news/articles/cger1wyyepro","22 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/d3a4/live/20718790-450c-11ef-95e9-f5f2d4f7082d.jpg.webp","Rural residents to benefit from lottery funding","Those trying to get support in the countryside can struggle due to lack of digital access.","Gloucestershire"
"https://www.bbc.com/sport/rugby-union/articles/cevwpxpj1qgo","25 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/a305/live/e3ffcd10-49c2-11ef-acea-755e48e79f51.jpg.webp","Gatland 'has our full support' says WRU chairman","Welsh Rugby Union chairman Richard Collier-Keywood says under pressure Wales head coach Warren Gatland ""has our full support"".",""
"https://www.bbc.com/news/articles/cx92n924q0xo","20 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/72b2/live/0b21c310-4510-11ef-8441-51c9e8aed829.jpg.webp","Charity seeks funding boost for 'vital' centre","Zest hopes Sheffield City Council will approve more than £2.6m for its community centre in Upperthorpe.","South Yorkshire"
"https://www.bbc.com/news/articles/c1vdkd1qqxpo","21 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/8d1b/live/c1da1470-46e3-11ef-b74c-bb483a802c97.jpg.webp","'Bumper pay rise for teachers' and 'Brexit betrayal'","A look at what's making the headlines of the newspapers this morning.","The Papers"
"https://www.bbc.com/sport/articles/c728q3ev8vvo","26 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/de4f/live/f178a1f0-4b26-11ef-b2d2-cdb23d5d7c5b.jpg.webp","Paris set for its first Olympics in 100 years","'Games wide open' is the motto for this year's Paris Olympics, which officially begin on Friday with the opening ceremony.","Olympic Games"
"https://www.bbc.com/news/articles/c727md664eyo","23 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2583/live/f6f0ea80-48e1-11ef-ba12-b7434bfb3345.jpg.webp","Aer Lingus pilots vote to accept pay deal","The Irish Air Line Pilots' Association have voted overwhelmingly to accept a 17.75% pay increase.","Europe"
"https://www.bbc.com/news/articles/c25lz8vxz4ko","8 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/55a9/live/85ca9b60-3d3a-11ef-b4a6-3b1b50d91225.jpg.webp","Man died after developing dog bite infection","Joseph James developed sepsis in the weeks following the bite, Carlisle Crown Court hears.","Cumbria"
"https://www.bbc.com/news/articles/cgxqzp2zdw4o","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/3b32/live/695757a0-451b-11ef-8f20-5763707ea6e6.jpg.webp","UK government debt highest since 1962","Debt has exceeded the highs reached during the coronavirus pandemic for the first time.","Business"
"https://www.bbc.com/news/articles/c729x2z4y4do","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/e688/live/b564a930-45a8-11ef-b74c-bb483a802c97.jpg.webp","Five takeaways from Trump's convention speech","The Republican gave a first-hand account of his shooting and projected a message of unity - mostly.","US & Canada"
"https://www.bbc.com/news/articles/c978m6z3egno","24 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2234/live/1bc12cb0-492f-11ef-a634-31b275708313.png.webp","Labour suspends seven rebel MPs over two-child benefit cap","The government comfortably won the vote despite growing pressure from some of its own MPs to scrap the policy.","Politics"
"https://www.bbc.com/news/articles/cd1j8dvw73lo","24 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/b321/live/b71f7c30-4532-11ef-821c-b32b07675ca0.jpg.webp","Why tech bros are turning to Trump","The Republican presidential candidate is forging new alliances as his campaign gains momentum.","Business"
"https://www.bbc.com/news/articles/c6p2ne4296lo","15 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/13cb/live/b2072390-42b9-11ef-ab17-3b9ff467e796.jpg.webp","Jobcentre security staff strike over 'poverty' pay","National strike has led to Jobcentres having to close as government urged to end dispute.","South Yorkshire"
"https://www.bbc.com/news/articles/c6p2ne4296lo","15 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/13cb/live/b2072390-42b9-11ef-ab17-3b9ff467e796.jpg.webp","Jobcentre security staff strike over 'poverty' pay","National strike has led to Jobcentres having to close as government urged to end dispute.","South Yorkshire"
"https://www.bbc.com/news/articles/c720jx62870o","16 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/86e7/live/ebf75850-435d-11ef-b362-7fae70c22de6.jpg.webp","Council reports £1.25m budget overspend","Bracknell Forest Council had approved a budget of about £89m for the 2023/24 financial year.","Berkshire"
"https://www.bbc.com/future/article/20240719-why-covid-19-is-spreading-this-summer","21 Jul 2024","https://ichef.bbci.co.uk/images/ic/480x270/p0jchh2w.jpg.webp","Summer surge: why Covid-19 isn't yet seasonal","Covid-19 doesn't follow normal seasonal patterns, like other respiratory viruses – waves of infection can happen at any time of year.","Future"
"https://www.bbc.com/news/articles/c2x056k3edgo","20 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/a828/live/b0127ea0-461e-11ef-b74c-bb483a802c97.png.webp","'Day the world stood still' and 'holidays in chaos'","The cybersecurity bug that caused IT outages around the world on Friday dominates the front pages.","The Papers"
"https://www.bbc.com/news/articles/cevw4wdrdejo","17 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/e9a0/live/21c94f40-4423-11ef-a173-650f2ea14a44.jpg.webp","Delayed new leisure centre in financial trouble","There is still no date for completing the centre which was originally due to open this summer.","Tyne"
"https://www.bbc.com/news/articles/c25lpxzw9wlo","16 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/4b36/live/a2191650-4381-11ef-b74c-bb483a802c97.jpg.webp","Bolivia discovers huge natural gas field","The discovery comes at a time when gas exports - one of Bolivia's main sources of revenue - had dwindled.","Latin America"
"https://www.bbc.com/news/articles/cql84vl12k5o","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/1118/live/6202b240-45d1-11ef-8edc-1379bb5ee3d6.jpg.webp","Labour government 'has 100 days to save social care'","Lib Dem councillor and care home manager, Graham Oakes, says social care is in need of urgent treatment.","Somerset"
"https://www.bbc.com/news/articles/cgrld8wkd2go","28 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2af5/live/d0202fa0-49a0-11ef-83a0-598fefae4979.jpg.webp","Free energy retrofits to help low income homes","If residents meet the criteria the council says it will save them money on heating bills.","Wiltshire"
"https://www.bbc.com/news/articles/cqv5ql72p89o","17 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/5013/live/278a5b70-4461-11ef-96ce-7f3d3f5b09de.jpg.webp","Bin strikes to hit most councils after third union vote","Unison urged Cosla to get back round the table and offer staff a new pay deal or risk rubbish piling up on streets.","Scotland"
"https://www.bbc.com/news/articles/c1we330wvn0o","16 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/3032/live/8f266030-437b-11ef-b99a-59ce5748eb16.jpg.webp","Biden announces plan to cap rent hikes","The plan would cut off tax benefits for landlords if they raise rent by more than 5%.","US & Canada"
"https://www.bbc.com/news/articles/cnd0918lz94o","18 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/ebc6/live/e7dec8e0-44c8-11ef-b520-5d1ca7c4464c.jpg.webp","New law aimed to prevent repeat of Truss mini-budget","Powers will be given to the Office for Budget Responsibility to assess government spending plans.","Business"
"https://www.bbc.com/news/articles/c0vexdx8lr4o","17 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/4c63/live/9c3254a0-443e-11ef-b74c-bb483a802c97.jpg.webp","'Leadership failure' at baby deaths hospital - MP","Naz Shah says bacterial infection outbreak at Bradford Royal Infirmary was ""horrific"" for families.","England"
"https://www.bbc.com/news/articles/cw4yvxw9y5po","18 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/299f/live/367b8fd0-4512-11ef-9bf6-a9736cd43191.jpg.webp","'I'm owed £10,870 for liposuction': What went wrong at SK:N?","Customers tell the BBC they have no idea if they will be refunded for treatments they paid for in advance.","Business"
"https://www.bbc.com/news/articles/c047pmx47rno","13 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/54b5/live/7b403540-40f7-11ef-b74c-bb483a802c97.jpg.webp","Starmer commits to BBC licence fee","The prime minister has ruled out any changes to how the BBC is funded at least until 2027.",""
"https://www.bbc.com/news/articles/cl5y1x0vx38o","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/7e97/live/8b1bcc00-3f6b-11ef-a42f-cd19e61cb9bd.jpg.webp","Metrolink staff set for summer strikes over pay","Union leaders describe the latest pay offer from Metrolink operators as ""woeful"".","Manchester"
"https://www.bbc.com/news/articles/c2501n5rvvno","3 days ago","https://ichef.bbci.co.uk/news/480/cpsprodpb/1c79/live/f3a10210-47b6-11ef-9e1c-3b4a473456a6.jpg.webp","The many identities of the first woman vice-president","The daughter of an Indian-born mother and Jamaican-born father, Kamala Harris began her career as a prosecutor.","US & Canada"
"https://www.bbc.com/news/articles/c978l19l6rro","12 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/0d9a/live/b148b030-4035-11ef-be4d-43e487b32d29.jpg.webp","Transport schemes may hit the buffers - report","A number of major West Midlands transport schemes face financial challenges,  bosses reveal.","England"
"https://www.bbc.com/news/articles/c2v0xy197zgo","16 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/41af/live/c0a70e40-42a7-11ef-a08b-83622fbb5ac2.jpg.webp","Bug-spread baby deaths 'could have been prevented'","The deaths of two babies came just months after another infant died of a bacterial infection.","Bradford"
"https://www.bbc.com/news/articles/c0dmvdmmv80o","14 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/8b35/live/7fa013f0-3957-11ef-9202-af701d1ad5cc.jpg.webp","More money and staff – so why isn't the NHS more productive?","Labour has launched an investigation into what's wrong with the NHS. Is productivity the place to start?","Health"
"https://www.bbc.com/news/articles/ck5g45zl510o","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/28e5/live/f4e74930-3eac-11ef-893a-57f2b2bf4c3d.jpg.webp","Farmers 'cautiously hopeful' for new government","NFU members at the Great Yorkshire Show are broadly optimistic after the general election.","North Yorkshire"
"https://www.bbc.com/news/articles/cqv5y29qnpgo","19 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/0e1b/live/503a7ff0-45ab-11ef-9e1c-3b4a473456a6.png.webp","Donald Trump’s supporters saw two sides of him. Which one might govern?","Looking back at the Republican National Convention offers some clues, says Anthony Zurcher.","BBC InDepth"
"https://www.bbc.com/news/articles/c0xjq342xg6o","18 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/6afb/live/537127c0-4428-11ef-9eab-bd0fb3e86af3.jpg.webp","'Paying £240 holiday school fine was a no-brainer'","In the last academic year, pupils across England missed more than six million school days through unauthorised holidays.","Lancashire"
"https://www.bbc.com/news/articles/cd1675lpd0go","16 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/dbf5/live/56ac9800-4349-11ef-96a8-e710c6bfc866.jpg.webp","Bandaged Trump gets rapturous welcome at Republican convention","The ex-president made an emotional appearance at the Republican convention after naming JD Vance as his running mate.","US & Canada"
"https://www.bbc.com/news/articles/cmm2v770ppdo","12 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/492b/live/f927ff00-403f-11ef-8b5e-efed939c2019.jpg.webp","Irish economy grew strongly in 2023","Despite inflationary pressures, consumer spending and the labour market remain strong.","Europe"
"https://www.bbc.com/news/articles/cjerld0y2e7o","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/5f0c/live/908b5450-3ece-11ef-9b4b-8570d6abfe38.jpg.webp","Water bills in Jersey to rise by £26 a year","Jersey Water say households will pay ""an extra 7p per day"".","Jersey"
"https://www.bbc.com/news/articles/cv2g38j5zv6o","14 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/68a2/live/1a41a2d0-4082-11ef-b781-bdaadaeb47a4.jpg.webp","Mayor 'profoundly concerned' by transport delays","West Midlands transport projects could be delayed by rising costs, a report has warned.","England"
"https://www.bbc.com/news/articles/cp682nprlw7o","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/25df/live/d52a8060-3ee5-11ef-ad24-fdf8ff2fca7f.jpg.webp","UK economy grew faster than expected in May","A strong performance from the retail and construction sectors helped the economy grow by 0.4%.","Business"
"https://www.bbc.com/news/articles/cjerld0y2e7o","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/5f0c/live/908b5450-3ece-11ef-9b4b-8570d6abfe38.jpg.webp","Water bills in Jersey to rise by £26 a year","Jersey Water say households will pay ""an extra 7p per day"".","Jersey"
"https://www.bbc.com/news/articles/c51y2mxknv8o","13 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/eccd/live/19ab53e0-404e-11ef-9909-c12337993a63.jpg.webp","Pubs look to share in £48m Euro 2024 final beer boom","Pubs in Greater Manchester are looking for a windfall from England's final tie with Spain on Sunday.","England"
"https://www.bbc.com/news/articles/cn08vn8zg45o","8 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/d4ba/live/9f76d4d0-3d39-11ef-96a8-e710c6bfc866.jpg.webp","Bank rate-setter says hold interest rates in August","One member of the Bank of England's committee deciding rates warns inflation could go back up.","Business"
"https://www.bbc.com/news/articles/c0dml0y72vjo","12 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/05a4/live/fb1679d0-4045-11ef-8af1-7d28c9a79969.png.webp","Wind turbine workers balloted for strike action","The firm says it is confident it can reach an agreement with the Unite union.","Hull & East Yorkshire"
"https://www.bbc.com/news/articles/cx002795738o","8 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/418d/live/4d72f760-33d7-11ef-b3b2-c3ba2ab52d36.png.webp","'I had to downgrade my life' - US workers in debt to buy groceries","Americans are taking loans to afford basic necessities - as groceries prices have surged by 25%.","US & Canada"
"https://www.bbc.com/news/articles/c3g08qn0j79o","10 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/2675/live/63716d70-3dce-11ef-942f-576843d80371.png.webp","More London bus workers balloted for strike action","More than 2,000 London Transit bus staff are being balloted in a row over pay and scheduling.","London"
"https://www.bbc.com/news/articles/ck7g33glwxyo","11 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/b652/live/f09044b0-3f68-11ef-86d2-f91acd19fcc1.jpg.webp","Expansion plans at school for autistic girls cancelled","The school expects demand for specialist places for autistic girls to rise.","Surrey"
"https://www.bbc.com/news/articles/c1dmp5x758xo","12 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/b431/live/369edc30-4065-11ef-90b6-2f824548dda4.jpg.webp","Radiohead guitarist treated in intensive care","Jonny Greenwood was treated for an infection but is now ""out of danger"", his band The Smile say.","Culture"
"https://www.bbc.com/news/articles/ce93n7lgw5qo","8 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/a670/live/75d6e8c0-39e4-11ef-9106-7b8942fc70ac.jpg.webp","'Protectionism eroding global business' - world trade chief","The boss of the World Trade Organization warns the global economy is facing numerous challenges.","World"
"https://www.bbc.com/news/articles/c978jrzmz6do","12 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/4fa0/live/17ac5ec0-3fce-11ef-96a8-e710c6bfc866.jpg.webp","Prison release scheme and the pound surges","Plans to free prisoners early to ease chronic overcrowding in jails is the focus for several front pages.","The Papers"
"https://www.bbc.com/news/articles/ckvgql945y5o","9 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/27af/live/d5d8e680-3ded-11ef-8041-0f2c122d2b54.jpg.webp","Streeting begins talks to halt junior doctor strike","The new health secretary says reaching a fair pay deal is a top priority.","Health"
"https://www.bbc.com/news/articles/c51y61e67lno","9 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/8ed4/live/0f43e860-3d63-11ef-9347-430ac49a46e5.png.webp","GP hopeful for NHS changes with new government","Dr Jamie Green says NHS practices are experiencing ""systemic underfunding"".","Northamptonshire"
"https://www.bbc.com/news/articles/c6p2zqv305ro","8 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/75f1/live/f02ee5d0-3d2e-11ef-a5f8-db117a13f625.jpg.webp","Aer Lingus accepts proposed pay rise for pilots","The 17.75% figure is recommended to end an ongoing pay dispute between Irish pilots and Aer Lingus.","Europe"
"https://www.bbc.com/news/articles/cgr5dn6n41go","6 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/080a/live/d1288330-3b8f-11ef-ad11-c1bbd09d8fae.png.webp","Council reveals £900k overspend on Ikea project","The authority says two of its refurbishment schemes have been hit by rising costs.","Coventry & Warwickshire"
"https://www.bbc.com/news/articles/c6p2gj55vgxo","30 Jul 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/9537/live/9c2fe730-3d39-11ef-9e1c-3b4a473456a6.png.webp","What is the 'grey belt' and how many homes could Labour build on it?","Labour has announced plans to build on the ""grey belt"", as it tries to meet its pledge for 1.5 million homes.",""
