"sc-2e6baa30-0 href","sc-4e537b1-1","sc-814e9212-0 src","sc-4fedabc7-3","sc-ae29827d-0","sc-4e537b1-2"
"https://www.bbc.com/news/world-latin-america-19583447","29 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/15CF3/production/_128313398_bbcmp_cuba.png.webp","Cuba country profile","Provides an overview of Cuba, including key dates and facts about this Caribbean island nation.","Latin America & Caribbean"
"https://www.bbc.com/news/world-europe-26866071","4 Apr 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Orban's hold on Hungarian voters","The opposition in Hungary has no answer to PM Viktor Orban's charisma despite his controversial policies, the BBC's Nick Thorpe reports ahead of this weekend's general election.","Europe"
"https://www.bbc.com/news/world-europe-21974676","15 Apr 2013","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","The Iranians who come to Georgia","Georgia is now home to a large community of Iranians, encouraged by business prospects and the more liberal lifestyle across the border, the BBC's Damien McGuinness reports.","Europe"
"https://www.bbc.com/news/world-asia-india-68311520","23 Feb 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/1276/production/_132662740_survivor.jpg.webp","Bengal famine: Searching for lost voices from WW2's forgotten tragedy","Three million died in the 1943 Bengal famine - one man is collecting the remaining survivors' tales.","India"
"https://www.bbc.com/news/business-51490893","23 May 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/10D30/production/_127321986_gettyimages-1419814541.jpg.webp","Rishi Sunak: Tory PM battling to stay in No 10","After 19 months in power, the prime minister is facing the fight of his political life.","UK Politics"
"https://www.bbc.com/news/business-64234109","11 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/5DA8/production/_128267932_strike-index-gettyimages-1243663714.jpg.webp","Train firms set to make new pay offer to unions","The government has revised its position on what can be offered to striking rail workers, the RDG says.","Business"
"https://www.bbc.com/news/uk-england-bristol-65568518","12 May 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/9C18/production/_129706993_d0b84e78-63f5-4e04-ae4b-f8d85f19b1dc.jpg.webp","Strike action disrupting trains in west of England","Great Western Railway is running an ""extremely limited service"" on Friday and Saturday.","Bristol"
"https://www.bbc.com/news/business-63808685","30 Nov 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/D9B5/production/_127833755_eurostar-index-getty-1.jpg.webp","Eurostar security staff to strike before Christmas","Members of the RMT union will walk out for four days in the run-up to 25 December in a row over pay.","Business"
"https://www.bbc.com/news/business-62351226","30 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/64A1/production/_126116752_gettyimages-1241522735.jpg.webp","Disruption as train strike hits weekend travel","Birmingham's Commonwealth Games and the kick-off to the football season have been affected.","Business"
"https://www.bbc.com/news/uk-wales-63135375","5 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/15236/production/_109228568_mediaitem109228567.jpg.webp","Four days of rail disruption as unions strike","Passengers are advised not to travel on the south Wales mainline on Wednesday with services cut.","Wales"
"https://www.bbc.com/news/business-62325025","27 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/AEF2/production/_126068744_gettyimages-1077266378.jpg.webp","Train drivers to strike over pay on 13 August","Drivers at nine rail companies will walk out again next month, the union Aslef says.","Business"
"https://www.bbc.com/news/business-64164213","5 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/11594/production/_128206017_aslef-index1-pa.jpg.webp","Train drivers' union warns strikes could escalate","Some train lines in England will not run at all today after drivers at 15 firms walk out.","Business"
"https://www.bbc.com/news/uk-scotland-62310244","27 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/20D6/production/_126060480_strike_central.png.webp","Latest rail strikes cut 90% of Scottish services","The walkout by Network Rail staff and 14 train operating companies is in a row over pay and jobs.","Scotland"
"https://www.bbc.com/news/uk-61861040","20 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/2C0A/production/_125547211_gettyimages-1241415884.jpg.webp","Major rail strikes to go ahead after talks fail","Ministers prevented a deal, says the RMT, but the government says the union is opposing progress.","UK"
"https://www.bbc.com/news/business-64824072","5 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/10D76/production/_105028986_gettyimages-631381620.jpg.webp","Train tickets go up in England and Wales by 5.9%","The rise is below the rate of inflation but campaigners want reforms due to unreliable services.","Business"
"https://www.bbc.com/news/uk-61874811","21 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/4939/production/_125554781_mediaitem125554780.jpg.webp","Union calls for talks with ministers branded a stunt","It is the job of employers to meet unions, Transport Secretary Grant Shapps says.","UK"
"https://www.bbc.com/news/uk-61890526","23 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/3302/production/_125585031_a89f4098d00fa443a29526aea4cb953fed4a0db2.jpg.webp","Rail strike resumes after talks collapse","Thursday's strike is set to have a similar impact as Tuesday's, with just 20% of services running.","UK"
"https://www.bbc.com/news/uk-wales-67428004","16 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/24ED/production/_131735490_anthony.jpg.webp","Parents-to-be spend weeks without electricity","Dad-to-be Anthony Moore, who relies on universal credit, says his income does not cover the basics.","Wales"
"https://www.bbc.com/news/uk-wales-politics-58692805","26 Sep 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/1692B/production/_120695429_uc2.jpg.webp","Universal credit cut diabolical, recipient says","Those in receipt of the benefit say the UK government does not understand the financial struggles.","Wales politics"
"https://www.bbc.com/news/uk-politics-50278634","3 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/ED5A/production/_98126706_hi014540490.jpg.webp","Benefits freeze to end in 2020, government says","The first rise in four years is the latest spending pledge made by ministers ahead of the general election.","UK Politics"
"https://www.bbc.com/news/business-59390176","24 Nov 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/15F33/production/_121770998_gettyimages-1134045110.jpg.webp","Universal credit boost for workers takes effect","Workers will get 8p more of any extra £1 earned but some claimants will be no better off.","Business"
"https://www.bbc.com/news/uk-politics-58662488","23 Sep 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/2C66/production/_120666311_54d85c97-fe1a-4708-9606-b2014b8896cb.jpg.webp","Ministers accused of complacency over living costs","People will be ""plunged"" into fuel poverty Labour says, but ministers insist consumers will be protected.","UK Politics"
"https://www.bbc.com/news/entertainment-arts-67271252","1 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1569C/production/_131580778_ai_epa.jpg.webp","AI named word of the year by Collins Dictionary","Usage of the acronym for artificial intelligence has quadrupled this year, the publisher says.","Entertainment & Arts"
"https://www.bbc.com/news/technology-65042770","4 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/0B96/production/_129266920_gettyimages-498870347.jpg.webp","Virgin Media down again for thousands","The firm apologises after customers lose service for the second time in one day.","Technology"
"https://www.bbc.com/news/uk-wales-68007193","20 Jan 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/119EF/production/_132357127_useash7.jpg.webp","Teacher turns Insta star making five meals for £25","Ashleigh Mogford's budget-friendly recipes land her a major supermarket deal and glossy cookbook.","Wales"
"https://www.bbc.com/news/business-64452348","30 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1029E/production/_128460266_food-index-getty.jpg.webp","One in five eating food beyond use-by date","A similar number have eaten smaller portions owing to rising prices, with more struggling to stay warm.","Business"
"https://www.bbc.com/news/business-67426526","16 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/C5DE/production/_131745605_col_tackling_it_together_976x549.png.webp","What a falling inflation rate means for your finances","Falling inflation and rising wages ease cost of living pressures for some, but money is still very tight.","Business"
"https://www.bbc.com/news/uk-wales-63301080","19 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1284E/production/_127245857_mediaitem127245855.jpg.webp","Blind psychotherapist seeks extra job to pay bills","Psychotherapist Nicki Cockburn says many patients are cancelling appointments due to rising costs.","Wales"
"https://www.bbc.com/news/business-66536000","18 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1160E/production/_130828117_newshopping.png.webp","Shop sales hit by July's wet weather","Retail sales fell by 1.2% following the poor weather with clothing sales proving a washout.","Business"
"https://www.bbc.com/news/63316116","20 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/16716/production/_127262919_b009c3d3-a1d7-47f5-94ae-e0b3ef53b5fe.jpg.webp","'We started up a warm bank'","Warm banks are popping up across the country, mostly run by volunteers. We spoke to three people involved.","Have Your Say"
"https://www.bbc.com/news/uk-wales-64182446","6 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/E061/production/_128014475_mediaitem128014474.jpg.webp","Nurses willing to meet halfway on pay rise","The union is calling on the government to discuss the offer in order to end industrial action.","Wales"
"https://www.bbc.com/news/uk-scotland-62574997","17 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1706/production/_126349850_pakora.jpg.webp","The pakora firm facing an inflation nightmare","Glasgow food supplier Jason Stevenson says his basic costs have soared by up to 50% in the last year.","Scotland"
"https://www.bbc.com/news/uk-politics-50855289","19 Dec 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/EBC1/production/_110235306_queengetty.jpg.webp","What does the Queen's Speech mean for you?","The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.","UK Politics"
"https://www.bbc.com/news/uk-politics-62769937","5 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/17BE1/production/_126594279_truss_branding_5.jpg.webp","Seven big questions now facing Liz Truss","From the cost of living to the NHS, BBC correspondents examine the issues awaiting in Downing Street.","UK Politics"
"https://www.bbc.com/news/uk-northern-ireland-63376833","24 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/11B5F/production/_125834527_4a2ef8c7-87bb-49cb-8bbf-b780cbddb92a.jpg.webp","Political leaders react to Rishi Sunak as next PM","The next prime minister faces a mixed reaction from politicians across the island of Ireland.","Northern Ireland"
"https://www.bbc.com/news/uk-politics-64318959","2 Feb 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/B14D/production/_128498354_starmer-index-pa.jpg.webp","Could Labour's squeeze on non-doms backfire?","Will Labour's pledge to end tax perks for the rich if they win power drive money away from the UK?","UK Politics"
"https://www.bbc.com/news/business-61076089","12 Apr 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/7BA4/production/_124125613_gettyimages-612133336.jpg.webp","Nepal limits imports as foreign reserves slide","Nepal's finance minister said he was ""surprised"" the issue was being compared with Sri Lanka's crisis.","Business"
"https://www.bbc.com/news/world-asia-india-37148102","21 Aug 2016","https://ichef.bbci.co.uk/news/480/cpsprodpb/3D8D/production/_90875751_mediaitem90872131.jpg.webp","Inflation hawk to head Indian bank","Urjit Patel, a former Yale University economist with a reputation as a hawk on inflation, is appointed governor of India's central bank.","India"
"https://www.bbc.com/news/business-65876822","13 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/D829/production/_130073355_engineer_getty.jpg.webp","Pay rise surprise leads to forecasts of higher rates","Wages rise at their fastest rate in 20 years, excluding the pandemic, but still lag behind the cost of living.","Business"
"https://www.bbc.com/news/business-65301742","18 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/5C25/production/_129098532_engineers_gettyimages-1422825090.jpg.webp","More people looking for work as vacancies fall","The number of jobs on offer continues to fall with companies blaming economic pressures.","Business"
"https://www.bbc.com/news/articles/cp6reyn00xxo","15 Dec 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/ab5e/live/fe589050-9b50-11ee-8df3-1d2983d8814f.jpg.webp","Further warnings A9 dual target was 'unachievable'","Transport chiefs advised ministers in 2018 and 2021 of the risk to completing a dualling project by 2025.","Scotland"
"https://www.bbc.com/news/uk-wales-63301080","19 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1284E/production/_127245857_mediaitem127245855.jpg.webp","Blind psychotherapist seeks extra job to pay bills","Psychotherapist Nicki Cockburn says many patients are cancelling appointments due to rising costs.","Wales"
"https://www.bbc.com/news/business-66536000","18 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1160E/production/_130828117_newshopping.png.webp","Shop sales hit by July's wet weather","Retail sales fell by 1.2% following the poor weather with clothing sales proving a washout.","Business"
"https://www.bbc.com/news/63316116","20 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/16716/production/_127262919_b009c3d3-a1d7-47f5-94ae-e0b3ef53b5fe.jpg.webp","'We started up a warm bank'","Warm banks are popping up across the country, mostly run by volunteers. We spoke to three people involved.","Have Your Say"
"https://www.bbc.com/news/uk-england-gloucestershire-62677938","26 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/9118/production/_126444173_19c36268-ba21-4aaa-b83f-7d07097f9085.jpg.webp","Parents fear energy bills rocketing in winter","They are worried the government grant will not absorb the price rises and the power will be cut off.","Gloucestershire"
"https://www.bbc.com/news/articles/cjjpq5p0ex3o","17 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/bb97/live/9cb928d0-84c8-11ee-99a9-a77cd1df875c.jpg.webp","Cost of living affecting Christmas show bookings - claim","The director at England's biggest Christmas show says people are booking later or after payday.","Norfolk"
"https://www.bbc.com/news/technology-65042770","4 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/0B96/production/_129266920_gettyimages-498870347.jpg.webp","Virgin Media down again for thousands","The firm apologises after customers lose service for the second time in one day.","Technology"
"https://www.bbc.com/news/uk-wales-68007193","20 Jan 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/119EF/production/_132357127_useash7.jpg.webp","Teacher turns Insta star making five meals for £25","Ashleigh Mogford's budget-friendly recipes land her a major supermarket deal and glossy cookbook.","Wales"
"https://www.bbc.com/news/business-62064837","7 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/1F4B/production/_125811080_gettyimages-104290142.jpg.webp","Bank of England vows to bring down inflation","The bank's chief economist says its focus is getting prices down and making life affordable again.","Business"
"https://www.bbc.com/news/business-57922199","22 Jul 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/FB1B/production/_119538246_broadbent.jpg.webp","Inflation spike temporary, says Bank deputy","The recent pick up in price rises is not expected to last, says Bank of England deputy Ben Broadbent.","Business"
"https://www.bbc.com/news/business-67370315","10 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1E56/production/_131666770_restaurant_gettyimages-1355237717.jpg.webp","UK economy flatlines as higher interest rates bite","Forecasters suggest that the economy is set to remain stagnant for several months yet.","Business"
"https://www.bbc.com/news/business-57427997","10 Jun 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/F177/production/_115751816_gettyimages-84417462.jpg.webp","UK economy lags behind in Covid recovery","The G20 major economies grow slightly compared with pre-pandemic levels, but UK trails behind.","Business"
"https://www.bbc.com/news/business-30585678","23 Dec 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","UK economic growth revised down","The UK economy has grown more slowly than previously thought, official figures show, and the current account deficit has widened.","Business"
"https://www.bbc.com/news/business-62874496","12 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/C285/production/_126679794__126280448_gdpshopgettyimages-157284378.jpg.webp","UK economy grew more slowly than expected in July","The Women's Euro Championship helped boost growth though expansion was weaker than expected.","Business"
"https://www.bbc.com/news/business-66785572","13 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/C5CD/production/_131073605_strike-gettyimages-1607218903.jpg.webp","UK economy shrinks after rain and strikes hit","Official figures show the UK economy contracted by 0.5% in July, more than economists predicted.","Business"
"https://www.bbc.com/news/business-65250170","13 Apr 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/EC23/production/_129015406_strikephoto.jpg.webp","Strike action sees UK economy flatline in February","Walkouts hit output but the chancellor says the economic outlook is ""brighter than expected"".","Business"
"https://www.bbc.com/news/business-62079052","7 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/2C40/production/_125582311_gettyimages-466409045.jpg.webp","UK debt on unsustainable path, watchdog says","Energy prices and an ageing population risk more pressure on the economy, a report warns.","Business"
"https://www.bbc.com/news/business-68550259","13 Mar 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/966E/production/_132901583_gettyimages-899927818.jpg.webp","Shoppers splashing out boosts economy in January","The UK economy picked up in January, raising hopes it could be on its way out of recession.","Business"
"https://www.bbc.com/news/business-59244988","11 Nov 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/C33D/production/_121518994_nissansunderland_gettyimages-1233744288.jpg.webp","UK growth slows as supply issues hit the recovery","The economy grew by 1.3% between July and September, with supply chain problems hitting businesses.","Business"
"https://www.bbc.com/news/uk-scotland-scotland-business-14214167","20 Jul 2011","https://ichef.bbci.co.uk/news/480/cpsprodpb/ws/simorgh-assets/public/news/images/metadata/poster-1024x576.png.webp","Scots economy escapes recession","Scotland's economy came close to a double dip recession last winter, according to official GDP figures.","Scotland business"
"https://www.bbc.com/news/business-62146064","13 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/0B26/production/_124245820_retailsales.jpg.webp","UK economy grows but fears remain over high prices","The economy grew by 0.5% in May, higher than most economists expected.","Business"
"https://www.bbc.com/news/business-67690287","13 Dec 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/179FE/production/_131666769_restaurant_gettyimages-1355237717.jpg.webp","UK economy falls unexpectedly as higher rates bite","Higher interest rates and bad weather hold back growth as the economy continues to stagnate.","Business"
"https://www.bbc.com/news/business-60344573","11 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/E8C7/production/_123219595_whatsubject.jpg.webp","UK economy rebounds with fastest growth since WW2","Growth of 7.5% last year was ahead of forecasts despite a setback in December due to Omicron.","Business"
"https://www.bbc.com/news/business-50053747","15 Oct 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/1855/production/_105292260_shopsgetty.jpg.webp","UK jobs market 'shows signs of slowing'","The unemployment rate rises unexpectedly to 3.9% between June and August.","Business"
"https://www.bbc.com/news/business-13200758","15 Aug 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/A237/production/_130372514_col_gdp_976-nc.png.webp","How fast is the UK's economy growing?","How the health of the UK economy is measured, and why the GDP calculation matters.","Business"
"https://www.bbc.com/news/business-68550259","13 Mar 2024","https://ichef.bbci.co.uk/news/480/cpsprodpb/966E/production/_132901583_gettyimages-899927818.jpg.webp","Shoppers splashing out boosts economy in January","The UK economy picked up in January, raising hopes it could be on its way out of recession.","Business"
"https://www.bbc.com/news/business-67690287","13 Dec 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/179FE/production/_131666769_restaurant_gettyimages-1355237717.jpg.webp","UK economy falls unexpectedly as higher rates bite","Higher interest rates and bad weather hold back growth as the economy continues to stagnate.","Business"
"https://www.bbc.com/news/business-60344573","11 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/E8C7/production/_123219595_whatsubject.jpg.webp","UK economy rebounds with fastest growth since WW2","Growth of 7.5% last year was ahead of forecasts despite a setback in December due to Omicron.","Business"
"https://www.bbc.com/news/business-60699815","11 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/15999/production/_123637488_rishisunak.jpg.webp","Sunak warns of 'significant economic uncertainty'","The UK economy rebounds in January but the chancellor warns of uncertainty due to the invasion of Ukraine.","Business"
"https://www.bbc.com/news/business-66568528","21 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/8BC9/production/_130858753_rent-index-getty.jpg.webp","Renting cheaper than first-time mortgages - Zoopla","It is less expensive to rent than buy for the first time since 2010, but there are wide regional variations.","Business"
"https://www.bbc.com/news/business-65921085","15 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/BB12/production/_121909874_estate_agents_getty.jpg.webp","Nationwide latest to raise mortgage rates again","One broker describes the current situation as a vicious circle as the mortgage maelstrom continues.","Business"
"https://www.bbc.com/news/business-66522635","16 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/CCF7/production/_130817425_inflation-index-pa.jpg.webp","Can UK get inflationary genie back in its bottle?","The fall to 6.8% looks like good news but there is more to be done to cool rising prices.","Business"
"https://www.bbc.com/news/business-61337763","6 May 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/5D35/production/_124616832_houseprices.jpg.webp","House prices hit new record but growth set to slow","Prices rise 1.1% in April but interest rates and inflation will dampen the market, says the Halifax.","Business"
"https://www.bbc.com/news/business-60197463","3 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/8BA9/production/_112435753_paying-out-money.jpg.webp","Interest rates rise again in bid to cool prices","Bank of England increases rates for the second time in three months as the cost of living rises.","Business"
"https://www.bbc.com/news/business-59140059","17 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/6CE8/production/_123108872_woman_laptop_getty.jpg.webp","How the interest rate rise might affect you","The Bank of England has now increased interest rates to 0.75%, the third rise in four months.","Business"
"https://www.bbc.com/news/business-66133116","8 Jul 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/AB24/production/_130321834_mortgage-index3-pa.jpg.webp","Why hasn't mortgage pain led to a housing crash?","As interest rates rise, the market is faring much better than it has before in similar conditions.","Business"
"https://www.bbc.com/news/business-61320828","4 May 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/13B3D/production/_124410708_gettyimages-1233742485.jpg.webp","Halifax apologises after interest rate blunder","Halifax has said sorry after it incorrectly said the Bank of England had raised interest rates.","Business"
"https://www.bbc.com/news/business-66051711","29 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/F6F8/production/_130242236_gettyimages-1416600446-1.jpg.webp","Customers withdraw record amount of savings in May","People withdraw £4.6bn from accounts in May - the highest on record, Bank of England data shows.","Business"
"https://www.bbc.com/news/business-66397362","3 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/09C9/production/_130350520_mortgage_bills_getty.jpg.webp","When will interest rates go down?","UK rates are not expected to fall any time soon, but they may not go up much more from here.","Business"
"https://www.bbc.com/news/business-62223722","19 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/8E41/production/_125971463_bailey.jpg.webp","Bigger rate hikes on the table, says Bank boss","The Bank could raise rates by 0.5% at its next meeting in August, its boss Andrew Bailey said.","Business"
"https://www.bbc.com/news/business-65778634","4 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/10259/production/_129973166_20230602_192541.jpg.webp","'Mortgage costs right now are terrifying'","With rates rising and mortgages disappearing from the market, buyers reveal their struggles to get a deal.","Business"
"https://www.bbc.com/news/business-61804877","16 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/0017/production/_125432000_gettyimages-1241143969.jpg.webp","US makes biggest interest rate rise since 1994","The US central bank raises rates by 0.75 percentage points as it scrambles to contain soaring prices.","Business"
"https://www.bbc.com/news/business-61801362","16 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/150F7/production/_125436268_shopping_gettyimages-482142089.jpg.webp","UK interest rates hit highest level for 13 years","The Bank of England increases rates to 1.25% and forecasts inflation could surpass 11% this year.","Business"
"https://www.bbc.com/news/business-65982981","22 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/07D8/production/_130180020_gettyimages-1258931282.jpg.webp","Bank boss denies wanting slump after 5% rate shock","""If we don't raise rates now, it could be worse later,"" Bank of England boss warns as it raises rates again.","Business"
"https://www.bbc.com/news/business-65560136","11 May 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/17B0F/production/_129693079_financecouple_gettyimages-1414921475.jpg.webp","When will interest rates start to go down?","The Bank of England has raises rates again but faces tough choices in the fight against inflation.","Business"
"https://www.bbc.com/news/business-64399663","25 Jan 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/C160/production/_127540594_savings-index-getty.jpg.webp","Premium Bond prize rate set to hit 14-year high","The boost from next month comes as analysts warn the peak in savings rates may be approaching.","Business"
"https://www.bbc.com/news/business-65696265","24 May 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1CAD/production/_127314370_gettyimages-1389971967.jpg.webp","Homeowners face 'huge' interest rate shock","Barclays warns mortgage holders and renters will spend up to 30% of their income on higher costs.","Business"
"https://www.bbc.com/news/business-63715092","23 Nov 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/C6E2/production/_127741905_mortgage.jpg.webp","Five-year mortgage rates back below 6%","Average five-year mortgage rates fell below 6% this week for first time since October.","Business"
"https://www.bbc.com/news/business-62223722","19 Jul 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/8E41/production/_125971463_bailey.jpg.webp","Bigger rate hikes on the table, says Bank boss","The Bank could raise rates by 0.5% at its next meeting in August, its boss Andrew Bailey said.","Business"
"https://www.bbc.com/news/business-65778634","4 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/10259/production/_129973166_20230602_192541.jpg.webp","'Mortgage costs right now are terrifying'","With rates rising and mortgages disappearing from the market, buyers reveal their struggles to get a deal.","Business"
"https://www.bbc.com/news/business-61804877","16 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/0017/production/_125432000_gettyimages-1241143969.jpg.webp","US makes biggest interest rate rise since 1994","The US central bank raises rates by 0.75 percentage points as it scrambles to contain soaring prices.","Business"
"https://www.bbc.com/news/business-61801362","16 Jun 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/150F7/production/_125436268_shopping_gettyimages-482142089.jpg.webp","UK interest rates hit highest level for 13 years","The Bank of England increases rates to 1.25% and forecasts inflation could surpass 11% this year.","Business"
"https://www.bbc.com/news/uk-63460591","11 May 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/15873/production/_127497188_rates-hero.jpg.webp","What are interest rates? A quick guide","Why interest rates are so important - especially when they change.","UK"
"https://www.bbc.com/news/business-40921539","14 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/9620/production/_97323483_japangetty.jpg.webp","Japan's growth rate hits two-year high","Higher consumer spending helped to boost growth in the world's third-largest economy.","Business"
"https://www.bbc.com/news/business-28962780","29 Aug 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Japan's economy signals weakness","Japan's economy shows signs of stagnation and weakness as households spent less and factory output stays flat in July.","Business"
"https://www.bbc.com/news/business-32081871","27 Mar 2015","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Japan economy at brink of deflation","Annual core consumer inflation in Japan, the world's third-largest economy, stopped rising for the first time in nearly two years in February.","Business"
"https://www.bbc.com/news/business-29845466","31 Oct 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","BOJ boosts monetary stimulus measure","Japan's central bank, the Bank of Japan, surprises markets by announcing an expansion of its monetary stimulus policy.","Business"
"https://www.bbc.com/news/uk-northern-ireland-63376833","24 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/11B5F/production/_125834527_4a2ef8c7-87bb-49cb-8bbf-b780cbddb92a.jpg.webp","Political leaders react to Rishi Sunak as next PM","The next prime minister faces a mixed reaction from politicians across the island of Ireland.","Northern Ireland"
"https://www.bbc.com/news/uk-scotland-62840335","10 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/4259/production/_126558961_andrew_chisholm.jpg.webp","'Liz Truss's energy plan is not enough to help us'","Scottish business bosses say the PM's plan may not be enough to prevent a ""tsunami"" of closures.","Scotland"
"https://www.bbc.com/news/business-67474899","21 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/7DF8/production/_131784223_bailey_pa.jpg.webp","Don't underestimate inflation, warns Bank chief","The governor of the Bank of England says inflation might not fall as quickly as some are hoping.","Business"
