Date,Close/Last,Open,High,Low
07/03/2024,2068.04,2058.32,2077.03,2056.93
07/02/2024,2058.32,2057.43,2081.15,2048.99
07/01/2024,2057.43,2045.43,2071.93,2039.76
06/28/2024,2045.43,2034.24,2056.47,2034.24
06/27/2024,2034.24,2026.83,2044.46,2023.63
06/26/2024,2026.83,2043.76,2043.76,2014.47
06/25/2024,2043.76,2040.16,2045.64,2024.00
06/24/2024,2040.16,1992.75,2047.39,1992.75
06/21/2024,1992.75,2006.90,2017.09,1990.70
06/20/2024,2006.90,1975.15,2018.93,1975.15
06/18/2024,1975.15,1968.87,2000.63,1968.87
06/17/2024,1968.87,1960.60,1974.66,1952.58
06/14/2024,1960.60,1977.36,1977.36,1954.81
06/13/2024,1977.36,1994.45,1996.09,1965.99
06/12/2024,1994.45,2020.41,2041.56,1985.78
06/11/2024,2020.41,2025.03,2025.03,1996.40
06/10/2024,2025.03,2008.95,2036.91,2008.68
06/07/2024,2008.95,2022.07,2032.75,2003.69
06/06/2024,2022.07,2007.71,2022.21,1999.88
06/05/2024,2007.71,2012.30,2020.14,2003.47
06/04/2024,2012.30,2030.74,2030.74,1986.29
06/03/2024,2030.74,2092.13,2092.13,2017.25
05/31/2024,2092.13,2043.52,2092.78,2043.52
05/30/2024,2043.52,2043.52,2058.64,2037.82
05/29/2024,2043.52,2089.67,2089.67,2036.66
05/28/2024,2089.67,2064.90,2093.80,2064.90
05/24/2024,2064.90,2056.98,2080.56,2056.98
05/23/2024,2056.98,2066.39,2088.22,2052.57
05/22/2024,2066.39,2097.97,2097.97,2057.16
05/21/2024,2097.97,2105.90,2117.10,2096.66
05/20/2024,2105.90,2122.27,2127.66,2100.22
05/17/2024,2122.27,2088.00,2125.95,2088.00
05/16/2024,2088.00,2100.43,2102.10,2082.81
05/15/2024,2100.43,2105.66,2105.71,2062.61
05/14/2024,2105.66,2115.17,2115.17,2089.75
05/13/2024,2115.17,2124.87,2135.58,2108.62
05/10/2024,2124.87,2140.97,2156.65,2120.20
05/09/2024,2140.97,2118.28,2142.50,2118.28
05/08/2024,2118.28,2119.11,2127.08,2103.60
05/07/2024,2119.11,2124.74,2136.24,2118.25
05/06/2024,2124.74,2106.05,2145.33,2106.05
05/03/2024,2106.05,2103.43,2108.41,2080.51
05/02/2024,2103.43,2083.62,2113.60,2083.62
05/01/2024,2083.62,2117.89,2120.21,2067.83
04/30/2024,2117.89,2203.92,2203.92,2116.79
04/29/2024,2203.92,2196.45,2209.84,2189.69
04/26/2024,2196.45,2204.93,2204.93,2174.30
04/25/2024,2204.93,2192.89,2211.42,2173.25
04/24/2024,2192.89,2191.02,2195.14,2176.23
04/23/2024,2191.02,2176.62,2191.79,2154.92
04/22/2024,2176.62,2158.48,2190.69,2134.84
04/19/2024,2158.48,2136.70,2176.38,2136.70
04/18/2024,2136.70,2159.05,2168.57,2127.67
04/17/2024,2159.05,2171.49,2186.71,2145.87
04/16/2024,2171.49,2190.83,2192.38,2153.66
04/15/2024,2190.83,2213.97,2229.50,2187.12
04/12/2024,2213.97,2248.26,2275.33,2203.83
04/11/2024,2248.26,2247.75,2256.87,2217.04
04/10/2024,2247.75,2238.05,2253.92,2224.40
04/09/2024,2238.05,2249.28,2263.74,2225.79
04/08/2024,2249.28,2260.44,2266.14,2241.53
04/05/2024,2260.44,2235.18,2267.49,2233.78
04/04/2024,2235.18,2236.19,2252.16,2227.71
04/03/2024,2236.19,2211.00,2242.49,2211.00
04/02/2024,2211.00,2171.71,2211.11,2171.71
04/01/2024,2171.71,2149.57,2175.53,2134.09
03/28/2024,2149.57,2120.46,2152.15,2120.46
03/27/2024,2120.46,2106.09,2120.88,2098.03
03/26/2024,2106.09,2128.61,2135.12,2105.99
03/25/2024,2128.61,2112.37,2143.17,2112.37
03/22/2024,2112.37,2115.55,2119.43,2106.01
03/21/2024,2115.55,2107.60,2119.05,2103.77
03/20/2024,2107.60,2102.65,2112.93,2088.44
03/19/2024,2102.65,2084.53,2104.36,2081.27
03/18/2024,2084.53,2080.36,2090.82,2068.96
03/15/2024,2080.36,2065.77,2091.28,2065.77
03/14/2024,2065.77,2050.67,2068.16,2049.65
03/13/2024,2050.67,2003.93,2061.01,2003.93
03/12/2024,2003.93,2003.28,2012.58,1990.65
03/11/2024,2003.28,1986.24,2003.64,1970.55
03/08/2024,1986.24,1983.35,1993.58,1975.59
03/07/2024,1983.35,1961.51,1994.49,1961.51
03/06/2024,1961.51,1955.47,1981.30,1955.47
03/05/2024,1955.47,1946.66,1971.88,1941.17
03/04/2024,1946.66,1968.63,1972.19,1945.59
03/01/2024,1968.63,1940.09,1975.29,1940.09
02/29/2024,1940.09,1924.21,1944.90,1924.21
02/28/2024,1924.21,1937.20,1947.19,1917.54
02/27/2024,1937.20,1948.08,1953.51,1930.23
02/26/2024,1948.08,1935.29,1956.67,1923.59
02/23/2024,1935.29,1941.54,1941.54,1914.51
02/22/2024,1941.54,1934.91,1950.19,1917.28
02/21/2024,1934.91,1902.66,1937.91,1902.66
02/20/2024,1902.66,1928.68,1928.68,1899.27
02/16/2024,1928.68,1934.23,1945.27,1926.01
02/15/2024,1934.23,1889.01,1939.60,1881.11
02/14/2024,1889.01,1884.60,1907.83,1872.88
02/13/2024,1884.60,1899.09,1905.63,1869.72
02/12/2024,1899.09,1875.25,1905.38,1875.25
02/09/2024,1875.25,1894.06,1905.57,1872.52
02/08/2024,1894.06,1880.56,1900.63,1879.62
02/07/2024,1880.56,1877.39,1884.42,1864.35
02/06/2024,1877.39,1869.49,1899.86,1869.49
02/05/2024,1869.49,1866.01,1878.65,1842.42
02/02/2024,1866.01,1873.30,1882.41,1854.44
02/01/2024,1873.30,1872.62,1899.22,1853.78
01/31/2024,1872.62,1906.62,1912.08,1872.49
01/30/2024,1906.62,1870.92,1908.33,1857.99
01/29/2024,1870.92,1876.69,1876.69,1853.76
01/26/2024,1876.69,1859.48,1876.91,1844.56
01/25/2024,1859.48,1818.48,1859.84,1818.48
01/24/2024,1818.48,1794.58,1819.61,1794.58
01/23/2024,1794.58,1793.76,1806.53,1787.41
01/22/2024,1793.76,1788.29,1798.36,1772.33
01/19/2024,1788.29,1779.82,1788.29,1772.07
01/18/2024,1779.82,1783.80,1784.51,1761.66
01/17/2024,1783.80,1803.05,1803.05,1776.84
01/16/2024,1803.05,1848.90,1848.90,1801.65
01/12/2024,1848.90,1823.74,1861.29,1823.74
01/11/2024,1823.74,1812.65,1830.06,1812.65
01/10/2024,1812.65,1833.91,1833.91,1806.45
01/09/2024,1833.91,1863.39,1863.39,1829.54
01/08/2024,1863.39,1880.05,1880.05,1826.10
01/05/2024,1880.05,1882.25,1901.56,1871.80
01/04/2024,1882.25,1917.42,1940.57,1880.90
01/03/2024,1917.42,1879.21,1925.42,1875.34
01/02/2024,1879.21,1862.47,1895.18,1862.47
12/29/2023,1862.47,1863.26,1875.37,1859.70
12/28/2023,1863.26,1897.65,1897.65,1863.09
12/27/2023,1897.65,1908.03,1911.57,1892.79
12/26/2023,1908.03,1883.83,1917.11,1883.83
12/22/2023,1883.83,1881.06,1901.91,1881.06
12/21/2023,1881.06,1874.70,1884.78,1863.91
12/20/2023,1874.70,1888.81,1911.25,1872.76
12/19/2023,1888.81,1867.23,1890.30,1863.90
12/18/2023,1867.23,1843.24,1885.53,1843.24
12/15/2023,1843.24,1856.38,1856.38,1829.55
12/14/2023,1856.38,1803.83,1857.23,1803.83
12/13/2023,1803.83,1773.27,1805.07,1768.34
12/12/2023,1773.27,1796.18,1796.18,1764.29
12/11/2023,1796.18,1791.36,1801.55,1786.70
12/08/2023,1791.36,1770.84,1798.74,1770.84
12/07/2023,1770.84,1779.87,1797.68,1765.59
12/06/2023,1779.87,1820.41,1820.41,1778.92
12/05/2023,1820.41,1847.24,1851.72,1819.57
12/04/2023,1847.24,1858.27,1858.27,1834.43
12/01/2023,1858.27,1851.88,1883.42,1843.86
11/30/2023,1851.88,1838.21,1877.73,1829.98
11/29/2023,1838.21,1850.29,1864.78,1832.34
11/28/2023,1850.29,1845.04,1866.45,1843.42
11/27/2023,1845.04,1851.63,1851.63,1830.56
11/24/2023,1851.63,1843.20,1868.21,1843.20
11/22/2023,1843.20,1847.13,1847.13,1794.44
11/21/2023,1847.13,1856.68,1856.68,1834.11
11/20/2023,1856.68,1847.29,1871.36,1847.29
11/17/2023,1847.29,1805.19,1860.57,1805.19
11/16/2023,1805.19,1848.57,1848.57,1783.45
11/15/2023,1848.57,1854.60,1872.91,1847.79
11/14/2023,1854.60,1837.98,1858.74,1837.98
11/13/2023,1837.98,1823.17,1839.99,1821.11
11/10/2023,1823.17,1796.17,1826.04,1796.17
11/09/2023,1796.17,1799.55,1821.46,1795.60
11/08/2023,1799.55,1826.75,1829.80,1797.21
11/07/2023,1826.75,1871.23,1871.23,1818.37
11/06/2023,1871.23,1885.85,1901.68,1864.93
11/03/2023,1885.85,1914.53,1914.53,1876.67
11/02/2023,1914.53,1861.19,1915.81,1860.02
11/01/2023,1861.19,1863.13,1888.76,1856.41
10/31/2023,1863.13,1853.26,1864.99,1834.10
10/30/2023,1853.26,1848.38,1869.19,1834.23
10/27/2023,1848.38,1882.30,1884.78,1839.19
10/26/2023,1882.30,1899.63,1899.63,1862.46
10/25/2023,1899.63,1902.45,1913.09,1889.92
10/24/2023,1902.45,1929.96,1936.70,1901.90
10/23/2023,1929.96,1957.32,1957.32,1922.77
10/20/2023,1957.32,1989.61,1994.95,1955.24
10/19/2023,1989.61,1993.18,2003.59,1966.62
10/18/2023,1993.18,1972.82,1999.22,1972.82
10/17/2023,1972.82,1956.17,1977.63,1955.27
10/16/2023,1956.17,1940.14,1960.61,1937.65
10/13/2023,1940.14,1901.00,1952.31,1901.00
10/12/2023,1901.00,1895.94,1914.24,1889.33
10/11/2023,1895.94,1904.59,1904.59,1870.11
10/10/2023,1904.59,1896.68,1915.61,1888.57
10/09/2023,1896.68,1829.25,1903.35,1829.25
10/06/2023,1829.25,1806.64,1847.83,1796.33
10/05/2023,1806.64,1813.45,1824.33,1797.46
10/04/2023,1813.45,1881.88,1881.88,1799.95
10/03/2023,1881.88,1891.74,1891.74,1861.18
10/02/2023,1891.74,1933.81,1936.71,1878.56
09/29/2023,1933.81,1973.62,1973.62,1928.26
09/28/2023,1973.62,1967.20,1987.97,1962.20
09/27/2023,1967.20,1920.70,1974.71,1920.70
09/26/2023,1920.70,1933.38,1933.75,1913.34
09/25/2023,1933.38,1909.49,1935.85,1908.18
09/22/2023,1909.49,1913.07,1941.72,1907.35
09/21/2023,1913.07,1932.06,1958.93,1910.34
09/20/2023,1932.06,1951.61,1965.57,1931.38
09/19/2023,1951.61,1974.01,1991.88,1942.53
09/18/2023,1974.01,1960.26,1986.73,1960.26
09/15/2023,1960.26,1987.97,1987.97,1958.48
09/14/2023,1987.97,1964.12,1995.14,1964.12
09/13/2023,1964.12,1974.32,1982.55,1951.51
09/12/2023,1974.32,1934.20,1980.32,1934.20
09/11/2023,1934.20,1958.25,1980.39,1928.10
09/08/2023,1958.25,1930.87,1972.12,1930.87
09/07/2023,1930.87,1931.81,1942.52,1925.64
09/06/2023,1931.81,1924.91,1941.76,1914.98
09/05/2023,1924.91,1916.59,1944.88,1916.59
09/01/2023,1916.59,1877.75,1919.29,1877.75
08/31/2023,1877.75,1876.95,1881.35,1862.01
08/30/2023,1876.95,1870.25,1881.75,1870.25
08/29/2023,1870.25,1861.15,1870.70,1849.90
08/28/2023,1861.15,1851.49,1875.84,1850.61
08/25/2023,1851.49,1832.16,1860.10,1826.21
08/24/2023,1832.16,1843.47,1849.35,1826.69
08/23/2023,1843.47,1850.86,1850.86,1813.30
08/22/2023,1850.86,1861.55,1871.56,1850.20
08/21/2023,1861.55,1869.96,1888.65,1849.74
08/18/2023,1869.96,1853.14,1873.67,1837.74
08/17/2023,1853.14,1834.79,1877.21,1834.79
08/16/2023,1834.79,1844.98,1870.19,1833.05
08/15/2023,1844.98,1886.05,1886.05,1841.49
08/14/2023,1886.05,1899.34,1899.34,1871.64
08/11/2023,1899.34,1873.25,1901.72,1870.94
08/10/2023,1873.25,1871.56,1895.94,1862.45
08/09/2023,1871.56,1846.87,1890.45,1846.87
08/08/2023,1846.87,1835.61,1849.53,1793.00
08/07/2023,1835.61,1830.68,1847.32,1829.86
08/04/2023,1830.68,1822.37,1854.67,1822.37
08/03/2023,1822.37,1806.22,1837.84,1795.23
08/02/2023,1806.22,1834.61,1834.61,1792.28
08/01/2023,1834.61,1837.80,1837.80,1812.48
07/31/2023,1837.80,1808.54,1841.07,1808.54
07/28/2023,1808.54,1793.02,1809.30,1781.46
07/27/2023,1793.02,1806.14,1825.73,1788.35
07/26/2023,1806.14,1808.87,1814.21,1788.73
07/25/2023,1808.87,1797.94,1820.00,1785.02
07/24/2023,1797.94,1766.08,1814.02,1766.08
07/21/2023,1766.08,1747.45,1766.89,1745.90
07/20/2023,1747.45,1723.97,1750.19,1723.97
07/19/2023,1723.97,1710.61,1735.53,1710.61
07/18/2023,1710.61,1682.02,1725.03,1680.05
07/17/2023,1682.02,1686.40,1693.54,1678.97
07/14/2023,1686.40,1734.58,1734.58,1683.45
07/13/2023,1734.58,1732.15,1751.78,1719.69
07/12/2023,1732.15,1715.78,1742.19,1715.78
07/11/2023,1715.78,1679.10,1718.07,1679.10
07/10/2023,1679.10,1671.49,1687.38,1667.15
07/07/2023,1671.49,1630.03,1686.17,1624.87
07/06/2023,1630.03,1673.42,1673.42,1618.30
07/05/2023,1673.42,1687.43,1690.16,1665.98
07/03/2023,1687.43,1679.30,1699.39,1679.30
06/30/2023,1679.30,1666.28,1688.29,1664.50
06/29/2023,1666.28,1649.59,1666.48,1648.24
06/28/2023,1649.59,1636.82,1651.83,1620.41
06/27/2023,1636.82,1638.74,1645.54,1626.04
06/26/2023,1638.74,1611.11,1647.42,1611.11
06/23/2023,1611.11,1622.85,1622.85,1597.05
06/22/2023,1622.85,1646.18,1646.18,1611.35
06/21/2023,1646.18,1630.08,1658.17,1624.17
06/20/2023,1630.08,1666.40,1666.40,1619.67
06/16/2023,1666.40,1666.85,1676.21,1660.33
06/15/2023,1666.85,1648.17,1679.59,1648.17
06/14/2023,1648.17,1666.64,1690.95,1635.57
06/13/2023,1666.64,1658.57,1700.56,1658.57
06/12/2023,1658.57,1679.82,1679.82,1647.72
06/09/2023,1679.82,1683.26,1692.11,1669.89
06/08/2023,1683.26,1689.92,1695.22,1658.87
06/07/2023,1689.92,1641.88,1690.46,1641.88
06/06/2023,1641.88,1631.12,1642.46,1606.74
06/05/2023,1631.12,1643.23,1668.86,1627.06
06/02/2023,1643.23,1595.15,1649.47,1595.15
06/01/2023,1595.15,1576.68,1615.18,1574.64
05/31/2023,1576.68,1610.33,1610.33,1571.48
05/30/2023,1610.33,1632.29,1632.29,1595.24
05/26/2023,1632.29,1630.42,1645.35,1622.04
05/25/2023,1630.42,1666.89,1666.89,1614.99
05/24/2023,1666.89,1659.79,1677.44,1651.77
05/23/2023,1659.79,1649.66,1680.94,1649.66
05/22/2023,1649.66,1647.44,1664.25,1643.14
05/19/2023,1647.44,1636.85,1661.97,1636.85
05/18/2023,1636.85,1633.95,1638.51,1609.45
05/17/2023,1633.95,1599.09,1641.89,1599.09
05/16/2023,1599.09,1642.76,1642.76,1598.21
05/15/2023,1642.76,1628.01,1649.98,1624.42
05/12/2023,1628.01,1627.03,1646.81,1617.48
05/11/2023,1627.03,1646.40,1646.40,1612.12
05/10/2023,1646.40,1657.01,1666.13,1634.84
05/09/2023,1657.01,1656.25,1671.25,1638.86
05/08/2023,1656.25,1654.94,1690.31,1654.94
05/05/2023,1654.94,1602.74,1667.13,1602.74
05/04/2023,1602.74,1625.95,1645.07,1601.37
05/03/2023,1625.95,1662.96,1662.96,1624.48
05/02/2023,1662.96,1741.09,1741.09,1645.00
05/01/2023,1741.09,1754.39,1757.28,1729.57
04/28/2023,1754.39,1724.12,1763.67,1711.84
04/27/2023,1724.12,1724.36,1734.63,1702.73
04/26/2023,1724.36,1740.09,1751.62,1714.26
04/25/2023,1740.09,1779.53,1779.53,1733.42
04/24/2023,1779.53,1753.69,1787.20,1750.48
04/21/2023,1753.69,1767.69,1771.55,1745.51
04/20/2023,1767.69,1782.84,1782.84,1749.60
04/19/2023,1782.84,1797.80,1797.80,1761.12
04/18/2023,1797.80,1800.75,1805.74,1784.22
04/17/2023,1800.75,1829.03,1829.03,1796.30
04/14/2023,1829.03,1824.95,1840.58,1816.74
04/13/2023,1824.95,1814.92,1831.02,1808.29
04/12/2023,1814.92,1815.08,1831.67,1811.62
04/11/2023,1815.08,1797.25,1825.28,1797.25
04/10/2023,1797.25,1778.46,1815.26,1778.46
04/06/2023,1778.46,1802.59,1802.59,1775.21
04/05/2023,1802.59,1769.66,1802.93,1764.00
04/04/2023,1769.66,1818.04,1818.04,1753.07
04/03/2023,1818.04,1731.81,1825.83,1731.81
03/31/2023,1731.81,1721.79,1735.70,1719.31
03/30/2023,1721.79,1715.46,1733.55,1712.45
03/29/2023,1715.46,1691.63,1717.64,1691.63
03/28/2023,1691.63,1660.43,1700.33,1655.23
03/27/2023,1660.43,1619.29,1669.79,1619.29
03/24/2023,1619.29,1625.17,1627.57,1578.17
03/23/2023,1625.17,1645.77,1671.05,1609.71
03/22/2023,1645.77,1673.79,1690.74,1645.35
03/21/2023,1673.79,1625.36,1680.59,1625.36
03/20/2023,1625.36,1592.89,1635.28,1592.89
03/17/2023,1592.89,1616.63,1620.61,1577.58
03/16/2023,1616.63,1593.49,1619.38,1551.85
03/15/2023,1593.49,1688.43,1688.43,1565.01
03/14/2023,1688.43,1671.94,1729.85,1662.50
03/13/2023,1671.94,1722.80,1722.80,1643.08
03/10/2023,1722.80,1744.58,1770.97,1715.11
03/09/2023,1744.58,1764.29,1802.98,1743.12
03/08/2023,1764.29,1781.17,1798.14,1746.07
03/07/2023,1781.17,1815.73,1815.73,1773.15
03/06/2023,1815.73,1822.01,1822.01,1796.86
03/03/2023,1822.01,1799.84,1828.23,1773.52
03/02/2023,1799.84,1785.03,1805.95,1772.31
03/01/2023,1785.03,1737.02,1789.88,1734.34
02/28/2023,1737.02,1769.12,1784.97,1736.25
02/27/2023,1769.12,1756.53,1775.39,1749.37
02/24/2023,1756.53,1754.10,1757.16,1715.18
