"sc-2e6baa30-0 href","sc-4e537b1-1","sc-814e9212-0 src","sc-4fedabc7-3","sc-ae29827d-0","sc-4e537b1-2"
"https://www.bbc.com/news/uk-scotland-57769754","9 Jul 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/9F94/production/_119325804_gettyimages-1319765888.jpg.webp","Calls for Scotland to follow English travel rules","Travel agents, airlines and tour operators want clarity from the Scottish government on restrictions","Scotland"
"https://www.bbc.com/news/uk-politics-62663247","24 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/0890/production/_126429120_d346e8bc-752e-494c-afc7-f6d058f94cbf.jpg.webp","Johnson: Endure energy crisis to counter Russia","The PM says the West must ""stay the course"" on Ukraine despite rising living costs on a trip to Kyiv.","UK Politics"
"https://www.bbc.com/news/business-60286051","7 Feb 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/B60E/production/_123160664_whatsubject.jpg.webp","House prices facing sharp slowdown, says Halifax","Affordability remains a problem and households are facing a cost of living squeeze, the lender says.","Business"
"https://www.bbc.com/news/uk-48478706","1 Jun 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/7543/production/_107191003_gettyimages-848951514.jpg.webp","Johnson would be excellent leader - Trump","The US president praises Conservative frontrunner Boris Johnson ahead of his UK state visit.","UK"
"https://www.bbc.com/news/business-63399651","26 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/2482/production/_126964390_gettyimages-696622564.jpg.webp","Pound rises after delay to economic plan","The currency has rallied against the dollar in recent days, and rose further on Wednesday.","Business"
"https://www.bbc.com/news/world-europe-60571884","1 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/ED5E/production/_123466706_976_gettyimages-1238834731.jpg.webp","Dread in Kyiv as huge Russian convoy advances","The sixth day of the invasion unfolds with a gnawing sense of foreboding, writes the BBC's Lyse Doucet.","Europe"
"https://www.bbc.com/news/uk-england-shropshire-66870386","21 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/14AEA/production/_131141748_market1.jpg.webp","Market traders fear closure over rents rise","Shropshire Council introduced a rent incentive to encourage new stallholders - but now its going up.","Shropshire"
"https://www.bbc.com/news/blogs-the-papers-41854068","3 Nov 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/10391/production/_98594466_index.jpg.webp","May's 'Spider Man' and MP scandals","Anger at the new defence secretary and allegations of sexual harassment lead Friday's front pages.","The Papers"
"https://www.bbc.com/sport/golf/36639424","28 Jun 2016","https://ichef.bbci.co.uk/news/480/cpsprodpb/0804/production/_90125020_french_open_golf_getty.jpg.webp","Will selfish calls harm Ryder Cup hopes?","Top European players skipping this week's French Open could lead to tough Ryder Cup wildcard decisions for captain Darren Clarke, writes Iain Carter.","Golf"
"https://www.bbc.com/news/business-67506790","23 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/2375/production/_130377090_gettyimages-1511201245.jpg.webp","Turkey's central bank raises interest rates to 40%","Turkey has been hit with soaring prices, but its president has only recently allowed rate hikes.","Business"
"https://www.bbc.com/sport/formula1/25915757","28 Jan 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Marussia boss backs F1 rule changes","Marussia F1 president Graeme Lowdon is hopeful the 2014 rule changes will see a return to ""competitive racing"".","Formula 1"
"https://www.bbc.com/sport/formula1/13626729","2 Jun 2011","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Virgin dismiss technical director","Virgin Racing have axed technical director Nick Wirth following a disappointing start to their second season in Formula 1.","Formula 1"
"https://www.bbc.com/news/world-latin-america-67509691","26 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/C404/production/_131808105_gettyimages-1792547437.jpg.webp","Milei's radical proposals face test of reality in Argentina","A closer look at what Argentina's president-elect has said he will do once he is in office.","Latin America & Caribbean"
"https://www.bbc.com/news/uk-politics-67467116","20 Nov 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/FC22/production/_131764546_rsz_29fed4350b6cef3cb655a6d4a60c6e66b4c35374.jpg.webp","Hunt does not rule out tax cuts in Autumn Statement","The chancellor says he wants to lower taxes but only in a responsible way that does not cause inflation.","UK Politics"
"https://www.bbc.com/news/business-67608097","4 Dec 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/9A61/production/_131912593_gettyimages-1761031123.jpg.webp","Labour won't turn on spending taps, says Starmer","Sir Keir Starmer says the UK will face ""huge constraints"" on public spending if Labour wins power.","Business"
"https://www.bbc.com/news/world-asia-india-67634682","9 Dec 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1C05/production/_131937170_mammoottyindex.jpg.webp","Indian superstar breaking boundaries with gay role","Malayalam actor Mammootty's latest film has sparked conversation on the LGBTQ community like never before.","India"
"https://www.bbc.com/sport/get-inspired/30021798","10 Dec 2014","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","How sports apps can lead to hard abs","In a world where technology does so much, could satellites, smart phones and social networks keep us active?","Get Inspired"
"https://www.bbc.com/sport/football/60938024","31 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/C4E6/production/_123960405_gettyimages-901464040.jpg.webp","Qatar chief says World Cup criticism ill-informed","Qatar 2022 secretary general Hassan Al-Thawadi says criticism of the tournament has been ""ill-informed"" and the nation ""should not be apologetic"" about hosting.","World Cup"
"https://www.bbc.com/news/uk-scotland-highlands-islands-44723239","5 Jul 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/B527/production/_102157364_carpark.jpg.webp","Concern about mountain parking fees","A body representing walkers and climbers says it is broadly supportive of 'modest' charges at Cairn Gorm.","Highlands & Islands"
"https://www.bbc.com/news/uk-51956279","19 Mar 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/117FA/production/_111347617_tv044583471.jpg.webp","Answers promised after school shutdown confusion","The government will provide more details on how people will be affected by the school closures.","UK"
"https://www.bbc.com/sport/football/52063085","27 Mar 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/8704/production/_111446543_gettyimages-1212408467.jpg.webp","What next for football as talks continue?","BBC Sport's Simon Stone takes a look at some of the big issues facing football's bosses amid the coronavirus crisis.","Football"
"https://www.bbc.com/news/business-44068508","10 May 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/ws/simorgh-assets/public/news/images/metadata/poster-1024x576.png.webp","Is Carney an unreliable boyfriend - or just sensitive?","Bank of England steps away from an interest rate rise - and that sends a big signal about the economy.","Business"
"https://www.bbc.com/news/business-60148208","26 Jan 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/3EC7/production/_123017061_hi073307590.jpg.webp","US central bank says rate rise 'appropriate' soon","The US central bank is under pressure to rein in rapid price increases in the US.","Business"
"https://www.bbc.com/news/business-63070485","29 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/68FE/production/_126887862_gettyimages-1206515332.jpg.webp","Government is undercutting UK institutions - Carney","Former Bank of England governor Mark Carney accuses Downing Street of working at cross-purposes with the Bank.",""
"https://www.bbc.com/news/uk-politics-62428168","4 Aug 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/124B2/production/_126203947_p0cr4p9l.jpg.webp","Andrew Bailey blames Russia for energy price hikes","The Bank of England governor warns interest rates may have to rise even higher.",""
"https://www.bbc.com/news/business-61142906","19 Apr 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/BB8B/production/_124211084_mediaitem124211080.jpg.webp","UK forecast to have slowest growth in G7 next year","The Ukraine war will ""severely set back"" global growth with the UK hit harder than most, the IMF says.",""
"https://www.bbc.com/news/blogs-the-papers-60724726","13 Mar 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/8E2C/production/_123669363_indexpicture.jpg.webp","£350 a month refugee plan and plea to help orphans","The new scheme that will allow people in the UK to host Ukrainian refugees dominates the front pages.",""
"https://www.bbc.com/news/world-europe-66188739","15 Jul 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/17852/production/_130383369_f0f5303a34ee2490b3a14eaafa290767a4820e690_0_6204_41361000x667.jpg.webp","Crisis at home prompts Erdogan to look West","Turkey's leader hopes to mend relations and reassure foreign investors who ditched his struggling economy.",""
"https://www.bbc.com/news/uk-scotland-glasgow-west-61552374","26 May 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/B8C4/production/_124900374_gettyimages-691035851.jpg.webp","Food price rises could lengthen allotment waits","The cost-of-living crisis is likely to encourage even more people to apply for a plot, a charity says.",""
"https://www.bbc.com/news/blogs-the-papers-65704033","25 May 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/5DBB/production/_129859932_index-nc.png.webp","Newspaper headlines: Tina Turner ‘simply the best’ and ‘more rate rises ahead’","The death of Tina Turner and reactions to data showing persistent UK inflation lead the papers.",""
"https://www.bbc.com/news/technology-59907864","7 Jan 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/DE6D/production/_122614965_hi072952441.jpg.webp","Bitcoin prices fall to lowest in months","Bitcoin prices tumble amid rumblings from the US banking body and unrest in Kazakhstan.",""
"https://www.bbc.com/news/business-66121446","1 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/2F8A/production/_130307121_mediaitem130307117.jpg.webp","Interest rate ‘rigger’ wins right to appeal in UK","The appeal by Tom Hayes has the potential to overturn not only his own case but that of nine other traders.",""
"https://www.bbc.com/news/world-asia-india-47059600","11 Mar 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/6B73/production/_105970572_fruit.jpg.webp","Has India's BJP kept its promise on prices?","The BJP government stands accused of not keeping inflation in check - is that right?","India"
"https://www.bbc.com/news/world-europe-isle-of-man-41318726","19 Sep 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/7040/production/_97863782_image1.jpg.webp","Dozens stage protest over gas prices","Protesters are angry about Manx Gas's banded system and want a return to a flat rate of payment.","Isle Of Man / Ellan Vannin"
"https://www.bbc.com/news/business-52450854","10 May 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/0B64/production/_112161920_rollercoaster.jpg.webp","What shape will the coronavirus recession be?","As the world braces for recession, a look at the four letters that could indicate the way the economy recovers.","Business"
"https://www.bbc.com/news/world-asia-india-59219355","21 Nov 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/181AC/production/_121523789_gettyimages-467243498.jpg.webp","Indian billionaires bet big on homegrown couture","Indian corporate houses are investing in luxury fashion designers - a long overdue move, experts say.","India"
"https://www.bbc.com/news/uk-scotland-scotland-business-45830205","12 Oct 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/DE1C/production/_103806865_scotsman1.jpg.webp","Press feels the heat","Edinburgh's main news publisher is struggling to find a buyer, while weighed down by a vast debt. For local newspapers, radical solutions are being sought.","Scotland business"
"https://www.bbc.com/news/health-43414777","1 May 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/2C43/production/_101113311_booze.jpg.webp","Why is alcohol getting more expensive?","The price of unhealthy drinks is going up - in the hope that we will make ""better"" choices.","Health"
"https://www.bbc.com/news/business-40934132","15 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/40A6/production/_95805561_ftsetrader2_getty.jpg.webp","Pound falls as inflation holds steady","Weaker than expected inflation data reduces the prospect of an early rise in interest rates.","Business"
"https://www.bbc.com/news/world-asia-china-55794071","3 Feb 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/18247/production/_116778889_tursunay_bbc_26jan21_11-2.jpg.webp","Uighur camp detainees allege systematic rape","In new testimony, former detainees of China's detention camps describe systematic rape and torture.","China"
"https://www.bbc.com/news/business-44227604","23 May 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/088D/production/_101698120_turkishliraafp.jpg.webp","Turkish lira rallies after rate hike","It comes after the currency hit a record low on fears the government will meddle with interest rates.","Business"
"https://www.bbc.com/sport/football/57082274","20 May 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/5C2D/production/_118579532_westham.jpg.webp","West Ham win to boost Europe hopes","Angelo Ogbonna and Michail Antonio score late goals as West Ham beat West Bromwich Albion to boost their hopes of playing European football next season.",""
"https://www.bbc.com/news/business-47038327","5 Feb 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/08C9/production/_105394220_gettyimages-889276204.jpg.webp","China bets on lending to ease slowdown","China is pushing to boost consumption to help manage the slowdown in the world's second largest economy.",""
"https://www.bbc.com/news/uk-scotland-scotland-business-47199311","12 Feb 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/DAC7/production/_102770065_moneygetty.jpg.webp","Scots 'battle' to get cash as ATMs close","Research by consumer group Which? reveals 339 bank branches and 290 ATMs have shut since 2015.",""
"https://www.bbc.com/news/business-46817237","14 Jan 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/A637/production/_105115524_man1.jpg.webp","'Our vision is never to lay anyone off'","The Argentine boss who travelled the world to get orders and prevent him from having to make staff redundant.",""
"https://www.bbc.com/news/business-46610412","18 Dec 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/806C/production/_104867823_trump.jpg.webp","Trump warns Fed against 'another mistake'","US President advises the central bank to 'feel the market' ahead of an expected interest rate rise.",""
"https://www.bbc.com/news/technology-43061207","14 Feb 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/F251/production/_100033026_mediaitem100033025.jpg.webp","AI does grunt work on China's pig farms","Alibaba rolls out a system that analyses pig squeals and coughs to improve pork production.",""
"https://www.bbc.com/news/blogs-the-papers-42586838","6 Jan 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/C330/production/_99486994_index.jpg.webp","'Outrage' over black-cab rapist release","The impending release of John Worboys leads Saturday's papers, with alleged victims speaking out.",""
"https://www.bbc.com/news/entertainment-arts-42412867","20 Dec 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/115B0/production/_99288017_o8-index-comp.jpg.webp","8 things we learned from the Ocean's 8 trailer","Rihanna is a grungy computer hacker and Helena Bonham Carter wears some truly magnificent hats.",""
"https://www.bbc.com/news/business-42156530","1 Dec 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/8871/production/_98992943_gettyimages-874207690.jpg.webp","What you may have missed in US tax plan","The Republican plan is filled with targeted perks despite promises to simplify the code.",""
"https://www.bbc.com/news/business-50052375","15 Oct 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/B7D7/production/_109236074_cars3.jpg.webp","Car financing crackdown 'to save drivers £165m'","The UK's financial regulator plans to ban the way some car dealers earn commission.","Business"
"https://www.bbc.com/news/world-europe-56735931","17 Apr 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/C8B8/production/_118048315_tv066744703.jpg.webp","How Russia's Sputnik vaccine is dividing Europe","The vaccine has not yet been approved by Europe's medicines agency but orders are piling in.","Europe"
"https://www.bbc.com/news/uk-politics-65976596","21 Jun 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1366A/production/_130166497_p0fwdy61.jpg.webp","Starmer: PM warned about mortgage rises in autumn","Labour leader Sir Keir Starmer challenges Rishi Sunak over mortgage rate rises faced by homeowners.","UK Politics"
"https://www.bbc.com/news/world-africa-64187170","26 Feb 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/405E/production/_128387461_gettyimages-1246330304.jpg.webp","What you need to know about Nigeria's elections","The BBC explores key contenders, voter issues and why this ballot is different to previous ones.","Africa"
"https://www.bbc.com/sport/football/44699082","3 Jul 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/139C1/production/_102312308_joehartgetty.jpg.webp","As Hart returns to Man City training where does his future lie?","Joe Hart will return to training at Manchester City on Monday facing an uncertain future, writes Simon Stone.","Man City"
"https://www.bbc.com/news/uk-65092316","27 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/A6AA/production/_129166624_77f12f87e63e4fc940719e681cfb124b6ddcd568.jpg.webp","Why has Prince Harry turned up at court?","The prince's appearance at London’s High Court took many by surprise.","UK"
"https://www.bbc.com/news/business-63837368","2 Dec 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/29BE/production/_127868601_whatsubject.jpg.webp","US jobs growth signals tough inflation fight ahead","The jobs market remains robust despite rate rises aimed at cooling the economy and reining in rising prices.","Business"
"https://www.bbc.com/news/blogs-the-papers-63494321","3 Nov 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/CD31/production/_127492525_composite.png.webp","Migrants 'abandoned' and Bank set for interest rise","Some papers cover a group of migrants mistakenly left stranded in central London without accommodation.","The Papers"
"https://www.bbc.com/news/business-50508369","21 Nov 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/A651/production/_109777524_mcdonnell_afp.jpg.webp","Labour eyes 'radical' plan for companies","The party's manifesto proposes one of the biggest shake-ups in decades of the way firms are run.","Business"
"https://www.bbc.com/sport/football/51318987","30 Jan 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/5DD5/production/_110712042_balegetty.jpg.webp","Barca & Man Utd striker search, Bale latest - Guillem Balague answers your questions","Barcelona and Manchester United striker search, Gareth Bale latest - your questions answered by BBC Sport's Guillem Balague.","European Football"
"https://www.bbc.com/news/world-asia-india-51500812","15 Feb 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/6CB6/production/_110903872_gettyimages-1127105473.jpg.webp","Will Vodafone hang up on its business in India?","A ruling by the Supreme Court could signal the end of the road for the UK telecoms giant in the country.","India"
"https://www.bbc.com/news/business-51147634","17 Jan 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/FE4F/production/_110230156_shoppers.jpg.webp","Retail sales fall sharply in December","A fifth straight month without growth adds to pressure on the Bank of England to cut interest rates.","Business"
"https://www.bbc.com/news/uk-politics-63244805","13 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/D9CA/production/_127145755_kwarteng.jpg.webp","I'm not going anywhere, says chancellor","Asked whether he could U-turn on parts of his mini-budget, Kwasi Kwarteng says ""our position hasn't changed"".","UK Politics"
"https://www.bbc.com/news/business-62767748","2 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/5619/production/_126214022_whatsubject.jpg.webp","US jobs growth slows in August","The US economy added 315,000 new jobs last month, far fewer than the number created in July.","Business"
"https://www.bbc.com/news/business-66937239","28 Sep 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1640B/production/_127974119_gettyimages-1140111432.jpg.webp","The big problem holding back the UK economy","The UK has an underinvestment crisis - our future prosperity depends on this changing.","Business"
"https://www.bbc.com/news/science-environment-52479316","30 Apr 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/0EF0/production/_104742830_p06v9nv9.jpg.webp","Space lasers track melting of Earth's ice sheets","US space agency satellites follow the melting trends in Antarctica and Greenland over 16 years.","Science & Environment"
"https://www.bbc.com/news/business-60993636","13 Apr 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/5CE6/production/_124028732_micacivilianclothes-v3.jpg.webp","'I like breaking the prison officer stereotype'","Mica has been working at HMP Portland in Dorset, which houses over 500 prisoners, for five years.","Business"
"https://www.bbc.com/news/business-63175023","7 Oct 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/8BBA/production/_127007753_mediaitem127007752.jpg.webp","US jobs growth slows as inflation fight intensifies","Dollar has strengthened on expectations US interest rates will rise, weighing on the pound.","Business"
"https://www.bbc.com/news/business-44125977","21 May 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/6B4B/production/_101576472_flavio-fer_2216.jpg.webp","'I found my call in life at that airport'","The language classes multi-millionaire who started out in business doing telesales via a public phone at an airport.","Business"
"https://www.bbc.com/news/uk-scotland-58342389","27 Aug 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/1ACB/production/_120295860_gettyimages-1307182503.jpg.webp","Is the drive to get young people jabbed working?","Covid cases are rising sharply in young adults despite all over 16s being eligible for vaccination.","Scotland"
"https://www.bbc.com/news/business-52305259","17 Apr 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/E602/production/_111828885_gettyimages-1217109826.jpg.webp","What China's gloomy numbers tell us","China's gloomy economic numbers are a grim warning to the rest of the world still in lockdown.","Business"
"https://www.bbc.com/news/business-41084515","30 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/470C/production/_97588181_mediaitem97588180.jpg.webp","US tax reform: Tough task for Trump","A former US Presidential economic adviser casts doubt on the ability of President Trump to reform his country's tax system.","Business"
"https://www.bbc.com/news/business-54509262","13 Oct 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/129B7/production/_114851267_gettyimages-1228039832.jpg.webp","Big tax rises now 'almost inevitable' after Covid","Rises of more than £40bn a year will be needed to stop government debt getting out of control, warns think tank.","Business"
"https://www.bbc.com/news/business-41857431","3 Nov 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/18477/production/_95774499_londonbrokers_getty.jpg.webp","FTSE closes at new high","The UK services sector grew by its fastest rate in six months in October, data suggests.","Business"
"https://www.bbc.com/news/business-53660052","5 Aug 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/13ED5/production/_113812618_tv062656660.jpg.webp","Gold price rises above $2,000 for first time","Precious metal values have been pushed up as investors look for havens amid the coronavirus crisis.","Business"
"https://www.bbc.com/news/education-13667117","7 Jun 2011","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Warning on university funding gap","An MPs' report warns of a potentially large funding gap for universities and highlights a range of new financial risks.","Education & Family"
"https://www.bbc.com/news/business-13711754","9 Jun 2011","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","UK interest rates remain at 0.5%","UK interest rates are kept on hold again at the record low of 0.5% by the Bank of England's Monetary Policy Committee.","Business"
"https://www.bbc.com/news/business-11434696","29 Sep 2010","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Indian consumers rate the economy","India's economy is booming but are people living in Mumbai feeling the effects?","Business"
"https://www.bbc.com/news/business-11438243","30 Sep 2010","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","Lloyds tops bank complaints list","A new list of banks facing the highest number of complaints from UK customers is topped by Lloyds Banking Group.","Business"
"https://www.bbc.com/news/business-40808487","3 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/110AF/production/_97170896_mediaitem97170895.jpg.webp","'No rate rise' predicts former MPC member","Adam Posen tells the BBC he does not expect the Bank of England to change interest rates this month.","Business"
"https://www.bbc.com/news/business-66496216","14 Aug 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1764B/production/_130791859_payrise.png.webp","Firms fight back with new pay offers to keep staff","A survey finds companies are willing to match or better new job offers but risk fuelling inflation.","Business"
"https://www.bbc.com/news/uk-england-leicestershire-53236467","1 Jul 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/547B/production/_113172612_hi062209079.jpg.webp","Police given 'minimal guidance' on local lockdown","Leicester's police and crime commissioner complains that agencies have been ""drip-fed"" information.","Leicester"
"https://www.bbc.com/news/business-41815708","31 Oct 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/B838/production/_97706174_ecbofficereuters.jpg.webp","Eurozone growth exceeds expectations","GDP in the 19-nation bloc grew 0.6% in the third quarter, says statistics office Eurostat.","Business"
"https://www.bbc.com/news/business-12700340","10 Mar 2011","https://ichef.bbci.co.uk/images/ic/512x512/p0hq72jn.png.webp","NZ central bank cuts borrowing cost","New Zealand's central bank has cut the cost of borrowing to try to reduce the economic impact of the earthquake in Christchurch.","Business"
"https://www.bbc.com/news/world-46307051","26 Nov 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/A586/production/_104447324_team.jpg.webp","Violence against women: The stories behind the statistics","BBC Monitoring explain how they gathered reports of the women killed on one day in October 2018.","World"
"https://www.bbc.com/news/uk-england-norfolk-64835179","3 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/539C/production/_128840412_microsoftteams-image-51.png.webp","I didn't do everything perfectly - Liz Truss","Former UK PM Liz Truss says she ""wants to use experience from inside government"" to help constituents.","Norfolk"
"https://www.bbc.com/news/business-40744544","3 Aug 2017","https://ichef.bbci.co.uk/news/480/cpsprodpb/C0A5/production/_97171394_gettyimages-824951278.jpg.webp","Soaring shares: A good or bad sign?","President Trump says the rising stock market is a sign of a healthy economy, but how long can it last?","Business"
"https://www.bbc.com/news/business-64815332","2 Mar 2023","https://ichef.bbci.co.uk/news/480/cpsprodpb/1464C/production/_128823538_gettyimages-1238901484.jpg.webp","Pret A Manger gives staff third pay rise in a year","The coffee chain follows other retailers in boosting pay during a labour shortage.","Business"
"https://www.bbc.com/news/business-63040797","28 Sep 2022","https://ichef.bbci.co.uk/news/480/cpsprodpb/64B1/production/_126877752_gettyimages-1426982652.jpg.webp","Why is the US dollar so strong?","The US dollar is at a 20-year high, and that affects businesses and households across the world.","Business"
"https://www.bbc.com/news/business-47679192","26 Mar 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/11F68/production/_106167537_amandacunningham.jpg.webp","'My life savings have been wiped out'","Investors face a two-year wait to see if they'll get any money back from a collapsed investment firm.","Business"
"https://www.bbc.com/news/uk-england-nottinghamshire-49332645","14 Aug 2019","https://ichef.bbci.co.uk/news/480/cpsprodpb/83D6/production/_108305733_nottsprison.jpg.webp","Violence problems persist at 'dangerous' prison","Four prisoners are thought to have been killed or killed themselves in the year covered by the report.","Nottingham"
"https://www.bbc.com/sport/football/57082274","20 May 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/5C2D/production/_118579532_westham.jpg.webp","West Ham win to boost Europe hopes","Angelo Ogbonna and Michail Antonio score late goals as West Ham beat West Bromwich Albion to boost their hopes of playing European football next season.",""
"https://www.bbc.com/news/world-us-canada-53787329","11 Sep 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/B87F/production/_114013274_tulsa.jpg.webp","Why black Americans are more likely to be vegan","African Americans are almost three times as likely to be vegan than white Americans.",""
"https://www.bbc.com/news/uk-politics-54031854","4 Sep 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/8830/production/_114246843_ukparliament_jessicataylor.jpg.webp","The week ahead in Parliament","The post-Grenfell Fire Safety Bill and the welcoming of new peers will feature in the next seven days.",""
"https://www.bbc.com/news/uk-northern-ireland-53835838","23 Aug 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/F28F/production/_112259026_womanmovingwithboxes.jpg.webp","Threefold rise in demand for Co-Ownership homes","Co-Ownership, which helps homebuyers purchase, has processed more than 1,000 applications since July.",""
"https://www.bbc.com/news/world-asia-china-53563090","31 Jul 2020","https://ichef.bbci.co.uk/news/480/cpsprodpb/91F6/production/_113766373_mediaitem113766372.jpg.webp","HK delays elections for a year 'over virus fears'","The move comes weeks after China imposed a controversial national security law on Hong Kong.",""
"https://www.bbc.com/news/business-55723925","20 Jan 2021","https://ichef.bbci.co.uk/news/480/cpsprodpb/02EC/production/_116584700_gettyimages-1255257346.jpg.webp","Can Biden succeed in economic rescue mission?","As when he served as vice-president, Joe Biden faces a huge job in turning the US economy around.",""
"https://www.bbc.com/news/business-45141127","10 Aug 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/1255D/production/_102910157_commutersheat_getty.jpg.webp","UK growth boosted by warmer weather","The recent heatwave helped to lift the economy, but analysts say growth remains relatively subdued.",""
"https://www.bbc.com/news/business-44953607","25 Jul 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/0F76/production/_102685930_gettyimages-625741576.jpg.webp","Why many people don't save for a rainy day","As a City regulator starts an inquiry into ultra-low savings rates, concern grows that Britain is losing the “savings culture”.",""
"https://www.bbc.com/news/technology-44038181","9 May 2018","https://ichef.bbci.co.uk/news/480/cpsprodpb/9C87/production/_101217004_f4fec412-fd37-46ea-9504-5d2d36c7d700.jpg.webp","Magical Money: Is the crypto-boom doomed?","The entrepreneurs seeking to fund multi-million dollar projects by creating new digital currencies.",""
